token_id	speaker	iu_type	tu_id	span	form	type	modality	features	align
0-0	SPK4008	Rising	0	сол	сол	linguistic			Begin=0.000
0-1	SPK4008	Rising	0	сендерде	сендерде	linguistic			
0-2	SPK4008	Rising	0	актовый	актовый	linguistic			
0-3	SPK4008	Rising	0	зал-да	зал-да	linguistic			
0-4	SPK4008	Rising	0	өтті?	өтті	linguistic			End=2.430
1-0	SPK4012	undefined	1	актовый	актовый	linguistic			Begin=1.105
1-1	SPK4012	undefined	1	зал	зал	linguistic			End=2.065
2-0	SPK4009	undefined	2	иә	иә	linguistic			Begin=1.995|End=2.405
3-0	SPK4009	undefined	3	актовый	актовый	linguistic			Begin=2.430
3-1	SPK4009	undefined	3	зал-да	зал-да	linguistic			
3-2	SPK4009	undefined	3	болды	болды	linguistic			
3-3	SPK4009	undefined	3	себебі	себебі	linguistic			End=3.560
4-0	SPK4009	undefined	4	ұлдар	ұлдар	linguistic			Begin=3.595|End=3.850
5-0	SPK4009	undefined	5	@@	@@	linguistic			Begin=3.850|End=4.510
6-0	SPK4009	undefined	6	қалады	қалады	linguistic			Begin=4.520
6-1	SPK4009	undefined	6	сыныпта	сыныпта	linguistic			End=5.730
7-0	SPK4008	undefined	7	әәә	әәә	linguistic			Begin=5.095|End=6.555
8-0	SPK4009	undefined	8	бірақ	бірақ	linguistic			Begin=5.765
8-1	SPK4009	undefined	8	<lag>	<lag>	linguistic			
8-2	SPK4009	undefined	8	әәә	әәә	linguistic			
8-3	SPK4009	undefined	8	<lag>	<lag>	linguistic			End=6.465
9-0	SPK4009	undefined	9	менің	менің	linguistic			Begin=6.475
9-1	SPK4009	undefined	9	есімде	есімде	linguistic			End=7.235
10-0	SPK4009	undefined	10	¬Абай	Абай	linguistic		Anonymized=Yes	Begin=7.265
10-1	SPK4009	undefined	10	ба	ба	linguistic			
10-2	SPK4009	undefined	10	әлде	әлде	linguistic			
10-3	SPK4009	undefined	10	¬Айдос	Айдос	linguistic		Anonymized=Yes	
10-4	SPK4009	undefined	10	па	па	linguistic			
10-5	SPK4009	undefined	10	біреу	біреу	linguistic			
10-6	SPK4009	undefined	10	айқан	айқан	linguistic			
10-7	SPK4009	undefined	10	маған	маған	linguistic			End=9.265
11-0	SPK4009	undefined	11	неге	неге	linguistic			Begin=9.295
11-1	SPK4009	undefined	11	олар	олар	linguistic			
11-2	SPK4009	undefined	11	барады	барады	linguistic			End=10.295
12-0	SPK4009	undefined	12	неге	неге	linguistic			Begin=10.315
12-1	SPK4009	undefined	12	біз	біз	linguistic			
12-2	SPK4009	undefined	12	бармаймыз	бармаймыз	linguistic			End=11.235
13-0	SPK4009	undefined	13	олай-былай	олай-былай	linguistic			Begin=11.255|End=12.215
14-0	SPK4012	undefined	14	¬Айдос	Айдос	linguistic		Anonymized=Yes	Begin=12.225|End=13.045
15-0	SPK4009	undefined	15	<lag>	<lag>	linguistic			Begin=13.015
15-1	SPK4009	undefined	15	әә	әә	linguistic			
15-2	SPK4009	undefined	15	<lag>	<lag>	linguistic			End=13.525
16-0	SPK4012	undefined	16	<lag>	<lag>	linguistic			Begin=13.065
16-1	SPK4012	undefined	16	ә	ә	linguistic			
16-2	SPK4012	undefined	16	<lag>	<lag>	linguistic			End=13.225
17-0	SPK4012	undefined	17	@	@	linguistic			Begin=13.245|End=13.875
18-0	SPK4009	undefined	18	иә	иә	linguistic			Begin=13.650|End=14.020
19-0	SPK4009	undefined	19	cосын	cосын	linguistic			Begin=14.060
19-1	SPK4009	undefined	19	біз	біз	linguistic			
19-2	SPK4009	undefined	19	келген	келген	linguistic			
19-3	SPK4009	undefined	19	шақта	шақта	linguistic			End=15.320
20-0	SPK4009	undefined	20	бізге	бізге	linguistic			Begin=15.360
20-1	SPK4009	undefined	20	бір	бір	linguistic			
20-2	SPK4009	undefined	20	сыйлық	сыйлық	linguistic			End=16.250
21-0	SPK4009	undefined	21	<lag>	<lag>	linguistic			Begin=16.285
21-1	SPK4009	undefined	21	әә	әә	linguistic			
21-2	SPK4009	undefined	21	<lag>	<lag>	linguistic			End=16.835
22-0	SPK4009	undefined	22	берген	берген	linguistic	_		Begin=16.905|End=18.045
23-0	SPK4008	undefined	23	иә-иә	иә-иә	linguistic			Begin=17.000|End=17.670
24-0	SPK4008	undefined	24	түсіндім	түсіндім	linguistic			Begin=17.685
24-1	SPK4008	undefined	24	түсіндім	түсіндім	linguistic			End=18.315
25-0	SPK4009	undefined	25	иә	иә	linguistic			Begin=18.095|End=18.585
26-0	SPK4008	undefined	26	иә-иә	иә-иә	linguistic			Begin=18.330|End=18.610
27-0	SPK4009	undefined	27	сонын	сонын	linguistic			Begin=18.610
27-1	SPK4009	undefined	27	ішінде	ішінде	linguistic			End=19.320
28-0	SPK4009	undefined	28	<lag>	<lag>	linguistic			Begin=19.345
28-1	SPK4009	undefined	28	әә	әә	linguistic			
28-2	SPK4009	undefined	28	<lag>	<lag>	linguistic			End=19.845
29-0	SPK4009	undefined	29	¬Айбек	Айбек	linguistic		Anonymized=Yes	Begin=19.890
29-1	SPK4009	undefined	29	па,	па	linguistic			
29-2	SPK4009	undefined	29	¬Айдос	Айдос	linguistic		Anonymized=Yes	
29-3	SPK4009	undefined	29	па	па	linguistic			
29-4	SPK4009	undefined	29	білмеймін	білмеймін	linguistic			End=21.280
30-0	SPK4009	undefined	30	біреу	біреу	linguistic			Begin=21.345
30-1	SPK4009	undefined	30	айтқан	айтқан	linguistic			End=22.635
31-0	SPK4009	undefined	31	Міне	Міне	linguistic			Begin=22.660|End=23.260
32-0	SPK4009	undefined	32	¬Әдияға	Әдияға	linguistic		Anonymized=Yes	Begin=23.290
32-1	SPK4009	undefined	32	кәмпит	кәмпит	linguistic			
32-2	SPK4009	undefined	32	берді	берді	linguistic			End=24.530
33-0	SPK4009	undefined	33	бізге	бізге	linguistic			Begin=24.550
33-1	SPK4009	undefined	33	берген	берген	linguistic			
33-2	SPK4009	undefined	33	жоқ	жоқ	linguistic			End=25.650
34-0	SPK4008	undefined	34	әә	әә	linguistic			Begin=25.555
34-1	SPK4008	undefined	34	@@	@@	linguistic			End=27.735
