token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
0-0	SPK6001	Rising	0	0	Жазда	Жазда	linguistic	_	_	Begin=0.66
0-1	SPK6001	Rising	0	0	қандай	қандай	linguistic	_	_	_
0-2	SPK6001	Rising	0	0	праздниктар	праздниктар	linguistic	_	_	_
0-3	SPK6001	Rising	0	0	бар?	бар	linguistic	_	_	End=2.524
1-0	SPK6002	Continuing	1	1	Жазда,	Жазда	linguistic	_	_	Begin=3.61|End=3.99
2-0	SPK6002	Continuing	2	1	енді,	енді	linguistic	_	_	Begin=3.996|End=4.477
3-0	SPK6002	Falling	3	1	почти	почти	linguistic	_	_	Begin=4.477
3-1	SPK6002	Falling	3	1	жоқ.	жоқ	linguistic	_	_	End=5.23
4-0	SPK6002	Continuing	4	2	Июльдің	Июльдің	linguistic	_	_	Begin=6.76
4-1	SPK6002	Continuing	4	2	бұрын,	бұрын	linguistic	_	_	End=7.66
5-0	SPK6002	Continuing	5	2	июльдің,	июльдің	linguistic	_	_	Begin=7.89|End=8.57
6-0	SPK6002	Continuing	6	2	бесі	бесі	linguistic	_	_	Begin=10.07
6-1	SPK6002	Continuing	6	2	мен	мен	linguistic	_	_	_
6-2	SPK6002	Continuing	6	2	алтысында,	алтысында	linguistic	_	_	End=11.263
7-0	SPK6002	Continuing	7	2	кімнің	кімнің	linguistic	_	_	Begin=11.31
7-1	SPK6002	Continuing	7	2	туған	туған	linguistic	_	_	_
7-2	SPK6002	Continuing	7	2	күні	күні	linguistic	_	_	_
7-3	SPK6002	Continuing	7	2	болатын,	болатын	linguistic	_	_	End=12.5
8-0	SPK6002	Continuing	8	2	бірінші	бірінші	linguistic	_	_	Begin=12.92
8-1	SPK6002	Continuing	8	2	Президенттің,	Президенттің	linguistic	_	_	End=14.48
9-0	SPK6002	Continuing	9	2	тойлайтын,	тойлайтын	linguistic	_	_	Begin=14.51|End=15.421
10-0	SPK6002	undefined	10	2	қазір–	қазір–	linguistic	_	_	Begin=15.421|End=15.894
11-0	SPK6001	Continuing	11	3	Он	Он	linguistic	_	_	Begin=15.948
11-1	SPK6001	Continuing	11	3	алтысы,	алтысы	linguistic	_	_	End=16.55
12-0	SPK6001	Rising	12	3	вроде	вроде	linguistic	_	_	Begin=16.55
12-1	SPK6001	Rising	12	3	да?	да	linguistic	_	_	End=17.519
13-0	SPK6002	Falling	13	4	Иә.	Иә	linguistic	_	_	Begin=16.927|End=17.249
14-0	SPK6002	Continuing	14	5	Кімнің,	Кімнің	linguistic	_	_	Begin=18.29|End=18.83
15-0	SPK6002	Continuing	15	5	¬Гүлмира,	Гүлмира	linguistic	_	Anonymized=Yes	Begin=18.86|End=19.94
16-0	SPK6002	Falling	16	5	алпысқа	алпысқа	linguistic	_	_	Begin=19.98
16-1	SPK6002	Falling	16	5	келеді	келеді	linguistic	_	_	_
16-2	SPK6002	Falling	16	5	екен.	екен	linguistic	_	_	End=21.679
17-0	SPK6001	Rising	17	6	Қашан?	Қашан	linguistic	_	_	Begin=22.111|End=22.681
18-0	SPK6002	Falling	18	7	Июльдің	Июльдің	linguistic	_	_	Begin=23.09
18-1	SPK6002	Falling	18	7	алтысы	алтысы	linguistic	_	_	_
18-2	SPK6002	Falling	18	7	күні.	күні	linguistic	_	_	End=24.28
19-0	SPK6002	Continuing	19	7	Қарағандыда,	Қарағандыда	linguistic	_	_	Begin=24.28|End=25.06
20-0	SPK6002	Continuing	20	7	тойлаймыз,	тойлаймыз	linguistic	_	_	Begin=25.06|End=25.88
21-0	SPK6002	Falling	21	7	ресторанда.	ресторанда	linguistic	_	_	Begin=25.9|End=26.74
22-0	SPK6001	Rising	22	8	Да?	Да	linguistic	_	_	Begin=27.378|End=27.947
23-0	SPK6002	Falling	23	9	Мхм.	Мхм	linguistic	_	_	Begin=28.01|End=28.67
24-0	SPK6001	Rising	24	10	Маманды	Маманды	linguistic	_	_	Begin=30.44
24-1	SPK6001	Rising	24	10	шақырған	шақырған	linguistic	_	_	_
24-2	SPK6001	Rising	24	10	шығар	шығар	linguistic	_	_	_
24-3	SPK6001	Rising	24	10	да?	да	linguistic	_	_	End=31.91
25-0	SPK6002	Falling	25	11	Шақырады	Шақырады	linguistic	_	_	Begin=31.96
25-1	SPK6002	Falling	25	11	бәрін.	бәрін	linguistic	_	_	End=33.068
26-0	SPK6002	Continuing	26	12	¬Заурені	Заурені	linguistic	_	Anonymized=Yes	Begin=34.74
26-1	SPK6002	Continuing	26	12	да,	да	linguistic	_	_	End=35.426
27-0	SPK6002	Falling	27	12	бәріңді.	бәріңді	linguistic	_	_	Begin=35.426|End=36.253
28-0	SPK6002	Rising	28	13	Барасың	Барасың	linguistic	_	_	Begin=37.44
28-1	SPK6002	Rising	28	13	ба?	ба	linguistic	_	_	End=38.52
29-0	SPK6001	Rising	29	14	М?	М	linguistic	_	_	Begin=39.671|End=40.57
30-0	SPK6001	Continuing	30	15	¬Дана	Дана	linguistic	_	Anonymized=Yes	Begin=41.78
30-1	SPK6001	Continuing	30	15	ана	ана	linguistic	_	_	_
30-2	SPK6001	Continuing	30	15	жолы,	жолы	linguistic	_	_	End=42.5
31-0	SPK6001	Rising	31	15	Грузияда	Грузияда	linguistic	_	_	Begin=42.5
31-1	SPK6001	Rising	31	15	болды	болды	linguistic	_	_	_
31-2	SPK6001	Rising	31	15	ма?	ма	linguistic	_	_	End=43.718
32-0	SPK6002	Falling	32	16	Грузияға	Грузияға	linguistic	_	_	Begin=44.35
32-1	SPK6002	Falling	32	16	барған	барған	linguistic	_	_	_
32-2	SPK6002	Falling	32	16	жоқ	жоқ	linguistic	_	_	_
32-3	SPK6002	Falling	32	16	әлі.	әлі	linguistic	_	_	End=46.031
33-0	SPK6001	Rising	33	17	¬Дана?	Дана	linguistic	_	Anonymized=Yes	Begin=46.314|End=47.222
34-0	SPK6002	Falling	34	18	¬Дана	Дана	linguistic	_	Anonymized=Yes	Begin=47.09
34-1	SPK6002	Falling	34	18	барған	барған	linguistic	_	_	_
34-2	SPK6002	Falling	34	18	жоқ.	жоқ	linguistic	_	_	End=48.188
35-0	SPK6001	Falling	35	19	¬Дана	Дана	linguistic	_	Anonymized=Yes	Begin=48.22
35-1	SPK6001	Falling	35	19	барып	барып	linguistic	_	_	_
35-2	SPK6001	Falling	35	19	келді.	келді	linguistic	_	_	End=49.468
36-0	SPK6002	Rising	36	20	Қашан?	Қашан	linguistic	_	_	Begin=49.29|End=50.158
37-0	SPK6001	undefined	37	21	Осы:	Осы	linguistic	_	Prolongation=2	Begin=51.91|End=52.52
38-0	SPK6001	Continuing	38	21	бір,	бір	linguistic	_	_	Begin=52.52|End=53.01
39-0	SPK6001	Falling	39	21	бір	бір	linguistic	_	_	Begin=53.01
39-1	SPK6001	Falling	39	21	апта	апта	linguistic	_	_	_
39-2	SPK6001	Falling	39	21	болған	болған	linguistic	_	_	_
39-3	SPK6001	Falling	39	21	шығар.	шығар	linguistic	_	_	End=53.973
40-0	SPK6002	Continuing	40	22	Ааа,	Ааа	linguistic	_	_	Begin=53.989|End=54.365
41-0	SPK6002	Falling	41	22	оны	оны	linguistic	_	_	Begin=54.41
41-1	SPK6002	Falling	41	22	білмеймін.	білмеймін	linguistic	_	_	End=55.68
42-0	SPK6001	Continuing	42	23	Неден,	Неден	linguistic	_	_	Begin=55.525|End=56.14
43-0	SPK6001	undefined	43	23	Инстаграм–	Инстаграм–	linguistic	_	_	Begin=56.322|End=56.93
44-0	SPK6002	Continuing	44	24	Ол	Ол	linguistic	_	_	Begin=57.08
44-1	SPK6002	Continuing	44	24	қазір	қазір	linguistic	_	_	_
44-2	SPK6002	Continuing	44	24	жақсы,	жақсы	linguistic	_	_	End=58.603
45-0	SPK6002	Continuing	45	24	ана	ана	linguistic	_	_	Begin=59.01
45-1	SPK6002	Continuing	45	24	несін	несін	linguistic	_	_	_
45-2	SPK6002	Continuing	45	24	оқып	оқып	linguistic	_	_	_
45-3	SPK6002	Continuing	45	24	жүр,	жүр	linguistic	_	_	End=60.309
