token_id	speaker	iu_type	tu_id	span	form	type	modality	features	align
0-0	SPK6003	Continuing	0	Как	Как	linguistic			Begin=0.000
0-1	SPK6003	Continuing	0	его	его	linguistic			
0-2	SPK6003	Continuing	0	звали,	звали	linguistic			End=0.695
1-0	SPK6003	Rising	1	¬Елжан?	Елжан	linguistic		Anonymized=Yes	Begin=1.225|End=1.775
2-0	SPK6006	Falling	2	Бірнәрсе:	Бірнәрсе	linguistic		Prolongation=7	Begin=1.790
2-1	SPK6006	Falling	2	Индрайвер.	Индрайвер	linguistic			End=2.680
3-0	SPK6004	Continuing	3	Мен	Мен	linguistic			Begin=3.841
3-1	SPK6004	Continuing	3	сосын,	сосын	linguistic			End=4.386
4-0	SPK6004	Continuing	4	ээ,	ээ	linguistic			Begin=4.407|End=4.867
5-0	SPK6004	Falling	5	Тәжікстанға	Тәжікстанға	linguistic			Begin=4.872
5-1	SPK6004	Falling	5	күйеуге	күйеуге	linguistic			
5-2	SPK6004	Falling	5	шықтым	шықтым	linguistic			
5-3	SPK6004	Falling	5	ғой.	ғой	linguistic			End=6.470
6-0	SPK6003	Falling	6	Ммм.	Ммм	linguistic			Begin=7.372|End=7.822
7-0	SPK6004	Falling	7	Тәжікстанға.	Тәжікстанға	linguistic			Begin=7.826|End=8.511
8-0	SPK6003	undefined	8	Анау	Анау	linguistic			Begin=8.518
8-1	SPK6003	undefined	8	¬Ер–	Ер–	linguistic		Anonymized=Yes	End=9.298
9-0	SPK6003	undefined	9	Тәжік–	Тәжік–	linguistic			Begin=9.423|End=9.633
10-0	SPK6003	Continuing	10	Тәжікстанда,	Тәжікстанда	linguistic			Begin=9.729|End=10.435
11-0	SPK6003	Rising	11	туған	туған	linguistic			Begin=10.494
11-1	SPK6003	Rising	11	ба?	ба	linguistic			End=10.989
12-0	SPK6004	Continuing	12	Иә,	Иә	linguistic			Begin=10.496|End=10.790
13-0	SPK6004	Falling	13	иә.	иә	linguistic			Begin=11.351|End=11.551
14-0	SPK6003	Rising	14	Қалай	Қалай	linguistic			Begin=12.032
14-1	SPK6003	Rising	14	тауып	тауып	linguistic			
14-2	SPK6003	Rising	14	алдың?	алдың	linguistic			End=12.642
15-0	SPK6003	undefined	15	@@@	@@@	linguistic			Begin=12.707|End=13.237
16-0	SPK6004	Continuing	16	Осы	Осы	linguistic			Begin=13.700
16-1	SPK6004	Continuing	16	жаққа,	жаққа	linguistic			End=14.103
17-0	SPK6004	Continuing	17	Қызылордаға	Қызылордаға	linguistic			Begin=14.231
17-1	SPK6004	Continuing	17	келген	келген	linguistic			
17-2	SPK6004	Continuing	17	ғой	ғой	linguistic			
17-3	SPK6004	Continuing	17	жаңа	жаңа	linguistic			
17-4	SPK6004	Continuing	17	неге,	неге	linguistic			End=15.596
18-0	SPK6004	Falling	18	қазақ	қазақ	linguistic			Begin=17.387
18-1	SPK6004	Falling	18	қыз	қыз	linguistic			
18-2	SPK6004	Falling	18	аламын	аламын	linguistic			
18-3	SPK6004	Falling	18	деп.	деп	linguistic			End=18.260
19-0	SPK6006	Falling	19	Ммм.	Ммм	linguistic			Begin=18.992|End=19.320
20-0	SPK6003	Falling	20	Специально.	Специально	linguistic			Begin=19.165|End=19.660
21-0	SPK6004	Continuing	21	Сол,	Сол	linguistic			Begin=19.321|End=19.646
22-0	SPK6004	undefined	22	иә–	иә–	linguistic			Begin=19.781|End=20.006
23-0	SPK6004	Continuing	23	Сонымен,	Сонымен	linguistic			Begin=20.167|End=20.657
24-0	SPK6004	Continuing	24	мен,	мен	linguistic			Begin=20.937|End=21.297
25-0	SPK6004	Continuing	25	эээ,	эээ	linguistic			Begin=21.332|End=21.637
26-0	SPK6003	Rising	26	Неге?	Неге	linguistic			Begin=21.674|End=22.119
27-0	SPK6004	Rising	27	Ау?	Ау	linguistic			Begin=22.492|End=22.582
28-0	SPK6003	Rising	28	А	А	linguistic			Begin=22.605
28-1	SPK6003	Rising	28	сол	сол	linguistic			
28-2	SPK6003	Rising	28	жақта	жақта	linguistic			
28-3	SPK6003	Rising	28	қыздар	қыздар	linguistic			
28-4	SPK6003	Rising	28	ұнамады	ұнамады	linguistic			
28-5	SPK6003	Rising	28	ма	ма	linguistic			
28-6	SPK6003	Rising	28	не?	не	linguistic			End=24.422
29-0	SPK6004	Falling	29	Тәжіктен	Тәжіктен	linguistic			Begin=24.649
29-1	SPK6004	Falling	29	алма	алма	linguistic			
29-2	SPK6004	Falling	29	деген	деген	linguistic			
29-3	SPK6004	Falling	29	ғой.	ғой	linguistic			End=25.749
30-0	SPK6004	Falling	30	Қазақтан	Қазақтан	linguistic			Begin=26.538
30-1	SPK6004	Falling	30	ал	ал	linguistic			
30-2	SPK6004	Falling	30	деп.	деп	linguistic			End=27.223
31-0	SPK6003	undefined	31	COUGH	COUGH	paraverbal	_		Begin=27.621|End=28.106
32-0	SPK6003	undefined	32	COUGH	COUGH	paraverbal	_		Begin=29.409|End=30.039
33-0	SPK6003	Continuing	33	Біздің	Біздің	linguistic			Begin=30.453
33-1	SPK6003	Continuing	33	қыздар	қыздар	linguistic			
33-2	SPK6003	Continuing	33	ценятся,	ценятся	linguistic			End=31.605
34-0	SPK6003	Rising	34	да?	да	linguistic			Begin=31.605|End=31.798
