token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
0-0	SPK4010	Continuing	0	0	Теңсіздікті	Теңсіздікті	linguistic	_	_	Begin=0.02|End=0.6
1-0	SPK4010	Continuing	1	0	жоятын	жоятын	linguistic	_	_	Begin=0.6
1-1	SPK4010	Continuing	1	0	программаларды	программаларды	linguistic	_	_	End=1.88
2-0	SPK4010	Continuing	2	0	э	э	linguistic	_	_	Begin=1.88
2-1	SPK4010	Continuing	2	0	ау	ау	linguistic	_	_	End=2.47
3-0	SPK4010	Falling	3	0	ойластырып	ойластырып	linguistic	_	_	Begin=2.47
3-1	SPK4010	Falling	3	0	жатыр	жатыр	linguistic	_	_	End=3.5
4-0	SPK4010	Continuing	4	0	Себебі	Себебі	linguistic	_	_	Begin=3.72|End=4.12
5-0	SPK4010	Continuing	5	0	бір	бір	linguistic	_	_	Begin=4.38|End=4.72
6-0	SPK4010	Continuing	6	0	көптеген	көптеген	linguistic	_	_	Begin=4.75|End=6.21
7-0	SPK4010	Continuing	7	0	дамып	дамып	linguistic	_	_	Begin=6.21|End=6.84
8-0	SPK4010	Continuing	8	0	жатқан	жатқан	linguistic	_	_	Begin=6.84|End=7.43
9-0	SPK4010	Continuing	9	0	эм	эм	linguistic	_	_	Begin=7.797|End=8.338
10-0	SPK4010	Falling	10	0	елдер	елдер	linguistic	_	_	Begin=8.479|End=9.03
11-0	SPK4010	Falling	11	0	Олар	Олар	linguistic	_	_	Begin=9.08
11-1	SPK4010	Falling	11	0	көптеген	көптеген	linguistic	_	_	_
11-2	SPK4010	Falling	11	0	қиыншылықтарды	қиыншылықтарды	linguistic	_	_	_
11-3	SPK4010	Falling	11	0	көріп	көріп	linguistic	_	_	_
11-4	SPK4010	Falling	11	0	жүр	жүр	linguistic	_	_	End=11.42
12-0	SPK4010	Continuing	12	0	Осы	Осы	linguistic	_	_	Begin=11.42
12-1	SPK4010	Continuing	12	0	бағытта	бағытта	linguistic	_	_	End=12.93
13-0	SPK4010	Continuing	13	1	болашақта	болашақта	linguistic	_	_	Begin=12.93|End=13.66
14-0	SPK4010	Continuing	14	1	өзімнің	өзімнің	linguistic	_	_	Begin=13.66|End=14.47
15-0	SPK4010	Continuing	15	1	бір	бір	linguistic	_	_	Begin=15.127|End=15.835
16-0	SPK4010	Falling	16	1	үлесімді	үлесімді	linguistic	_	_	Begin=15.869
16-1	SPK4010	Falling	16	1	қосқым	қосқым	linguistic	_	_	_
16-2	SPK4010	Falling	16	1	келеді	келеді	linguistic	_	_	End=17.59
17-0	SPK4010	Continuing	17	2	Осы	Осы	linguistic	_	_	Begin=17.955|End=18.27
18-0	SPK4010	Continuing	18	2	э	э	linguistic	_	_	Begin=18.38|End=18.57
19-0	SPK4010	Continuing	19	2	азырақ	азырақ	linguistic	_	_	Begin=18.66
19-1	SPK4010	Continuing	19	2	адамдар	адамдар	linguistic	_	_	End=19.6
20-0	SPK4010	Continuing	20	2	эм	эм	linguistic	_	_	Begin=19.628|End=20.008
21-0	SPK4010	Falling	21	2	аштықтан	аштықтан	linguistic	_	_	Begin=20.04
21-1	SPK4010	Falling	21	2	қайтыс	қайтыс	linguistic	_	_	_
21-2	SPK4010	Falling	21	2	болсын	болсын	linguistic	_	_	_
21-3	SPK4010	Falling	21	2	деп	деп	linguistic	_	_	End=21.97
22-0	SPK4010	Continuing	22	3	Эм	Эм	linguistic	_	_	Begin=22.219|End=23.057
23-0	SPK4010	Continuing	23	3	емделетін	емделетін	linguistic	_	_	Begin=23.17
23-1	SPK4010	Continuing	23	3	аурулардан	аурулардан	linguistic	_	_	_
23-2	SPK4010	Continuing	23	3	қазір	қазір	linguistic	_	_	_
23-3	SPK4010	Continuing	23	3	көптеген	көптеген	linguistic	_	_	_
23-4	SPK4010	Continuing	23	3	балалар	балалар	linguistic	_	_	_
23-5	SPK4010	Continuing	23	3	эм	эм	linguistic	_	_	End=26.12
24-0	SPK4010	Continuing	24	3	қатты	қатты	linguistic	_	_	Begin=26.37
24-1	SPK4010	Continuing	24	3	зардап	зардап	linguistic	_	_	_
24-2	SPK4010	Continuing	24	3	шегіп	шегіп	linguistic	_	_	_
24-3	SPK4010	Continuing	24	3	жатыр	жатыр	linguistic	_	_	_
24-4	SPK4010	Continuing	24	3	өйткені	өйткені	linguistic	_	_	_
24-5	SPK4010	Continuing	24	3	оларда	оларда	linguistic	_	_	_
24-6	SPK4010	Continuing	24	3	бір	бір	linguistic	_	_	_
24-7	SPK4010	Continuing	24	3	вакцина	вакцина	linguistic	_	_	_
24-8	SPK4010	Continuing	24	3	жоқ	жоқ	linguistic	_	_	End=29.26
25-0	SPK4010	Continuing	25	3	немесе	немесе	linguistic	_	_	Begin=29.26
25-1	SPK4010	Continuing	25	3	олардың	олардың	linguistic	_	_	_
25-2	SPK4010	Continuing	25	3	мемлекетінде	мемлекетінде	linguistic	_	_	End=30.99
26-0	SPK4010	Continuing	26	3	эм	эм	linguistic	_	_	Begin=31.173|End=31.743
27-0	SPK4010	Continuing	27	3	осы	осы	linguistic	_	_	Begin=31.79|End=32.22
28-0	SPK4010	Continuing	28	3	көмек	көмек	linguistic	_	_	Begin=32.22
28-1	SPK4010	Continuing	28	3	беру	беру	linguistic	_	_	End=32.98
29-0	SPK4010	Continuing	29	3	бағдарламалары	бағдарламалары	linguistic	_	_	Begin=32.98|End=34.12
30-0	SPK4010	Continuing	30	3	дұрыс	дұрыс	linguistic	_	_	Begin=34.12
30-1	SPK4010	Continuing	30	3	дамымаған	дамымаған	linguistic	_	_	End=34.92
31-0	SPK4010	Continuing	31	4	сондықтан	сондықтан	linguistic	_	_	Begin=34.92|End=35.62
32-0	SPK4010	Continuing	32	4	осы	осы	linguistic	_	_	Begin=35.62|End=35.83
