token_id	speaker	iu_type	tu_id	span	form	type	modality	features	align
0-0	SPK3001	Falling	0	А.	А	linguistic			Begin=0.192|End=0.665
1-0	SPK3001	Continuing	1	Кім	Кім	linguistic			Begin=0.688
1-1	SPK3001	Continuing	1	маған	маған	linguistic			
1-2	SPK3001	Continuing	1	ақша	ақша	linguistic			
1-3	SPK3001	Continuing	1	береді,	береді	linguistic			End=1.823
2-0	SPK3001	Falling	2	айтшы.	айтшы	linguistic			Begin=1.823|End=2.347
3-0	SPK3001	Continuing	3	Мен,	Мен	linguistic			Begin=3.158|End=3.471
4-0	SPK3001	Continuing	4	бүкіл	бүкіл	linguistic			Begin=3.471
4-1	SPK3001	Continuing	4	ақшамды	ақшамды	linguistic			
4-2	SPK3001	Continuing	4	тамаққа	тамаққа	linguistic			
4-3	SPK3001	Continuing	4	жұмсаймын	жұмсаймын	linguistic			
4-4	SPK3001	Continuing	4	да,	да	linguistic			End=5.463
5-0	SPK3001	Falling	5	отырамын.	отырамын	linguistic			Begin=5.464|End=6.172
6-0	SPK3001	Continuing	6	Үш	Үш	linguistic			Begin=7.235
6-1	SPK3001	Continuing	6	күн	күн	linguistic			
6-2	SPK3001	Continuing	6	сайын	сайын	linguistic			
6-3	SPK3001	Continuing	6	барып,	барып	linguistic			End=8.434
7-0	SPK3001	Continuing	7	тиеп	тиеп	linguistic			Begin=8.434
7-1	SPK3001	Continuing	7	әкелем,	әкелем	linguistic			End=8.992
8-0	SPK3001	Falling	8	болды.	болды	linguistic			Begin=8.999|End=9.905
9-0	SPK3001	Continuing	9	Біз	Біз	linguistic			Begin=10.528
9-1	SPK3001	Continuing	9	ауылдан	ауылдан	linguistic			
9-2	SPK3001	Continuing	9	тұрғаннан	тұрғаннан	linguistic			
9-3	SPK3001	Continuing	9	кейін,	кейін	linguistic			End=11.927
10-0	SPK3001	Continuing	10	все	все	linguistic			Begin=11.927
10-1	SPK3001	Continuing	10	покупаем,	покупаем	linguistic			End=12.731
11-0	SPK3001	Falling	11	бәрін.	бәрін	linguistic			Begin=12.739|End=13.159
12-0	SPK3001	Falling	12	Кроме	Кроме	linguistic			Begin=13.586
12-1	SPK3001	Falling	12	мяса.	мяса	linguistic			End=15.058
13-0	SPK3001	Falling	13	Қалғанның	Қалғанның	linguistic			Begin=15.407
13-1	SPK3001	Falling	13	бәрін	бәрін	linguistic			
13-2	SPK3001	Falling	13	покупаем.	покупаем	linguistic			End=17.163
14-0	SPK3001	Continuing	14	Қалғат	Қалғат	linguistic			Begin=20.838
14-1	SPK3001	Continuing	14	кет-,	кет	linguistic		Interrupted=Yes	End=21.947
15-0	SPK3001	Continuing	15	кет-,	кет	linguistic		Interrupted=Yes	Begin=22.049|End=22.911
16-0	SPK3001	Continuing	16	кім	кім	linguistic			Begin=22.911
16-1	SPK3001	Continuing	16	келмейді	келмейді	linguistic			
16-2	SPK3001	Continuing	16	менің,	менің	linguistic			End=24.018
17-0	SPK3001	Continuing	17	вообще	вообще	linguistic			Begin=24.031
17-1	SPK3001	Continuing	17	қалада	қалада	linguistic			
17-2	SPK3001	Continuing	17	мен	мен	linguistic			
17-3	SPK3001	Continuing	17	даже,	даже	linguistic			End=25.572
18-0	SPK3001	Continuing	18	курсқа	курсқа	linguistic			Begin=25.572
18-1	SPK3001	Continuing	18	барсам,	барсам	linguistic			End=26.405
19-0	SPK3001	Falling	19	әзер	әзер	linguistic			Begin=26.405
19-1	SPK3001	Falling	19	жүремін	жүремін	linguistic			
19-2	SPK3001	Falling	19	ғой.	ғой	linguistic			End=27.499
20-0	SPK3001	Continuing	20	Те:з,	Тез	linguistic		Prolongation=1	Begin=27.725|End=28.616
21-0	SPK0014	Falling	21	Ой.	Ой	linguistic			Begin=28.231|End=28.958
22-0	SPK3001	Falling	22	кеткім	кеткім	linguistic			Begin=28.616
22-1	SPK3001	Falling	22	келіп.	келіп	linguistic			End=29.364
23-0	SPK0014	Falling	23	Үйреніп	Үйреніп	linguistic			Begin=29.086
23-1	SPK0014	Falling	23	аласыз	аласыз	linguistic			
23-2	SPK0014	Falling	23	сіз.	сіз	linguistic			End=30.470
24-0	SPK0014	Falling	24	¬Моншақ	Моншақ	linguistic		Anonymized=Yes	Begin=30.637
24-1	SPK0014	Falling	24	апай	апай	linguistic			
24-2	SPK0014	Falling	24	секілді.	секілді	linguistic			End=31.917
25-0	SPK0014	Continuing	25	¬Моншақ	Моншақ	linguistic		Anonymized=Yes	Begin=34.151
25-1	SPK0014	Continuing	25	апай,	апай	linguistic			End=34.803
26-0	SPK0014	Falling	26	өзі	өзі	linguistic			Begin=34.803
26-1	SPK0014	Falling	26	айтады	айтады	linguistic			
26-2	SPK0014	Falling	26	ғой	ғой	linguistic			
26-3	SPK0014	Falling	26	қазір.	қазір	linguistic			End=35.721
27-0	SPK0014	Continuing	27	Ауылдан	Ауылдан	linguistic			Begin=35.876
27-1	SPK0014	Continuing	27	қарағанда,	қарағанда	linguistic			End=37.492
28-0	SPK3001	Falling	28	Ее.	Ее	linguistic			Begin=36.421|End=37.208
29-0	SPK0014	Falling	29	қала	қала	linguistic			Begin=37.498
29-1	SPK0014	Falling	29	рақат	рақат	linguistic			
29-2	SPK0014	Falling	29	екен	екен	linguistic			
29-3	SPK0014	Falling	29	деп.	деп	linguistic			End=39.354
30-0	SPK0014	Falling	30	Өзі.	Өзі	linguistic			Begin=39.725|End=40.310
31-0	SPK3001	Falling	31	Мхм.	Мхм	linguistic			Begin=39.884|End=40.833
32-0	SPK0014	Continuing	32	Квартирада,	Квартирада	linguistic			Begin=40.485|End=41.004
33-0	SPK0014	Falling	33	рақат	рақат	linguistic			Begin=41.004
33-1	SPK0014	Falling	33	емес	емес	linguistic			
33-2	SPK0014	Falling	33	пе	пе	linguistic			
33-3	SPK0014	Falling	33	деп.	деп	linguistic			End=42.133
34-0	SPK3001	Falling	34	Ее.	Ее	linguistic			Begin=42.225|End=42.963
35-0	SPK0014	Continuing	35	Сіз	Сіз	linguistic			Begin=42.670
35-1	SPK0014	Continuing	35	білесіз	білесіз	linguistic			
35-2	SPK0014	Continuing	35	бе,	бе	linguistic			End=43.246
36-0	SPK0014	Continuing	36	үйлер	үйлер	linguistic			Begin=43.246
36-1	SPK0014	Continuing	36	(TSK),	(TSK)	_			End=43.892
37-0	SPK0014	Continuing	37	екі	екі	linguistic			Begin=43.910
37-1	SPK0014	Continuing	37	комната,	комната	linguistic			End=44.384
38-0	SPK0014	Continuing	38	үш	үш	linguistic			Begin=44.384
38-1	SPK0014	Continuing	38	комнаталық	комнаталық	linguistic			
38-2	SPK0014	Continuing	38	квартира	квартира	linguistic			
38-3	SPK0014	Continuing	38	алып	алып	linguistic			
38-4	SPK0014	Continuing	38	алсаңыз,	алсаңыз	linguistic			End=45.457
39-0	SPK0014	Rising	39	допустим	допустим	linguistic			Begin=45.457
39-1	SPK0014	Rising	39	иә?	иә	linguistic			End=46.187
40-0	SPK3001	Falling	40	Мхм.	Мхм	linguistic			Begin=46.567|End=47.146
41-0	SPK0014	Continuing	41	Сол	Сол	linguistic			Begin=46.980
41-1	SPK0014	Continuing	41	жерді	жерді	linguistic			
41-2	SPK0014	Continuing	41	бар	бар	linguistic			
41-3	SPK0014	Continuing	41	ғой,	ғой	linguistic			End=48.184
42-0	SPK0014	Continuing	42	жуған,	жуған	linguistic			Begin=48.249|End=49.050
43-0	SPK0014	Falling	43	түк	түк	linguistic			Begin=49.050
43-1	SPK0014	Falling	43	емес	емес	linguistic			
43-2	SPK0014	Falling	43	қой.	қой	linguistic			End=49.977
44-0	SPK3001	Continuing	44	Жоқ	Жоқ	linguistic			Begin=50.449
44-1	SPK3001	Continuing	44	мен,	мен	linguistic			End=50.979
45-0	SPK0014	Continuing	45	И	И	linguistic			Begin=50.857
45-1	SPK0014	Continuing	45	жоқ,	жоқ	linguistic			End=51.226
46-0	SPK3001	Continuing	46	мен	мен	linguistic			Begin=51.140
46-1	SPK3001	Continuing	46	жуғанға,	жуғанға	linguistic			End=52.398
47-0	SPK0014	Rising	47	жуып	жуып	linguistic			Begin=51.563
47-1	SPK0014	Rising	47	аласыз	аласыз	linguistic			
47-2	SPK0014	Rising	47	иә?	иә	linguistic			End=52.721
48-0	SPK3001	Continuing	48	қ##-,	қ##	linguistic		Interrupted=Yes	Begin=52.398|End=52.778
49-0	SPK3001	Falling	49	қиналмаймын	қиналмаймын	linguistic			Begin=52.778
49-1	SPK3001	Falling	49	мен.	мен	linguistic			End=53.934
50-0	SPK0014	Falling	50	Жоқ	Жоқ	linguistic			Begin=53.152
50-1	SPK0014	Falling	50	жоқ.	жоқ	linguistic			End=53.679
51-0	SPK0014	Continuing	51	Жуып	Жуып	linguistic			Begin=53.679
51-1	SPK0014	Continuing	51	аласыз	аласыз	linguistic			
51-2	SPK0014	Continuing	51	да,	да	linguistic			End=54.633
52-0	SPK0014	Continuing	52	Отырасыз,	Отырасыз	linguistic			Begin=54.761|End=55.259
53-0	SPK0014	Continuing	53	бітті	бітті	linguistic			Begin=55.259
53-1	SPK0014	Continuing	53	сіздің,	сіздің	linguistic			End=55.929
54-0	SPK0014	Continuing	54	сізде,	сізде	linguistic			Begin=55.929|End=56.460
55-0	SPK0014	Interrupted	55	появляется	появляется	linguistic			Begin=56.460
55-1	SPK0014	Interrupted	55	знаете—	знаете	linguistic		Interrupted=Yes	End=57.544
56-0	SPK0014	Falling	56	знаете	знаете	linguistic			Begin=57.544
56-1	SPK0014	Falling	56	что.	что	linguistic			End=58.280
57-0	SPK3001	Falling	57	Больше	Больше	linguistic			Begin=58.628
57-1	SPK3001	Falling	57	времени.	времени	linguistic			End=59.629
58-0	SPK0014	Falling	58	Больше	Больше	linguistic			Begin=59.392
58-1	SPK0014	Falling	58	времени.	времени	linguistic			End=60.248
59-0	SPK3001	Continuing	59	На	На	linguistic			Begin=60.391
59-1	SPK3001	Continuing	59	уход,	уход	linguistic			End=61.044
60-0	SPK0014	Falling	60	Мм.	Мм	linguistic			Begin=60.641|End=60.855
61-0	SPK0014	Continuing	61	На	На	linguistic			Begin=60.855
61-1	SPK0014	Continuing	61	уход,	уход	linguistic			End=61.529
62-0	SPK3001	Falling	62	на	на	linguistic			Begin=61.044
62-1	SPK3001	Falling	62	себя.	себя	linguistic			End=61.668
63-0	SPK0014	Rising	63	на	на	linguistic			Begin=61.529
63-1	SPK0014	Rising	63	себя?	себя	linguistic			End=62.316
64-0	SPK3001	Falling	64	Мхм.	Мхм	linguistic			Begin=61.672|End=62.481
65-0	SPK0014	Falling	65	На	На	linguistic			Begin=63.019
65-1	SPK0014	Falling	65	детей.	детей	linguistic			End=63.816
66-0	SPK3001	Continuing	66	Ой,	Ой	linguistic			Begin=64.233|End=64.863
67-0	SPK3001	Falling	67	на	на	linguistic			Begin=64.863
67-1	SPK3001	Falling	67	детей	детей	linguistic			
67-2	SPK3001	Falling	67	мен	мен	linguistic			
67-3	SPK3001	Falling	67	и	и	linguistic			
67-4	SPK3001	Falling	67	так	так	linguistic			
67-5	SPK3001	Falling	67	қарап	қарап	linguistic			
67-6	SPK3001	Falling	67	отырмын.	отырмын	linguistic			End=66.565
68-0	SPK3001	Continuing	68	Вот,	Вот	linguistic			Begin=66.887|End=67.213
69-0	SPK0014	Continuing	69	Жоқ	Жоқ	linguistic			Begin=66.998
69-1	SPK0014	Continuing	69	анандай,	анандай	linguistic			End=67.702
70-0	SPK3001	Continuing	70	мендей	мендей	linguistic			Begin=67.213
70-1	SPK3001	Continuing	70	қараған	қараған	linguistic			
70-2	SPK3001	Continuing	70	ешкім	ешкім	linguistic			
70-3	SPK3001	Continuing	70	жоқ,	жоқ	linguistic			End=68.439
71-0	SPK0014	Continuing	71	бүйтіп,	бүйтіп	linguistic			Begin=68.257|End=68.529
72-0	SPK3001	Falling	72	балаларына.	балаларына	linguistic			Begin=68.439|End=69.683
73-0	SPK0014	Continuing	73	қасыңызда	қасыңызда	linguistic			Begin=68.531
73-1	SPK0014	Continuing	73	отырып,	отырып	linguistic			End=69.710
74-0	SPK0014	Falling	74	бүйтіп.	бүйтіп	linguistic			Begin=69.710|End=70.023
75-0	SPK0014	Continuing	75	Ал	Ал	linguistic			Begin=70.201
75-1	SPK0014	Continuing	75	мына	мына	linguistic			
75-2	SPK0014	Continuing	75	жақта	жақта	linguistic			
75-3	SPK0014	Continuing	75	сізде,	сізде	linguistic			End=71.358
76-0	SPK0014	Falling	76	жұмыс	жұмыс	linguistic			Begin=71.371
76-1	SPK0014	Falling	76	қой.	қой	linguistic			End=72.122
77-0	SPK0014	Continuing	77	Ары	Ары	linguistic			Begin=72.760
77-1	SPK0014	Continuing	77	бері,	бері	linguistic			End=73.221
78-0	SPK0014	Falling	78	ары	ары	linguistic			Begin=73.221
78-1	SPK0014	Falling	78	бері.	бері	linguistic			End=73.792
79-0	SPK3001	Falling	79	Ойба:й.	Ойбай	linguistic		Prolongation=3	Begin=73.678|End=75.088
80-0	SPK0014	Continuing	80	То	То	linguistic			Begin=73.870
80-1	SPK0014	Continuing	80	мынау,	мынау	linguistic			End=74.423
81-0	SPK0014	Falling	81	то	то	linguistic			Begin=74.439
81-1	SPK0014	Falling	81	анау	анау	linguistic			
81-2	SPK0014	Falling	81	@.	@	linguistic			End=75.152
82-0	SPK0014	Falling	82	Ужас	Ужас	linguistic			Begin=75.324
82-1	SPK0014	Falling	82	(TSK).	(TSK)	_			End=75.949
83-0	SPK0014	Continuing	83	Жоқ,	Жоқ	linguistic			Begin=75.961|End=76.297
84-0	SPK0014	Continuing	84	потому	потому	linguistic			Begin=76.303
84-1	SPK0014	Continuing	84	что	что	linguistic			
84-2	SPK0014	Continuing	84	знаете,	знаете	linguistic			End=76.921
85-0	SPK0014	Falling	85	сізде	сізде	linguistic			Begin=76.921
85-1	SPK0014	Falling	85	мына	мына	linguistic			
85-2	SPK0014	Falling	85	жақта	жақта	linguistic			
85-3	SPK0014	Falling	85	неге	неге	linguistic			
85-4	SPK0014	Falling	85	көп	көп	linguistic			
85-5	SPK0014	Falling	85	жұмыс.	жұмыс	linguistic			End=78.313
86-0	SPK0014	Falling	86	Потому	Потому	linguistic			Begin=78.333
86-1	SPK0014	Falling	86	что	что	linguistic			
86-2	SPK0014	Falling	86	сізде	сізде	linguistic			
86-3	SPK0014	Falling	86	адам	адам	linguistic			
86-4	SPK0014	Falling	86	көп	көп	linguistic			
86-5	SPK0014	Falling	86	те	те	linguistic			
86-6	SPK0014	Falling	86	үйде.	үйде	linguistic			End=79.961
87-0	SPK3001	Falling	87	Мхм.	Мхм	linguistic			Begin=79.303|End=80.175
88-0	SPK0014	Continuing	88	Бала	Бала	linguistic			Begin=80.742
88-1	SPK0014	Continuing	88	көп,	көп	linguistic			End=81.301
89-0	SPK0014	Falling	89	оған	оған	linguistic			Begin=81.366
89-1	SPK0014	Falling	89	тамақ	тамақ	linguistic			
89-2	SPK0014	Falling	89	беру	беру	linguistic			
89-3	SPK0014	Falling	89	керек.	керек	linguistic			End=82.393
90-0	SPK0014	Falling	90	Тамағын	Тамағын	linguistic			Begin=82.440
90-1	SPK0014	Falling	90	пісіру	пісіру	linguistic			
90-2	SPK0014	Falling	90	керек.	керек	linguistic			End=83.441
91-0	SPK0014	Continuing	91	Естественно	Естественно	linguistic			Begin=83.474
91-1	SPK0014	Continuing	91	бала,	бала	linguistic			End=84.449
92-0	SPK0014	Continuing	92	адам	адам	linguistic			Begin=84.455
92-1	SPK0014	Continuing	92	көп	көп	linguistic			
92-2	SPK0014	Continuing	92	болғандықтан,	болғандықтан	linguistic			End=85.216
93-0	SPK0014	Falling	93	тамақ	тамақ	linguistic			Begin=85.216
93-1	SPK0014	Falling	93	көп	көп	linguistic			
93-2	SPK0014	Falling	93	пісіру	пісіру	linguistic			
93-3	SPK0014	Falling	93	керек	керек	linguistic			
93-4	SPK0014	Falling	93	қой.	қой	linguistic			End=86.691
94-0	SPK3001	Continuing	94	Мм,	Мм	linguistic			Begin=86.121|End=86.500
95-0	SPK3001	Falling	95	конечно.	конечно	linguistic			Begin=86.500|End=87.246
96-0	SPK0014	Falling	96	Тамақ	Тамақ	linguistic			Begin=86.691
96-1	SPK0014	Falling	96	кетеді.	кетеді	linguistic			End=87.398
97-0	SPK0014	Continuing	97	Оны,	Оны	linguistic			Begin=87.398|End=88.111
98-0	SPK0014	Continuing	98	еще	еще	linguistic			Begin=88.530
98-1	SPK0014	Continuing	98	сізде,	сізде	linguistic			End=89.017
99-0	SPK0014	Continuing	99	еще,	еще	linguistic			Begin=89.017|End=89.359
100-0	SPK0014	Falling	100	әртүрлі	әртүрлі	linguistic			Begin=89.359
100-1	SPK0014	Falling	100	тамақ	тамақ	linguistic			
100-2	SPK0014	Falling	100	жеу	жеу	linguistic			
100-3	SPK0014	Falling	100	керек.	керек	linguistic			End=90.854
101-0	SPK0014	Falling	101	Үйде	Үйде	linguistic			Begin=90.929
101-1	SPK0014	Falling	101	неше	неше	linguistic			
101-2	SPK0014	Falling	101	түрлін	түрлін	linguistic			
101-3	SPK0014	Falling	101	пісіресіз	пісіресіз	linguistic			
101-4	SPK0014	Falling	101	сіз.	сіз	linguistic			End=92.552
102-0	SPK3001	Continuing	102	Жалығып	Жалығып	linguistic			Begin=94.074
102-1	SPK3001	Continuing	102	кеттім,	кеттім	linguistic			End=95.309
103-0	SPK3001	Falling	103	мен	мен	linguistic			Begin=95.309
103-1	SPK3001	Falling	103	уже.	уже	linguistic			End=95.921
104-0	SPK0014	Falling	104	Конечно.	Конечно	linguistic			Begin=96.060|End=96.748
105-0	SPK0014	Continuing	105	Жалықпағанда,	Жалықпағанда	linguistic			Begin=96.762|End=97.590
106-0	SPK0014	Falling	106	¬Баян	Баян	linguistic		Anonymized=Yes	Begin=97.590
106-1	SPK0014	Falling	106	апай.	апай	linguistic			End=98.311
107-0	SPK3001	Falling	107	Еще	Еще	linguistic			Begin=99.127
107-1	SPK3001	Falling	107	аяғым	аяғым	linguistic			
107-2	SPK3001	Falling	107	ауырады.	ауырады	linguistic			End=100.764
108-0	SPK3001	Continuing	108	Мен,	Мен	linguistic			Begin=101.091|End=101.378
109-0	SPK3001	Continuing	109	вообще,	вообще	linguistic			Begin=101.378|End=101.793
110-0	SPK3001	Falling	110	непоседа	непоседа	linguistic			Begin=101.793
110-1	SPK3001	Falling	110	емеспін	емеспін	linguistic			
110-2	SPK3001	Falling	110	бе.	бе	linguistic			End=102.957
111-0	SPK3001	Continuing	111	Мен,	Мен	linguistic			Begin=102.962|End=103.377
112-0	SPK3001	Falling	112	слишком	слишком	linguistic			Begin=103.436
112-1	SPK3001	Falling	112	көп	көп	linguistic			
112-2	SPK3001	Falling	112	нагрузка	нагрузка	linguistic			
112-3	SPK3001	Falling	112	менде.	менде	linguistic			End=105.313
113-0	SPK3001	Falling	113	Мен	Мен	linguistic			Begin=107.632
113-1	SPK3001	Falling	113	өзім	өзім	linguistic			
113-2	SPK3001	Falling	113	непоседамын.	непоседамын	linguistic			End=109.207
114-0	SPK3001	Falling	114	Менде	Менде	linguistic			Begin=109.632
114-1	SPK3001	Falling	114	бәрі	бәрі	linguistic			
114-2	SPK3001	Falling	114	жер	жер	linguistic			
114-3	SPK3001	Falling	114	таза	таза	linguistic			
114-4	SPK3001	Falling	114	тұру	тұру	linguistic			
114-5	SPK3001	Falling	114	керек.	керек	linguistic			End=111.260
115-0	SPK3001	Continuing	115	Бір	Бір	linguistic			Begin=111.260
115-1	SPK3001	Continuing	115	жер	жер	linguistic			
115-2	SPK3001	Continuing	115	нетсең,	нетсең	linguistic			End=111.930
116-0	SPK3001	Falling	116	менің	менің	linguistic			Begin=111.930
116-1	SPK3001	Falling	116	нервым	нервым	linguistic			
116-2	SPK3001	Falling	116	ауырады	ауырады	linguistic			
116-3	SPK3001	Falling	116	ғой.	ғой	linguistic			End=113.196
117-0	SPK3001	Falling	117	Ертең	Ертең	linguistic			Begin=119.371
117-1	SPK3001	Falling	117	таңертеңнен	таңертеңнен	linguistic			
117-2	SPK3001	Falling	117	бастап	бастап	linguistic			
117-3	SPK3001	Falling	117	жұмыс.	жұмыс	linguistic			End=121.481
118-0	SPK3001	Continuing	118	Жетіден	Жетіден	linguistic			Begin=121.518
118-1	SPK3001	Continuing	118	бастап,	бастап	linguistic			End=122.247
119-0	SPK3001	Falling	119	он	он	linguistic			Begin=122.257
119-1	SPK3001	Falling	119	бірге	бірге	linguistic			
119-2	SPK3001	Falling	119	дейін.	дейін	linguistic			End=123.161
120-0	SPK0027	Continuing	120	Өй,	Өй	linguistic			Begin=128.528|End=128.906
121-0	SPK0027	Continuing	121	апаларың,	апаларың	linguistic			Begin=128.910|End=129.388
122-0	SPK0027	Falling	122	звандамаған	звандамаған	linguistic			Begin=129.388
122-1	SPK0027	Falling	122	жоқ	жоқ	linguistic			
122-2	SPK0027	Falling	122	па.	па	linguistic			End=130.861
123-0	SPK3001	Continuing	123	Ана	Ана	linguistic			Begin=132.651
123-1	SPK3001	Continuing	123	сен,	сен	linguistic			End=133.424
124-0	SPK3001	Rising	124	несі	несі	linguistic			Begin=133.450
124-1	SPK3001	Rising	124	қайда	қайда	linguistic			
124-2	SPK3001	Rising	124	ей?	ей	linguistic			End=134.365
125-0	SPK3001	Falling	125	Қайда	Қайда	linguistic			Begin=134.462
125-1	SPK3001	Falling	125	тастап	тастап	linguistic			
125-2	SPK3001	Falling	125	кетіппін	кетіппін	linguistic			
125-3	SPK3001	Falling	125	мен.	мен	linguistic			End=136.003
126-0	SPK3001	Continuing	126	Әкел,	Әкел	linguistic			Begin=136.025|End=136.522
127-0	SPK3001	Rising	127	көтерме	көтерме	linguistic			Begin=136.524
127-1	SPK3001	Rising	127	оны?	оны	linguistic			End=137.374
128-0	SPK3001	Falling	128	Қоя	Қоя	linguistic			Begin=137.731
128-1	SPK3001	Falling	128	берейін.	берейін	linguistic			End=138.573
129-0	SPK0027	Continuing	129	Сен,	Сен	linguistic			Begin=138.906|End=139.254
130-0	SPK0027	Falling	130	жіберген	жіберген	linguistic			Begin=139.276
130-1	SPK0027	Falling	130	жоқсың	жоқсың	linguistic			
130-2	SPK0027	Falling	130	ғой	ғой	linguistic			
130-3	SPK0027	Falling	130	сен.	сен	linguistic			End=140.471
131-0	SPK3001	Falling	131	Әкел.	Әкел	linguistic			Begin=140.457|End=141.161
132-0	SPK3001	Rising	132	Әкел?	Әкел	linguistic			Begin=141.412|End=141.892
133-0	SPK3001	Falling	133	кім	кім	linguistic			Begin=141.892
133-1	SPK3001	Falling	133	¬Назгүл.	Назгүл	linguistic		Anonymized=Yes	End=142.944
134-0	SPK0027	Falling	134	Жүре	Жүре	linguistic			Begin=143.726
134-1	SPK0027	Falling	134	берсін.	берсін	linguistic			End=144.901
135-0	SPK3001	Falling	135	Немене	Немене	linguistic			Begin=143.869
135-1	SPK3001	Falling	135	немене.	немене	linguistic			End=144.871
136-0	SPK3001	Falling	136	Немене.	Немене	linguistic			Begin=144.930|End=145.423
137-0	SPK3001	Continuing	137	###,	###	unknown			Begin=145.423|End=145.815
138-0	SPK3001	Falling	138	###.	###	unknown			Begin=145.815|End=146.186
139-0	SPK0027	Falling	139	Жай.	Жай	linguistic			Begin=146.084|End=146.721
140-0	SPK0032	Falling	140	Мына	Мына	linguistic			Begin=147.504
140-1	SPK0032	Falling	140	екеуі	екеуі	linguistic			
140-2	SPK0032	Falling	140	дос	дос	linguistic			
140-3	SPK0032	Falling	140	болып	болып	linguistic			
140-4	SPK0032	Falling	140	алыпты	алыпты	linguistic			
140-5	SPK0032	Falling	140	ей.	ей	linguistic			End=148.932
141-0	SPK3001	Falling	141	Иә.	Иә	linguistic			Begin=148.805|End=149.330
142-0	SPK0032	undefined	142	@@@@	@@@@	linguistic			Begin=148.932|End=149.706
143-0	SPK0027	Falling	143	Подружка	Подружка	linguistic			Begin=149.451
143-1	SPK0027	Falling	143	болып	болып	linguistic			
143-2	SPK0027	Falling	143	###.	###	unknown			End=150.811
144-0	SPK3001	undefined	144	CLEARS_THROAT	CLEARS_THROAT	paraverbal	_		Begin=150.159|End=150.913
145-0	SPK0032	undefined	145	EXPRESSES_VERBAL_AFFECTION_TO_THE_CHILD	EXPRESSES_VERBAL_AFFECTION_TO_THE_CHILD	paraverbal	_		Begin=150.212|End=151.258
146-0	SPK3001	Continuing	146	Ұрсып	Ұрсып	linguistic			Begin=150.972
146-1	SPK3001	Continuing	146	ұрсып,	ұрсып	linguistic			End=151.563
147-0	SPK3001	Rising	147	подружка	подружка	linguistic			Begin=151.563
147-1	SPK3001	Rising	147	болып	болып	linguistic			
147-2	SPK3001	Rising	147	алдыңдар	алдыңдар	linguistic			
147-3	SPK3001	Rising	147	ма?	ма	linguistic			End=152.699
148-0	SPK0027	Falling	148	Королева.	Королева	linguistic			Begin=152.205|End=153.342
149-0	SPK3001	Continuing	149	Бірақ	Бірақ	linguistic			Begin=152.782
149-1	SPK3001	Continuing	149	қаб###,	қаб###	linguistic			End=153.670
150-0	SPK0032	Rising	150	Бәтіңкесі	Бәтіңкесі	linguistic			Begin=153.223
150-1	SPK0032	Rising	150	қайда	қайда	linguistic			
150-2	SPK0032	Rising	150	мынаның?	мынаның	linguistic			End=154.704
151-0	SPK3001	Rising	151	қабағын	қабағын	linguistic			Begin=153.672
151-1	SPK3001	Rising	151	қарашы?	қарашы	linguistic			End=154.778
152-0	SPK3001	Continuing	152	Ананың,	Ананың	linguistic			Begin=155.398|End=156.292
153-0	SPK3001	Rising	153	очкиім	очкиім	linguistic			Begin=156.634
153-1	SPK3001	Rising	153	қайда?	қайда	linguistic			End=157.556
154-0	SPK0027	Continuing	154	Қабағы,	Қабағы	linguistic			Begin=157.101|End=157.426
155-0	SPK0027	Falling	155	менің	менің	linguistic			Begin=157.426
155-1	SPK0027	Falling	155	қабағым	қабағым	linguistic			
155-2	SPK0027	Falling	155	сияқты	сияқты	linguistic			
155-3	SPK0027	Falling	155	екен.	екен	linguistic			End=158.867
156-0	SPK3001	Falling	156	Очкиімді	Очкиімді	linguistic			Begin=159.006
156-1	SPK3001	Falling	156	әкел.	әкел	linguistic			End=160.371
157-0	SPK0027	Falling	157	Бір	Бір	linguistic			Begin=159.880
157-1	SPK0027	Falling	157	нәрсесі	нәрсесі	linguistic			
157-2	SPK0027	Falling	157	ұқсайды.	ұқсайды	linguistic			End=160.922
158-0	SPK0027	Continuing	158	Сөйтсем,	Сөйтсем	linguistic			Begin=160.922|End=161.364
159-0	SPK3001	Falling	159	Еее.	Еее	linguistic			Begin=160.975|End=161.382
160-0	SPK0027	Falling	160	қабағы	қабағы	linguistic			Begin=161.364
160-1	SPK0027	Falling	160	ұқсайды	ұқсайды	linguistic			
160-2	SPK0027	Falling	160	екен	екен	linguistic			
160-3	SPK0027	Falling	160	маған.	маған	linguistic			End=162.600
161-0	SPK3001	undefined	161	@@@@	@@@@	linguistic			Begin=161.526|End=162.774
162-0	SPK0014	undefined	162	@@@	@@@	linguistic			Begin=164.239|End=165.023
163-0	SPK0014	undefined	163	@	@	linguistic			Begin=165.026|End=165.419
