token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
0-0	SPK0030	Rising	0	0	Біз	Біз	linguistic	_	_	Begin=1.79
0-1	SPK0030	Rising	0	0	киноға	киноға	linguistic	_	_	_
0-2	SPK0030	Rising	0	0	қай	қай	linguistic	_	_	_
0-3	SPK0030	Rising	0	0	күні	күні	linguistic	_	_	_
0-4	SPK0030	Rising	0	0	бардық	бардық	linguistic	_	_	End=3.35
1-0	SPK0029	Falling	1	1	Алдыңғы	Алдыңғы	linguistic	_	_	Begin=3.521
1-1	SPK0029	Falling	1	1	күні	күні	linguistic	_	_	_
1-2	SPK0029	Falling	1	1	барғанбыз	барғанбыз	linguistic	_	_	End=4.714
2-0	SPK0030	Falling	2	2	Алдыңғы	Алдыңғы	linguistic	_	_	Begin=4.72
2-1	SPK0030	Falling	2	2	күні	күні	linguistic	_	_	_
2-2	SPK0030	Falling	2	2	ма	ма	linguistic	_	_	_
2-3	SPK0030	Falling	2	2	екі	екі	linguistic	_	_	_
2-4	SPK0030	Falling	2	2	күн	күн	linguistic	_	_	_
2-5	SPK0030	Falling	2	2	бұрын	бұрын	linguistic	_	_	_
2-6	SPK0030	Falling	2	2	бардық	бардық	linguistic	_	_	_
2-7	SPK0030	Falling	2	2	где-то	где-то	linguistic	_	_	_
2-8	SPK0030	Falling	2	2	так	так	linguistic	_	_	End=6.276
3-0	SPK0030	Continuing	3	3	Черная	Черная	linguistic	_	_	Begin=6.965
3-1	SPK0030	Continuing	3	3	Вдоваға	Вдоваға	linguistic	_	_	End=7.563
4-0	SPK0030	Continuing	4	3	сен	сен	linguistic	_	_	Begin=7.563
4-1	SPK0030	Continuing	4	3	бірінші	бірінші	linguistic	_	_	_
4-2	SPK0030	Continuing	4	3	рет	рет	linguistic	_	_	_
4-3	SPK0030	Continuing	4	3	бардың	бардың	linguistic	_	_	_
4-4	SPK0030	Continuing	4	3	ба	ба	linguistic	_	_	End=8.09
5-0	SPK0030	Rising	5	3	Марвелға	Марвелға	linguistic	_	_	Begin=8.09
5-1	SPK0030	Rising	5	3	или	или	linguistic	_	_	_
5-2	SPK0030	Rising	5	3	как	как	linguistic	_	_	End=9.757
6-0	SPK0029	Continuing	6	4	Жоқ	Жоқ	linguistic	_	_	Begin=10.066
6-1	SPK0029	Continuing	6	4	Марвелды	Марвелды	linguistic	_	_	End=10.58
7-0	SPK0029	Continuing	7	4	негізі	негізі	linguistic	_	_	Begin=10.58
7-1	SPK0029	Continuing	7	4	көремін	көремін	linguistic	_	_	_
7-2	SPK0029	Continuing	7	4	ғой	ғой	linguistic	_	_	End=11.795
8-0	SPK0029	Continuing	8	4	просто	просто	linguistic	_	_	Begin=12.046|End=12.577
9-0	SPK0029	undefined	9	4	Черная	Черная	linguistic	_	_	Begin=12.77
9-1	SPK0029	undefined	9	4	Вдова:	Вдова	linguistic	_	Prolongation=4	End=13.996
10-0	SPK0029	Falling	10	4	қатты	қатты	linguistic	_	_	Begin=14.223
10-1	SPK0029	Falling	10	4	қызықпадым	қызықпадым	linguistic	_	_	End=15.133
11-0	SPK0030	Falling	11	5	Қызыққан	Қызыққан	linguistic	_	_	Begin=15.69|End=16.281
12-0	SPK0030	Continuing	12	6	Негізі	Негізі	linguistic	_	_	Begin=16.281
12-1	SPK0030	Continuing	12	6	бар	бар	linguistic	_	_	_
12-2	SPK0030	Continuing	12	6	ғой,	ғой	linguistic	_	_	End=17.126
13-0	SPK0030	Continuing	13	6	Романов	Романов	linguistic	_	_	Begin=17.126
13-1	SPK0030	Continuing	13	6	бар	бар	linguistic	_	_	_
13-2	SPK0030	Continuing	13	6	ғой,	ғой	linguistic	_	_	End=18.225
14-0	SPK0030	Continuing	14	6	өліп	өліп	linguistic	_	_	Begin=19.0
14-1	SPK0030	Continuing	14	6	қалған	қалған	linguistic	_	_	_
14-2	SPK0030	Continuing	14	6	кезде	кезде	linguistic	_	_	End=20.59
15-0	SPK0030	Continuing	15	6	ол,	ол	linguistic	_	_	Begin=20.59|End=20.872
16-0	SPK0030	Continuing	16	6	уже,	уже	linguistic	_	_	Begin=20.9|End=21.39
17-0	SPK0030	Continuing	17	6	мен	мен	linguistic	_	_	Begin=21.84
17-1	SPK0030	Continuing	17	6	уже	уже	linguistic	_	_	_
17-2	SPK0030	Continuing	17	6	ұмытып	ұмытып	linguistic	_	_	_
17-3	SPK0030	Continuing	17	6	қалыппын	қалыппын	linguistic	_	_	_
17-4	SPK0030	Continuing	17	6	бар	бар	linguistic	_	_	_
17-5	SPK0030	Continuing	17	6	ғой	ғой	linguistic	_	_	_
17-6	SPK0030	Continuing	17	6	кинодан	кинодан	linguistic	_	_	End=23.27
18-0	SPK0030	Continuing	18	6	бірақ	бірақ	linguistic	_	_	Begin=23.27
18-1	SPK0030	Continuing	18	6	есіме	есіме	linguistic	_	_	_
18-2	SPK0030	Continuing	18	6	түсті	түсті	linguistic	_	_	_
