token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
0-0	SPK3001	Falling	0	_	###.	###	unknown	_	_	Begin=1.42|End=2.374
1-0	SPK3002	Falling	1	0	Қолыңды	Қолыңды	linguistic	_	_	Begin=2.57
1-1	SPK3002	Falling	1	0	байқа.	байқа	linguistic	_	_	End=3.448
2-0	SPK0032	undefined	2	_	BURPS	BURPS	linguistic	_	_	Begin=4.899|End=6.568
3-0	SPK3001	Falling	3	1	Бетім	Бетім	linguistic	_	_	Begin=19.238
3-1	SPK3001	Falling	3	1	бәрі	бәрі	linguistic	_	_	_
3-2	SPK3001	Falling	3	1	ауыр	ауыр	linguistic	_	_	_
3-3	SPK3001	Falling	3	1	түсіртіп	түсіртіп	linguistic	_	_	_
3-4	SPK3001	Falling	3	1	тұрғанын	тұрғанын	linguistic	_	_	_
3-5	SPK3001	Falling	3	1	қарашы.	қарашы	linguistic	_	_	End=21.3
4-0	SPK3002	Falling	4	2	А.	А	linguistic	_	_	Begin=20.85|End=21.5
5-0	SPK3001	Falling	5	3	Бетім	Бетім	linguistic	_	_	Begin=21.3
5-1	SPK3001	Falling	5	3	бәрі	бәрі	linguistic	_	_	_
5-2	SPK3001	Falling	5	3	ауыр	ауыр	linguistic	_	_	_
5-3	SPK3001	Falling	5	3	түсіртіп	түсіртіп	linguistic	_	_	_
5-4	SPK3001	Falling	5	3	тұрғанын	тұрғанын	linguistic	_	_	_
5-5	SPK3001	Falling	5	3	қарашы.	қарашы	linguistic	_	_	End=22.98
6-0	SPK3001	Falling	6	4	Төмен	Төмен	linguistic	_	_	Begin=22.98
6-1	SPK3001	Falling	6	4	қарап.	қарап	linguistic	_	_	End=24.158
7-0	SPK3002	Falling	7	5	Қолыңды	Қолыңды	linguistic	_	_	Begin=29.887
7-1	SPK3002	Falling	7	5	байқашы	байқашы	linguistic	_	_	_
7-2	SPK3002	Falling	7	5	өзі.	өзі	linguistic	_	_	End=31.403
8-0	SPK3004	Falling	8	_	###.	###	unknown	_	_	Begin=31.286|End=32.013
9-0	SPK3002	Falling	9	6	Жоқ.	Жоқ	linguistic	_	_	Begin=31.403|End=31.871
10-0	SPK3001	Falling	10	7	Жарайды.	Жарайды	linguistic	_	_	Begin=31.78|End=32.549
11-0	SPK3002	Falling	11	6	Болды.	Болды	linguistic	_	_	Begin=31.871|End=32.071
12-0	SPK3002	Falling	12	9	Болды.	Болды	linguistic	_	_	Begin=32.092|End=32.849
13-0	SPK3002	Falling	13	10	Істей	Істей	linguistic	_	_	Begin=32.849
13-1	SPK3002	Falling	13	10	бер.	бер	linguistic	_	_	End=33.44
14-0	SPK3001	Falling	14	11	Әкел.	Әкел	linguistic	_	_	Begin=33.722|End=34.149
15-0	SPK3001	Falling	15	12	Сала	Сала	linguistic	_	_	Begin=34.149
15-1	SPK3001	Falling	15	12	салайық	салайық	linguistic	_	_	_
15-2	SPK3001	Falling	15	12	па.	па	linguistic	_	_	End=34.913
16-0	SPK0032	Falling	16	13	Ол	Ол	linguistic	_	_	Begin=35.263
16-1	SPK0032	Falling	16	13	бітеудей	бітеудей	linguistic	_	_	_
16-2	SPK0032	Falling	16	13	ғой	ғой	linguistic	_	_	_
16-3	SPK0032	Falling	16	13	##.	##	unknown	_	_	End=36.749
17-0	SPK3004	Falling	17	14	Қайда.	Қайда	linguistic	_	_	Begin=35.318|End=36.081
18-0	SPK3001	Falling	18	15	Иә.	Иә	linguistic	_	_	Begin=36.472|End=36.795
19-0	SPK3001	Falling	19	16	Бачокқа.	Бачокқа	linguistic	_	_	Begin=36.799|End=37.354
20-0	SPK3004	Falling	20	_	####.	####	unknown	_	_	Begin=37.935|End=38.946
21-0	SPK3001	Falling	21	17	Еее.	Еее	linguistic	_	_	Begin=38.815|End=39.248
22-0	SPK3002	Falling	22	18	Мынау	Мынау	linguistic	_	_	Begin=38.972
22-1	SPK3002	Falling	22	18	бітеу	бітеу	linguistic	_	_	_
22-2	SPK3002	Falling	22	18	кете	кете	linguistic	_	_	_
22-3	SPK3002	Falling	22	18	ме.	ме	linguistic	_	_	End=39.833
23-0	SPK3001	Falling	23	19	Мхм.	Мхм	linguistic	_	_	Begin=39.96|End=40.528
24-0	SPK3001	Falling	24	20	Немене	Немене	linguistic	_	_	Begin=41.552
24-1	SPK3001	Falling	24	20	істейін	істейін	linguistic	_	_	_
24-2	SPK3001	Falling	24	20	деп	деп	linguistic	_	_	_
24-3	SPK3001	Falling	24	20	тұрсың.	тұрсың	linguistic	_	_	End=42.664
25-0	SPK3001	Falling	25	21	Ау.	Ау	linguistic	_	_	Begin=42.986|End=43.327
26-0	SPK3004	Falling	26	22	Сорғысын	Сорғысын	linguistic	_	_	Begin=43.248
26-1	SPK3004	Falling	26	22	ба	ба	linguistic	_	_	_
26-2	SPK3004	Falling	26	22	деп	деп	linguistic	_	_	_
26-3	SPK3004	Falling	26	22	тұрмын	тұрмын	linguistic	_	_	_
26-4	SPK3004	Falling	26	22	кішкене.	кішкене	linguistic	_	_	End=44.489
27-0	SPK3001	Falling	27	23	Е	Е	linguistic	_	_	Begin=44.325
27-1	SPK3001	Falling	27	23	онда	онда	linguistic	_	_	_
27-2	SPK3001	Falling	27	23	сорғыса	сорғыса	linguistic	_	_	_
27-3	SPK3001	Falling	27	23	сорғысын.	сорғысын	linguistic	_	_	End=45.673
28-0	SPK3001	Falling	28	24	Ананы	Ананы	linguistic	_	_	Begin=45.673
28-1	SPK3001	Falling	28	24	да	да	linguistic	_	_	_
28-2	SPK3001	Falling	28	24	іле	іле	linguistic	_	_	_
28-3	SPK3001	Falling	28	24	салайықшы	салайықшы	linguistic	_	_	_
28-4	SPK3001	Falling	28	24	қасына.	қасына	linguistic	_	_	End=47.014
29-0	SPK3001	Rising	29	25	¬Сәкө?	Сәкө	linguistic	_	Anonymized=Yes	Begin=47.737|End=48.449
30-0	SPK3002	Rising	30	26	Туш	Туш	linguistic	_	_	Begin=47.838
30-1	SPK3002	Rising	30	26	па	па	linguistic	_	_	_
30-2	SPK3002	Rising	30	26	типа?	типа	linguistic	_	_	End=48.92
31-0	SPK3001	Falling	31	27	Содан	Содан	linguistic	_	_	Begin=49.124
31-1	SPK3001	Falling	31	27	кейін	кейін	linguistic	_	_	_
31-2	SPK3001	Falling	31	27	ана	ана	linguistic	_	_	_
31-3	SPK3001	Falling	31	27	ақ	ақ	linguistic	_	_	_
31-4	SPK3001	Falling	31	27	шүберек	шүберек	linguistic	_	_	_
31-5	SPK3001	Falling	31	27	бар	бар	linguistic	_	_	_
31-6	SPK3001	Falling	31	27	сонымен	сонымен	linguistic	_	_	_
31-7	SPK3001	Falling	31	27	кіти	кіти	linguistic	_	_	_
31-8	SPK3001	Falling	31	27	жаба	жаба	linguistic	_	_	_
31-9	SPK3001	Falling	31	27	тұрайық.	тұрайық	linguistic	_	_	End=51.562
32-0	SPK3001	Falling	32	28	Әгі	Әгі	linguistic	_	_	Begin=51.613
32-1	SPK3001	Falling	32	28	үлкен	үлкен	linguistic	_	_	_
32-2	SPK3001	Falling	32	28	мына.	мына	linguistic	_	_	End=52.938
33-0	SPK3004	Falling	33	_	###.	###	unknown	_	_	Begin=52.627|End=53.442
34-0	SPK3001	Falling	34	29	Иә.	Иә	linguistic	_	_	Begin=53.205|End=53.733
35-0	SPK3004	Falling	35	_	###.	###	unknown	_	_	Begin=55.523|End=56.655
36-0	SPK3004	Falling	36	_	########.	########	unknown	_	_	Begin=56.655|End=58.235
37-0	SPK3001	Falling	37	30	А	А	linguistic	_	_	Begin=58.311
37-1	SPK3001	Falling	37	30	жүр	жүр	linguistic	_	_	_
37-2	SPK3001	Falling	37	30	енді.	енді	linguistic	_	_	End=59.233
38-0	SPK3001	Interrupted	38	31	Мынаны	Мынаны	linguistic	_	_	Begin=59.262
38-1	SPK3001	Interrupted	38	31	іл	іл	linguistic	_	_	_
38-2	SPK3001	Interrupted	38	31	і—	і—	linguistic	_	Interrupted=Yes	End=60.057
39-0	SPK3001	Falling	39	32	Әгі	Әгі	linguistic	_	_	Begin=60.057
39-1	SPK3001	Falling	39	32	ілетін	ілетін	linguistic	_	_	_
39-2	SPK3001	Falling	39	32	бар	бар	linguistic	_	_	_
39-3	SPK3001	Falling	39	32	еді	еді	linguistic	_	_	_
39-4	SPK3001	Falling	39	32	ғой	ғой	linguistic	_	_	_
39-5	SPK3001	Falling	39	32	мынандай.	мынандай	linguistic	_	_	End=61.42
40-0	SPK3001	Falling	40	33	¬Сәкө.	Сәкө	linguistic	_	Anonymized=Yes	Begin=62.229|End=62.666
41-0	SPK3002	Falling	41	34	###	###	unknown	_	_	Begin=62.391
41-1	SPK3002	Falling	41	34	астына	астына	linguistic	_	_	_
41-2	SPK3002	Falling	41	34	қан	қан	linguistic	_	_	_
41-3	SPK3002	Falling	41	34	тамады	тамады	linguistic	_	_	_
41-4	SPK3002	Falling	41	34	ғой.	ғой	linguistic	_	_	End=63.846
42-0	SPK3002	Falling	42	_	#####.	#####	unknown	_	_	Begin=65.412|End=67.084
43-0	SPK3001	Falling	43	_	###.	###	unknown	_	_	Begin=66.755|End=67.438
44-0	SPK3001	Falling	44	35	Клеенканы	Клеенканы	linguistic	_	_	Begin=67.438
44-1	SPK3001	Falling	44	35	жая	жая	linguistic	_	_	_
44-2	SPK3001	Falling	44	35	саламыз.	саламыз	linguistic	_	_	End=68.261
45-0	SPK3001	Falling	45	36	Клеенканы	Клеенканы	linguistic	_	_	Begin=69.416
45-1	SPK3001	Falling	45	36	жая	жая	linguistic	_	_	_
45-2	SPK3001	Falling	45	36	саламыз.	саламыз	linguistic	_	_	End=70.5
46-0	SPK3001	Falling	46	37	Мынау	Мынау	linguistic	_	_	Begin=70.5
46-1	SPK3001	Falling	46	37	осы	осы	linguistic	_	_	_
46-2	SPK3001	Falling	46	37	еттің	еттің	linguistic	_	_	_
46-3	SPK3001	Falling	46	37	клеенкасы	клеенкасы	linguistic	_	_	_
46-4	SPK3001	Falling	46	37	ғой.	ғой	linguistic	_	_	End=72.011
47-0	SPK3002	Falling	47	38	Кладовканың	Кладовканың	linguistic	_	_	Begin=71.874
47-1	SPK3002	Falling	47	38	ішіне	ішіне	linguistic	_	_	_
47-2	SPK3002	Falling	47	38	де	де	linguistic	_	_	_
47-3	SPK3002	Falling	47	38	бір	бір	linguistic	_	_	_
47-4	SPK3002	Falling	47	38	нәрсені	нәрсені	linguistic	_	_	_
47-5	SPK3002	Falling	47	38	орау	орау	linguistic	_	_	_
47-6	SPK3002	Falling	47	38	керек	керек	linguistic	_	_	_
47-7	SPK3002	Falling	47	38	қой	қой	linguistic	_	_	_
47-8	SPK3002	Falling	47	38	иә	иә	linguistic	_	_	_
47-9	SPK3002	Falling	47	38	сыртынан.	сыртынан	linguistic	_	_	End=74.412
48-0	SPK3001	Falling	48	39	Мынада	Мынада	linguistic	_	_	Begin=74.729
48-1	SPK3001	Falling	48	39	с##.	с##	linguistic	_	_	End=75.634
49-0	SPK3001	Continuing	49	40	#	#	unknown	_	_	Begin=75.634
49-1	SPK3001	Continuing	49	40	шыбын	шыбын	linguistic	_	_	_
49-2	SPK3001	Continuing	49	40	жоқ	жоқ	linguistic	_	_	_
49-3	SPK3001	Continuing	49	40	қой	қой	linguistic	_	_	_
