token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
0-0	SPK0032	undefined	0	_	IS_CHOPPING_DRIED_FRUITS	IS_CHOPPING_DRIED_FRUITS	linguistic	_	_	Begin=3.429|End=5.85
1-0	SPK0014	Falling	1	0	Ұнды	Ұнды	linguistic	_	_	Begin=4.51
1-1	SPK0014	Falling	1	0	толтырып	толтырып	linguistic	_	_	_
1-2	SPK0014	Falling	1	0	қойдым.	қойдым	linguistic	_	_	End=5.91
2-0	SPK0032	Falling	2	1	Ұн	Ұн	linguistic	_	_	Begin=7.119
2-1	SPK0032	Falling	2	1	илейсің	илейсің	linguistic	_	_	_
2-2	SPK0032	Falling	2	1	бе.	бе	linguistic	_	_	End=8.056
3-0	SPK0014	Falling	3	2	Ұн	Ұн	linguistic	_	_	Begin=8.133
3-1	SPK0014	Falling	3	2	илеймін	илеймін	linguistic	_	_	_
3-2	SPK0014	Falling	3	2	ғой.	ғой	linguistic	_	_	End=8.919
4-0	SPK0014	Falling	4	3	Нан	Нан	linguistic	_	_	Begin=8.92
4-1	SPK0014	Falling	4	3	илеймін	илеймін	linguistic	_	_	_
4-2	SPK0014	Falling	4	3	ғой.	ғой	linguistic	_	_	End=9.802
5-0	SPK0032	Continuing	5	4	Әгі	Әгі	linguistic	_	_	Begin=10.546
5-1	SPK0032	Continuing	5	4	өзі	өзі	linguistic	_	_	_
5-2	SPK0032	Continuing	5	4	магазиннің	магазиннің	linguistic	_	_	_
5-3	SPK0032	Continuing	5	4	бір,	бір	linguistic	_	_	End=11.639
6-0	SPK0032	Continuing	6	4	қатты	қатты	linguistic	_	_	Begin=11.639
6-1	SPK0032	Continuing	6	4	нанын	нанын	linguistic	_	_	_
6-2	SPK0032	Continuing	6	4	әкеліп	әкеліп	linguistic	_	_	_
6-3	SPK0032	Continuing	6	4	істеп	істеп	linguistic	_	_	_
6-4	SPK0032	Continuing	6	4	жатады	жатады	linguistic	_	_	_
6-5	SPK0032	Continuing	6	4	ғой	ғой	linguistic	_	_	_
6-6	SPK0032	Continuing	6	4	ол,	ол	linguistic	_	_	End=13.409
7-0	SPK0032	Rising	7	4	о-	о-	linguistic	_	Interrupted=Yes	Begin=13.409
7-1	SPK0032	Rising	7	4	оған	оған	linguistic	_	_	_
7-2	SPK0032	Rising	7	4	да	да	linguistic	_	_	_
7-3	SPK0032	Rising	7	4	не	не	linguistic	_	_	_
7-4	SPK0032	Rising	7	4	істейді	істейді	linguistic	_	_	_
7-5	SPK0032	Rising	7	4	¬Тәкөлөк?	Тәкөлөк	linguistic	_	Anonymized=Yes	End=15.056
8-0	SPK0014	undefined	8	5	(H)	(H)	inhale	_	_	Begin=14.768|End=15.185
9-0	SPK0014	Interrupted	9	5	О—	О—	linguistic	_	Interrupted=Yes	Begin=15.185|End=15.601
10-0	SPK0014	Rising	10	5	Ол	Ол	linguistic	_	_	Begin=15.614
10-1	SPK0014	Rising	10	5	да?	да	linguistic	_	_	End=16.036
11-0	SPK0014	Rising	11	6	Ондай	Ондай	linguistic	_	_	Begin=16.036
11-1	SPK0014	Rising	11	6	да?	да	linguistic	_	_	End=16.418
