token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
0-0	SPK0032	Continuing	0	0	Массаж	Массаж	linguistic	_	_	Begin=0.131
0-1	SPK0032	Continuing	0	0	жасап	жасап	linguistic	_	_	_
0-2	SPK0032	Continuing	0	0	аламын,	аламын	linguistic	_	_	End=1.083
1-0	SPK0032	Falling	1	0	сөйтіп.	сөйтіп	linguistic	_	_	Begin=1.083|End=1.985
2-0	SPK0032	Continuing	2	1	Әгі	Әгі	linguistic	_	_	Begin=4.516
2-1	SPK0032	Continuing	2	1	әкең	әкең	linguistic	_	_	_
2-2	SPK0032	Continuing	2	1	айтады	айтады	linguistic	_	_	_
2-3	SPK0032	Continuing	2	1	ғой,	ғой	linguistic	_	_	End=5.63
3-0	SPK0032	Interrupted	3	_	ат—	ат—	linguistic	_	Interrupted=Yes	Begin=5.63|End=6.477
4-0	SPK0027	Rising	4	2	Мама?	Мама	linguistic	_	_	Begin=5.683|End=6.039
5-0	SPK0027	Falling	5	2	Шешпей-ақ	Шешпей-ақ	linguistic	_	_	Begin=6.039
5-1	SPK0027	Falling	5	2	қой.	қой	linguistic	_	_	End=6.858
6-0	SPK0032	Continuing	6	3	Атқа,	Атқа	linguistic	_	_	Begin=7.374|End=8.189
7-0	SPK0032	Continuing	7	4	не	не	linguistic	_	_	Begin=8.962
7-1	SPK0032	Continuing	7	4	еткен,	еткен	linguistic	_	_	End=9.705
8-0	SPK0032	Rising	8	5	осылай	осылай	linguistic	_	_	Begin=9.846
8-1	SPK0032	Rising	8	5	отырайын	отырайын	linguistic	_	_	_
8-2	SPK0032	Rising	8	5	ба?	ба	linguistic	_	_	End=10.811
9-0	SPK0032	Falling	9	6	Осылай	Осылай	linguistic	_	_	Begin=10.811
9-1	SPK0032	Falling	9	6	отырайын	отырайын	linguistic	_	_	_
9-2	SPK0032	Falling	9	6	ба.	ба	linguistic	_	_	End=11.978
10-0	SPK0027	Falling	10	7	Мына	Мына	linguistic	_	_	Begin=11.079
10-1	SPK0027	Falling	10	7	жаққа	жаққа	linguistic	_	_	_
10-2	SPK0027	Falling	10	7	қарап	қарап	linguistic	_	_	_
10-3	SPK0027	Falling	10	7	отыр.	отыр	linguistic	_	_	End=12.38
11-0	SPK0032	Falling	11	8	Е.	Е	linguistic	_	_	Begin=12.064|End=13.049
12-0	SPK0032	Continuing	12	9	Қақалған	Қақалған	linguistic	_	_	Begin=14.271
12-1	SPK0032	Continuing	12	9	ат	ат	linguistic	_	_	_
12-2	SPK0032	Continuing	12	9	ұқсап,	ұқсап	linguistic	_	_	End=15.197
13-0	SPK0032	Falling	13	9	немене	немене	linguistic	_	_	Begin=15.201
