token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
0-0	SPK0015	Falling	0	0	Аа.	Аа	linguistic	_	_	Begin=0.0|End=0.435
1-0	SPK0017	Falling	1	1	Тянь-Шань	Тянь-Шань	linguistic	_	_	Begin=0.198
1-1	SPK0017	Falling	1	1	Тянь-Шаньнан	Тянь-Шаньнан	linguistic	_	_	_
1-2	SPK0017	Falling	1	1	кейін	кейін	linguistic	_	_	_
1-3	SPK0017	Falling	1	1	Алатау	Алатау	linguistic	_	_	_
1-4	SPK0017	Falling	1	1	#	#	unknown	_	_	End=2.732
2-0	SPK0015	Rising	2	0	Біздікі	Біздікі	linguistic	_	_	Begin=0.435
2-1	SPK0015	Rising	2	0	аласа	аласа	linguistic	_	_	_
2-2	SPK0015	Rising	2	0	ма	ма	linguistic	_	_	End=1.52
3-0	SPK0016	Continuing	3	2	Біздікі	Біздікі	linguistic	_	_	Begin=1.127
3-1	SPK0016	Continuing	3	2	хребет	хребет	linguistic	_	_	End=2.077
4-0	SPK0016	Continuing	4	2	хребет	хребет	linguistic	_	_	Begin=2.099
4-1	SPK0016	Continuing	4	2	дегенді	дегенді	linguistic	_	_	_
4-2	SPK0016	Continuing	4	2	білесің	білесің	linguistic	_	_	_
4-3	SPK0016	Continuing	4	2	бе	бе	linguistic	_	_	_
4-4	SPK0016	Continuing	4	2	сен	сен	linguistic	_	_	End=3.049
5-0	SPK0015	Falling	5	3	Ааа.	Ааа	linguistic	_	_	Begin=3.072|End=3.883
6-0	SPK0016	Falling	6	2	қазақша	қазақша	linguistic	_	_	Begin=3.113
6-1	SPK0016	Falling	6	2	айт-	айт-	linguistic	_	Interrupted=Yes	_
6-2	SPK0016	Falling	6	2	орысша	орысша	linguistic	_	_	_
6-3	SPK0016	Falling	6	2	айтқанды	айтқанды	linguistic	_	_	End=4.224
7-0	SPK0016	Continuing	7	4	Жоталар	Жоталар	linguistic	_	_	Begin=4.595
7-1	SPK0016	Continuing	7	4	сияқты	сияқты	linguistic	_	_	_
7-2	SPK0016	Continuing	7	4	##	##	unknown	_	_	_
7-3	SPK0016	Continuing	7	4	жазық	жазық	linguistic	_	_	End=6.193
8-0	SPK0016	Falling	8	5	аналар	аналар	linguistic	_	_	Begin=6.193
