token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
0-0	SPK0014	Rising	0	0	Мамаңның	Мамаңның	linguistic	_	_	Begin=0.0
0-1	SPK0014	Rising	0	0	апайы?	апайы	linguistic	_	_	End=1.259
1-0	SPK0014	Rising	1	1	¬Маулия	Маулия	linguistic	_	Anonymized=Yes	Begin=1.259
1-1	SPK0014	Rising	1	1	деген?	деген	linguistic	_	_	End=2.047
2-0	SPK3007	Falling	2	2	Сіңлісі.	Сіңлісі	linguistic	_	_	Begin=1.77|End=2.762
3-0	SPK3011	Falling	3	3	Сіңлісі.	Сіңлісі	linguistic	_	_	Begin=2.682|End=3.631
4-0	SPK3007	Falling	4	2	Туған.	Туған	linguistic	_	_	Begin=2.77|End=3.466
5-0	SPK0014	Falling	5	4	Ол	Ол	linguistic	_	_	Begin=3.188
5-1	SPK0014	Falling	5	4	не	не	linguistic	_	_	_
5-2	SPK0014	Falling	5	4	қылып	қылып	linguistic	_	_	_
5-3	SPK0014	Falling	5	4	жүр	жүр	linguistic	_	_	_
5-4	SPK0014	Falling	5	4	тойда.	тойда	linguistic	_	_	End=4.447
6-0	SPK3007	Rising	6	5	Енді	Енді	linguistic	_	_	Begin=5.12
6-1	SPK3007	Rising	6	5	шақырған	шақырған	linguistic	_	_	_
6-2	SPK3007	Rising	6	5	ғой	ғой	linguistic	_	_	_
6-3	SPK3007	Rising	6	5	енді?	енді	linguistic	_	_	End=6.193
7-0	SPK3011	Falling	7	_	Е.	Е	linguistic	_	_	Begin=5.161|End=5.692
8-0	SPK0014	Interrupted	8	6	Ол	Ол	linguistic	_	_	Begin=6.171
8-1	SPK0014	Interrupted	8	6	вообще	вообще	linguistic	_	_	_
8-2	SPK0014	Interrupted	8	6	маманың—	маманың—	linguistic	_	Interrupted=Yes	End=7.843
9-0	SPK3007	Falling	9	7	Тойға.	Тойға	linguistic	_	_	Begin=6.193|End=6.733
10-0	SPK0014	Falling	10	8	Мамам	Мамам	linguistic	_	_	Begin=7.855
10-1	SPK0014	Falling	10	8	жақтың	жақтың	linguistic	_	_	_
10-2	SPK0014	Falling	10	8	туысы	туысы	linguistic	_	_	_
10-3	SPK0014	Falling	10	8	ғой.	ғой	linguistic	_	_	End=8.966
11-0	SPK0027	Continuing	11	9	Жоқ,	Жоқ	linguistic	_	_	Begin=8.522|End=8.89
12-0	SPK0027	Falling	12	9	анау	анау	linguistic	_	_	Begin=8.89
12-1	SPK0027	Falling	12	9	шатасып	шатасып	linguistic	_	_	_
12-2	SPK0027	Falling	12	9	отыр.	отыр	linguistic	_	_	End=10.117
13-0	SPK3007	Falling	13	10	Апаңның	Апаңның	linguistic	_	_	Begin=10.693
13-1	SPK3007	Falling	13	10	сіңлісі.	сіңлісі	linguistic	_	_	End=12.095
14-0	SPK0027	Falling	14	11	Апаңның	Апаңның	linguistic	_	_	Begin=11.019
14-1	SPK0027	Falling	14	11	сіңлісі.	сіңлісі	linguistic	_	_	End=12.331
15-0	SPK3007	Falling	15	12	Міне	Міне	linguistic	_	_	Begin=12.468
15-1	SPK3007	Falling	15	12	тұрған	тұрған	linguistic	_	_	_
15-2	SPK3007	Falling	15	12	апаң	апаң	linguistic	_	_	_
15-3	SPK3007	Falling	15	12	қайда.	қайда	linguistic	_	_	End=13.783
16-0	SPK0014	Interrupted	16	13	Сен	Сен	linguistic	_	_	Begin=13.751
16-1	SPK0014	Interrupted	16	13	мам—	мам—	linguistic	_	Interrupted=Yes	End=14.291
17-0	SPK0027	Falling	17	14	Сен	Сен	linguistic	_	_	Begin=13.879
17-1	SPK0027	Falling	17	14	мамаңның	мамаңның	linguistic	_	_	_
17-2	SPK0027	Falling	17	14	деп	деп	linguistic	_	_	_
17-3	SPK0027	Falling	17	14	айттың	айттың	linguistic	_	_	_
