token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
0-0	SPK1117	Falling	0	0	Сен	Сен	linguistic	_	_	Begin=0.0
0-1	SPK1117	Falling	0	0	майонезбен	майонезбен	linguistic	_	_	_
0-2	SPK1117	Falling	0	0	жемейсің	жемейсің	linguistic	_	_	End=1.39
1-0	SPK1118	Rising	1	1	Майонезбен	Майонезбен	linguistic	_	_	Begin=1.65|End=2.19
2-0	SPK1118	Falling	2	1	жей	жей	linguistic	_	_	Begin=2.19
2-1	SPK1118	Falling	2	1	беремін	беремін	linguistic	_	_	End=2.89
3-0	SPK1117	Continuing	3	2	Кетпуп	Кетпуп	linguistic	_	_	Begin=3.55
3-1	SPK1117	Continuing	3	2	бар	бар	linguistic	_	_	End=3.98
4-0	SPK1117	undefined	4	2	майонез	майонез	linguistic	_	_	Begin=3.98
4-1	SPK1117	undefined	4	2	қосып	қосып	linguistic	_	_	End=4.7
5-0	SPK1117	undefined	5	3	###	###	unknown	_	_	Begin=4.71|End=5.79
6-0	SPK1117	undefined	6	4	Малика	Малика	linguistic	_	_	Begin=5.79
6-1	SPK1117	undefined	6	4	андай	андай	linguistic	_	_	_
6-2	SPK1117	undefined	6	4	жіберіпті	жіберіпті	linguistic	_	_	End=6.63
7-0	SPK1117	Continuing	7	4	жаңа	жаңа	linguistic	_	_	Begin=6.635|End=6.985
8-0	SPK1117	Continuing	8	4	типа	типа	linguistic	_	_	Begin=6.985|End=7.8
9-0	SPK1117	undefined	9	5	ыыы	ыыы	linguistic	_	_	Begin=7.8|End=8.39
10-0	SPK1117	undefined	10	6	когда	когда	linguistic	_	_	Begin=8.39
10-1	SPK1117	undefined	10	6	подругаларыңның	подругаларыңның	linguistic	_	_	_
10-2	SPK1117	undefined	10	6	үйіне	үйіне	linguistic	_	_	_
10-3	SPK1117	undefined	10	6	жиналғанда	жиналғанда	linguistic	_	_	End=9.89
11-0	SPK1117	Continuing	11	6	деген	деген	linguistic	_	_	Begin=9.895
11-1	SPK1117	Continuing	11	6	да	да	linguistic	_	_	End=10.505
12-0	SPK1118	Falling	12	7	Мхм	Мхм	linguistic	_	_	Begin=10.52|End=11.06
13-0	SPK1117	Continuing	13	8	әрқайсысы	әрқайсысы	linguistic	_	_	Begin=11.32
13-1	SPK1117	Continuing	13	8	андай	андай	linguistic	_	_	End=12.09
14-0	SPK1117	Interrupted	14	8	по-	по-	linguistic	_	Interrupted=Yes	Begin=12.09|End=12.53
15-0	SPK1117	undefined	15	8	поднос	поднос	linguistic	_	_	Begin=12.53
15-1	SPK1117	undefined	15	8	сияқтымен	сияқтымен	linguistic	_	_	End=13.3
16-0	SPK1117	Continuing	16	8	бірдеңе	бірдеңе	linguistic	_	_	Begin=13.3
16-1	SPK1117	Continuing	16	8	алып	алып	linguistic	_	_	_
16-2	SPK1117	Continuing	16	8	келеді	келеді	linguistic	_	_	_
16-3	SPK1117	Continuing	16	8	екен	екен	linguistic	_	_	_
16-4	SPK1117	Continuing	16	8	да	да	linguistic	_	_	End=14.73
17-0	SPK1118	Falling	17	9	Иә	Иә	linguistic	_	_	Begin=14.15
17-1	SPK1118	Falling	17	9	иә	иә	linguistic	_	_	End=14.9
18-0	SPK1117	Continuing	18	10	әртүрлі	әртүрлі	linguistic	_	_	Begin=14.96
18-1	SPK1117	Continuing	18	10	түспенші	түспенші	linguistic	_	_	End=15.68
19-0	SPK1117	undefined	19	10	қызыл	қызыл	linguistic	_	_	Begin=15.69|End=16.04
20-0	SPK1117	Continuing	20	11	ақ	ақ	linguistic	_	_	Begin=16.04
20-1	SPK1117	Continuing	20	11	қара	қара	linguistic	_	_	End=16.55
21-0	SPK1117	Continuing	21	11	сарымен	сарымен	linguistic	_	_	Begin=16.55|End=17.0
22-0	SPK1117	Falling	22	11	әртүрлі	әртүрлі	linguistic	_	_	Begin=17.0
22-1	SPK1117	Falling	22	11	нәрсе	нәрсе	linguistic	_	_	_
22-2	SPK1117	Falling	22	11	алып	алып	linguistic	_	_	_
22-3	SPK1117	Falling	22	11	келеді	келеді	linguistic	_	_	_
22-4	SPK1117	Falling	22	11	екен	екен	linguistic	_	_	_
22-5	SPK1117	Falling	22	11	да	да	linguistic	_	_	End=18.12
23-0	SPK1117	undefined	23	12	Сөйтіп	Сөйтіп	linguistic	_	_	Begin=18.23|End=18.72
24-0	SPK1117	Falling	24	13	битып	битып	linguistic	_	_	Begin=18.72
24-1	SPK1117	Falling	24	13	жазып	жазып	linguistic	_	_	_
24-2	SPK1117	Falling	24	13	жібергенмін	жібергенмін	linguistic	_	_	_
24-3	SPK1117	Falling	24	13	ғой	ғой	linguistic	_	_	_
24-4	SPK1117	Falling	24	13	@@@	@@@	linguistic	_	_	End=20.09
25-0	SPK1117	undefined	25	13	Жаңа	Жаңа	linguistic	_	_	Begin=20.09|End=20.41
26-0	SPK1117	undefined	26	15	TikTok-тарды	TikTok-тарды	linguistic	_	_	Begin=20.41|End=20.855
27-0	SPK1117	undefined	27	15	кіре	кіре	linguistic	_	_	Begin=20.86
27-1	SPK1117	undefined	27	15	салайыншы	салайыншы	linguistic	_	_	_
27-2	SPK1117	undefined	27	15	деп	деп	linguistic	_	_	End=21.363
28-0	SPK1117	Falling	28	15	кіре	кіре	linguistic	_	_	Begin=21.363
28-1	SPK1117	Falling	28	15	салғанмын	салғанмын	linguistic	_	_	_
28-2	SPK1117	Falling	28	15	ғой	ғой	linguistic	_	_	End=22.38
29-0	SPK1118	Rising	29	16	Ертең	Ертең	linguistic	_	_	Begin=22.28
29-1	SPK1118	Rising	29	16	сен	сен	linguistic	_	_	_
29-2	SPK1118	Rising	29	16	нешеде	нешеде	linguistic	_	_	_
29-3	SPK1118	Rising	29	16	келесің	келесің	linguistic	_	_	End=23.86
30-0	SPK1117	Rising	30	17	Мен	Мен	linguistic	_	_	Begin=23.92
30-1	SPK1117	Rising	30	17	ба	ба	linguistic	_	_	End=24.37
