token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
0-0	SPK5004	Continuing	0	0	Маған	Маған	linguistic	_	_	Begin=0.57
0-1	SPK5004	Continuing	0	0	да	да	linguistic	_	_	_
0-2	SPK5004	Continuing	0	0	бір	бір	linguistic	_	_	_
0-3	SPK5004	Continuing	0	0	кездері	кездері	linguistic	_	_	_
0-4	SPK5004	Continuing	0	0	осы	осы	linguistic	_	_	_
0-5	SPK5004	Continuing	0	0	ұна-	ұна-	linguistic	_	Interrupted=Yes	End=2.24
1-0	SPK5004	undefined	1	0	ы:	ы	linguistic	_	Prolongation=0	Begin=2.32|End=2.82
2-0	SPK5004	Continuing	2	0	тақырып	тақырып	linguistic	_	_	Begin=2.933
2-1	SPK5004	Continuing	2	0	қатты	қатты	linguistic	_	_	_
2-2	SPK5004	Continuing	2	0	қызық	қызық	linguistic	_	_	_
2-3	SPK5004	Continuing	2	0	болған	болған	linguistic	_	_	End=4.12
3-0	SPK5004	Continuing	3	0	әдемі	әдемі	linguistic	_	_	Begin=4.453
3-1	SPK5004	Continuing	3	0	сөйлей	сөйлей	linguistic	_	_	_
3-2	SPK5004	Continuing	3	0	алу	алу	linguistic	_	_	End=5.633
4-0	SPK5004	Continuing	4	0	деген	деген	linguistic	_	_	Begin=5.706|End=6.166
5-0	SPK5004	Falling	5	0	дауысты	дауысты	linguistic	_	_	Begin=6.186
5-1	SPK5004	Falling	5	0	жақсы	жақсы	linguistic	_	_	_
5-2	SPK5004	Falling	5	0	жеткізу	жеткізу	linguistic	_	_	_
5-3	SPK5004	Falling	5	0	деген	деген	linguistic	_	_	_
5-4	SPK5004	Falling	5	0	сияқты	сияқты	linguistic	_	_	End=8.033
6-0	SPK5005	Continuing	6	1	Сен	Сен	linguistic	_	_	Begin=7.44
6-1	SPK5005	Continuing	6	1	Toastmasters-та	Toastmasters-та	linguistic	_	_	_
6-2	SPK5005	Continuing	6	1	қызық	қызық	linguistic	_	_	End=8.72
7-0	SPK5005	Rising	7	1	болды	болды	linguistic	_	_	Begin=8.879
7-1	SPK5005	Rising	7	1	ма	ма	linguistic	_	_	End=9.506
