token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
0-0	SPK3012	Continuing	0	0	Алматыға	Алматыға	linguistic	_	_	Begin=2.157
0-1	SPK3012	Continuing	0	0	барамыз	барамыз	linguistic	_	_	_
0-2	SPK3012	Continuing	0	0	ба,	ба	linguistic	_	_	End=3.291
1-0	SPK3012	Falling	1	0	жоқ	жоқ	linguistic	_	_	Begin=3.291
1-1	SPK3012	Falling	1	0	па.	па	linguistic	_	_	End=3.897
2-0	SPK3013	Falling	2	1	Жоқ	Жоқ	linguistic	_	_	Begin=6.763
2-1	SPK3013	Falling	2	1	барамыз.	барамыз	linguistic	_	_	End=8.056
3-0	SPK3013	Continuing	3	2	Ертең,	Ертең	linguistic	_	_	Begin=8.133|End=8.716
4-0	SPK3013	Falling	4	2	неменемді	неменемді	linguistic	_	_	Begin=8.716
4-1	SPK3013	Falling	4	2	алайын.	алайын	linguistic	_	_	End=9.464
5-0	SPK3013	Falling	5	2	Отпускнойым	Отпускнойым	linguistic	_	_	Begin=9.488
5-1	SPK3013	Falling	5	2	ертең	ертең	linguistic	_	_	_
5-2	SPK3013	Falling	5	2	түседі.	түседі	linguistic	_	_	End=10.968
6-0	SPK3013	Falling	6	3	Бірсүгіні	Бірсүгіні	linguistic	_	_	Begin=10.971
6-1	SPK3013	Falling	6	3	шықпаймын	шықпаймын	linguistic	_	_	_
6-2	SPK3013	Falling	6	3	жұмысқа	жұмысқа	linguistic	_	_	_
6-3	SPK3013	Falling	6	3	өзі.	өзі	linguistic	_	_	End=12.13
7-0	SPK3013	undefined	7	_	(H)	(H)	inhale	_	_	Begin=12.202|End=13.05
8-0	SPK3012	Continuing	8	4	Сен	Сен	linguistic	_	_	Begin=13.133
8-1	SPK3012	Continuing	8	4	қандай	қандай	linguistic	_	_	_
8-2	SPK3012	Continuing	8	4	күндері	күндері	linguistic	_	_	_
8-3	SPK3012	Continuing	8	4	бар—	бар—	linguistic	_	Interrupted=Yes	_
8-4	SPK3012	Continuing	8	4	м,	м	disfluency	_	_	End=14.448
9-0	SPK3012	Falling	9	4	барғың	барғың	linguistic	_	_	Begin=14.448
9-1	SPK3012	Falling	9	4	келеді.	келеді	linguistic	_	_	End=15.01
10-0	SPK3012	Falling	10	4	Сенің	Сенің	linguistic	_	_	Begin=15.014
10-1	SPK3012	Falling	10	4	отпускің	отпускің	linguistic	_	_	_
10-2	SPK3012	Falling	10	4	қашанға	қашанға	linguistic	_	_	_
10-3	SPK3012	Falling	10	4	дейін.	дейін	linguistic	_	_	End=16.264
11-0	SPK3013	Falling	11	5	А.	А	linguistic	_	_	Begin=16.078|End=17.111
12-0	SPK3012	Continuing	12	6	Отпускің,	Отпускің	linguistic	_	_	Begin=17.503|End=18.393
13-0	SPK3012	Falling	13	6	қашанға	қашанға	linguistic	_	_	Begin=18.393
13-1	SPK3012	Falling	13	6	дейі:н.	дейін	linguistic	_	Prolongation=3	End=20.086
14-0	SPK3013	Continuing	14	7	Менің	Менің	linguistic	_	_	Begin=20.571
14-1	SPK3013	Continuing	14	7	отпускім:,	отпускім	linguistic	_	Prolongation=7	End=22.234
15-0	SPK3013	Continuing	15	8	кароче,	кароче	linguistic	_	_	Begin=23.85|End=24.508
16-0	SPK3013	Falling	16	9	отызы	отызы	linguistic	_	_	Begin=24.738
16-1	SPK3013	Falling	16	9	күні	күні	linguistic	_	_	_
16-2	SPK3013	Falling	16	9	жұмысқа	жұмысқа	linguistic	_	_	_
16-3	SPK3013	Falling	16	9	шығуым	шығуым	linguistic	_	_	_
16-4	SPK3013	Falling	16	9	керек	керек	linguistic	_	_	_
16-5	SPK3013	Falling	16	9	қой	қой	linguistic	_	_	_
16-6	SPK3013	Falling	16	9	енді.	енді	linguistic	_	_	End=26.329
17-0	SPK3012	Falling	17	10	М:.	М	linguistic	_	Prolongation=0	Begin=26.357|End=26.904
18-0	SPK3013	Continuing	18	11	Жиырма	Жиырма	linguistic	_	_	Begin=26.592
