token_id	speaker	iu_type	tu_id	span	form	type	modality	features	align
0-0	SPK0014	Rising	0	Ішті?	Ішті	linguistic			Begin=0.870|End=1.880
1-0	SPK0014	Falling	1	Тамақ	Тамақ	linguistic			Begin=1.890
1-1	SPK0014	Falling	1	ішті	ішті	linguistic			
1-2	SPK0014	Falling	1	ғой.	ғой	linguistic			End=2.803
2-0	SPK0032	Rising	2	Е:?	Е	linguistic		Prolongation=0	Begin=2.870|End=3.867
3-0	SPK0027	Rising	3	Тары	Тары	linguistic			Begin=12.648
3-1	SPK0027	Rising	3	жейсің	жейсің	linguistic			
3-2	SPK0027	Rising	3	бе?	бе	linguistic			End=13.714
4-0	SPK0032	Continuing	4	Ой	Ой	linguistic			Begin=14.251
4-1	SPK0032	Continuing	4	Алла-ау,	Алла-ау	linguistic			End=14.897
5-0	SPK0032	Continuing	5	менің	менің	linguistic			Begin=14.897
5-1	SPK0032	Continuing	5	тарым	тарым	linguistic			
5-2	SPK0032	Continuing	5	ба	ба	linguistic			
5-3	SPK0032	Continuing	5	мынау,	мынау	linguistic			End=15.890
6-0	SPK0032	Falling	6	таңертей	таңертей	linguistic			Begin=15.902
6-1	SPK0032	Falling	6	жеймін.	жеймін	linguistic			End=16.841
7-0	SPK0032	Rising	7	Мына	Мына	linguistic			Begin=17.511
7-1	SPK0032	Rising	7	құрлы	құрлы	linguistic			
7-2	SPK0032	Rising	7	тамақпен	тамақпен	linguistic			
7-3	SPK0032	Rising	7	қайтіп	қайтіп	linguistic			
7-4	SPK0032	Rising	7	жеймін?	жеймін	linguistic			End=19.040
8-0	SPK0032	Falling	8	Қарғам.	Қарғам	linguistic			Begin=19.040|End=19.876
9-0	SPK0027	undefined	9	(Hx)	(Hx)	_			Begin=37.214|End=38.217
10-0	SPK0032	Rising	10	Мынаны	Мынаны	linguistic			Begin=58.180
10-1	SPK0032	Rising	10	араластыра	араластыра	linguistic			
10-2	SPK0032	Rising	10	ма?	ма	linguistic			End=59.183
11-0	SPK0032	Falling	11	Бүйтіп.	Бүйтіп	linguistic			Begin=59.183|End=60.070
12-0	SPK0027	Interrupted	12	Жей	Жей	linguistic			Begin=60.258
12-1	SPK0027	Interrupted	12	бер	бер	linguistic			
12-2	SPK0027	Interrupted	12	ара-	ара	linguistic		Interrupted=Yes	End=61.275
13-0	SPK0027	Falling	13	Мхм.	Мхм	linguistic			Begin=61.855|End=62.746
14-0	SPK0032	Rising	14	Шелпекті	Шелпекті	linguistic			Begin=62.659
14-1	SPK0032	Rising	14	қарашы?	қарашы	linguistic			End=64.104
15-0	SPK0027	Continuing	15	Бүйтіп	Бүйтіп	linguistic			Begin=67.130
15-1	SPK0027	Continuing	15	ора	ора	linguistic			
15-2	SPK0027	Continuing	15	да,	да	linguistic			End=68.769
16-0	SPK0032	Falling	16	Мхм.	Мхм	linguistic			Begin=69.530|End=70.534
17-0	SPK0027	Falling	17	бүйтіп	бүйтіп	linguistic			Begin=70.228
17-1	SPK0027	Falling	17	же.	же	linguistic			End=70.947
18-0	SPK0027	undefined	18	@@@	@@@	linguistic			Begin=77.340|End=79.170
19-0	SPK0032	undefined	19	@@@	@@@	linguistic			Begin=78.677|End=80.010
20-0	SPK0027	Falling	20	Шанши	Шанши	linguistic			Begin=82.740
20-1	SPK0027	Falling	20	сал	сал	linguistic			
20-2	SPK0027	Falling	20	сөйтіп.	сөйтіп	linguistic			End=84.450
21-0	SPK0027	Falling	21	Сала	Сала	linguistic			Begin=90.330
21-1	SPK0027	Falling	21	сал	сал	linguistic			
21-2	SPK0027	Falling	21	аузыңа.	аузыңа	linguistic			End=91.442
22-0	SPK0032	Continuing	22	Маған	Маған	linguistic			Begin=91.133
22-1	SPK0032	Continuing	22	сендердің	сендердің	linguistic			
22-2	SPK0032	Continuing	22	ана	ана	linguistic			
22-3	SPK0032	Continuing	22	жақтағы	жақтағы	linguistic			
22-4	SPK0032	Continuing	22	үйлерің,	үйлерің	linguistic			End=92.978
23-0	SPK0032	Falling	23	соны	соны	linguistic			Begin=92.978
23-1	SPK0032	Falling	23	айтып	айтып	linguistic			
23-2	SPK0032	Falling	23	жатыр.	жатыр	linguistic			End=94.157
24-0	SPK0032	Falling	24	Адамның	Адамның	linguistic			Begin=94.503
24-1	SPK0032	Falling	24	үйі	үйі	linguistic			
24-2	SPK0032	Falling	24	ыстық	ыстық	linguistic			
24-3	SPK0032	Falling	24	қой.	қой	linguistic			End=95.985
25-0	SPK0032	Falling	25	Атаңды	Атаңды	linguistic			Begin=97.096
25-1	SPK0032	Falling	25	айтамын.	айтамын	linguistic			End=98.315
26-0	SPK0027	Falling	26	Е:.	Е	linguistic		Prolongation=0	Begin=98.846|End=99.765
27-0	SPK0032	Falling	27	#####.	#####	unknown			Begin=99.845|End=101.337
28-0	SPK0032	Falling	28	#####.	#####	unknown			Begin=101.354|End=103.025
29-0	SPK0027	Falling	29	Е:.	Е	linguistic		Prolongation=0	Begin=104.530|End=105.495
30-0	SPK0027	Falling	30	Сорпасынан	Сорпасынан	linguistic			Begin=124.130
30-1	SPK0027	Falling	30	құяйын	құяйын	linguistic			
30-2	SPK0027	Falling	30	ба	ба	linguistic			
30-3	SPK0027	Falling	30	саған.	саған	linguistic			End=125.599
31-0	SPK0027	Falling	31	Аз	Аз	linguistic			Begin=126.690
31-1	SPK0027	Falling	31	болып	болып	linguistic			
31-2	SPK0027	Falling	31	кетіпті.	кетіпті	linguistic			End=127.620
32-0	SPK0032	Falling	32	Жо	Жо	linguistic			Begin=127.744
32-1	SPK0032	Falling	32	жо	жо	linguistic			
32-2	SPK0032	Falling	32	жо.	жо	linguistic			End=128.687
33-0	SPK0032	Continuing	33	Ана	Ана	linguistic			Begin=147.972
33-1	SPK0032	Continuing	33	кіти	кіти	linguistic			
33-2	SPK0032	Continuing	33	ұлың,	ұлың	linguistic			End=148.980
34-0	SPK0032	Rising	34	үлкенің	үлкенің	linguistic			Begin=148.980
34-1	SPK0032	Rising	34	ішпей	ішпей	linguistic			
34-2	SPK0032	Rising	34	ме	ме	linguistic			
34-3	SPK0032	Rising	34	әгі?	әгі	linguistic			End=150.209
35-0	SPK0027	Falling	35	Ішіп	Ішіп	linguistic			Begin=150.249
35-1	SPK0027	Falling	35	алған	алған	linguistic			
35-2	SPK0027	Falling	35	ол	ол	linguistic			
35-3	SPK0027	Falling	35	бағана.	бағана	linguistic			End=151.545
36-0	SPK0032	Falling	36	Ана	Ана	linguistic			Begin=151.858
36-1	SPK0032	Falling	36	Ташок	Ташок	linguistic			
36-2	SPK0032	Falling	36	ішті	ішті	linguistic			
36-3	SPK0032	Falling	36	ме.	ме	linguistic			End=153.018
37-0	SPK0027	Falling	37	Ішті.	Ішті	linguistic			Begin=153.041|End=154.240
38-0	SPK0032	Falling	38	Е:.	Е	linguistic		Prolongation=0	Begin=155.062|End=155.590
39-0	SPK0032	Rising	39	########?	########	unknown			Begin=155.610|End=157.790
40-0	SPK0027	Rising	40	М?	М	linguistic			Begin=157.856|End=158.439
41-0	SPK0032	Continuing	41	Таңертеңнен,	Таңертеңнен	linguistic			Begin=158.771|End=159.530
42-0	SPK0032	Falling	42	тамақ	тамақ	linguistic			Begin=159.530
42-1	SPK0032	Falling	42	ішкен	ішкен	linguistic			
42-2	SPK0032	Falling	42	жоқ	жоқ	linguistic			
42-3	SPK0032	Falling	42	деймін.	деймін	linguistic			End=160.767
43-0	SPK0027	Rising	43	Дәмі	Дәмі	linguistic			Begin=198.845
43-1	SPK0027	Rising	43	қалай	қалай	linguistic			
43-2	SPK0027	Rising	43	екен?	екен	linguistic			End=199.756
44-0	SPK0032	Falling	44	Әйбәт.	Әйбәт	linguistic			Begin=199.885|End=200.741
45-0	SPK0027	Falling	45	Жеуі	Жеуі	linguistic			Begin=200.794
45-1	SPK0027	Falling	45	қиын	қиын	linguistic			
45-2	SPK0027	Falling	45	екен	екен	linguistic			
45-3	SPK0027	Falling	45	деші.	деші	linguistic			End=202.024
46-0	SPK0032	Continuing	46	Сен,	Сен	linguistic			Begin=203.625|End=204.230
47-0	SPK0032	Falling	47	неше	неше	linguistic			Begin=204.230
47-1	SPK0032	Falling	47	түрлі	түрлі	linguistic			
47-2	SPK0032	Falling	47	тамақ	тамақ	linguistic			
47-3	SPK0032	Falling	47	жасайсың.	жасайсың	linguistic			End=205.673
48-0	SPK0027	Continuing	48	Мама	Мама	linguistic			Begin=211.158
48-1	SPK0027	Continuing	48	сорпасының,	сорпасының	linguistic			End=211.976
49-0	SPK0032	undefined	49	Вер–	Вер–	linguistic			Begin=211.711|End=212.170
50-0	SPK0027	Continuing	50	дәмімен	дәмімен	linguistic			Begin=211.976
50-1	SPK0027	Continuing	50	жесеңші,	жесеңші	linguistic			End=212.770
51-0	SPK0032	Falling	51	вермешелін	вермешелін	linguistic			Begin=212.170
51-1	SPK0032	Falling	51	қарашы	қарашы	linguistic			
51-2	SPK0032	Falling	51	міне.	міне	linguistic			End=213.763
52-0	SPK0027	Falling	52	қасықпен.	қасықпен	linguistic			Begin=212.770|End=213.860
53-0	SPK0027	Falling	53	Мә	Мә	linguistic			Begin=214.634
53-1	SPK0027	Falling	53	ет	ет	linguistic			
53-2	SPK0027	Falling	53	же.	же	linguistic			End=215.157
54-0	SPK0027	Falling	54	Тауықтың	Тауықтың	linguistic			Begin=215.157
54-1	SPK0027	Falling	54	еті.	еті	linguistic			End=215.822
55-0	SPK0027	Continuing	55	¬Алияның	Алияның	linguistic		Anonymized=Yes	Begin=232.976
55-1	SPK0027	Continuing	55	келіні,	келіні	linguistic			End=234.370
56-0	SPK0027	Falling	56	кіріп	кіріп	linguistic			Begin=234.370
56-1	SPK0027	Falling	56	келе	келе	linguistic			
56-2	SPK0027	Falling	56	жатыр	жатыр	linguistic			
56-3	SPK0027	Falling	56	екен	екен	linguistic			
56-4	SPK0027	Falling	56	жаңа.	жаңа	linguistic			End=235.320
57-0	SPK0027	Falling	57	¬Лаура.	Лаура	linguistic		Anonymized=Yes	Begin=235.320|End=235.978
58-0	SPK0032	Falling	58	Е:.	Е	linguistic		Prolongation=0	Begin=236.120|End=236.833
59-0	SPK0027	Continuing	59	Мамаң	Мамаң	linguistic			Begin=237.431
59-1	SPK0027	Continuing	59	үйде	үйде	linguistic			
59-2	SPK0027	Continuing	59	ме	ме	linguistic			
59-3	SPK0027	Continuing	59	десем,	десем	linguistic			End=238.520
60-0	SPK0027	Continuing	60	үйде,	үйде	linguistic			Begin=238.520|End=238.890
61-0	SPK0027	Continuing	61	балалармен	балалармен	linguistic			Begin=238.890
61-1	SPK0027	Continuing	61	отырған	отырған	linguistic			
61-2	SPK0027	Continuing	61	шығар,	шығар	linguistic			End=239.901
62-0	SPK0027	Falling	62	балаларымды	балаларымды	linguistic			Begin=239.901
62-1	SPK0027	Falling	62	алып	алып	linguistic			
62-2	SPK0027	Falling	62	кетуге	кетуге	linguistic			
62-3	SPK0027	Falling	62	келе	келе	linguistic			
62-4	SPK0027	Falling	62	жатырмын	жатырмын	linguistic			
62-5	SPK0027	Falling	62	дейді.	дейді	linguistic			End=242.013
63-0	SPK0032	Continuing	63	Е:,	Е	linguistic		Prolongation=0	Begin=242.570|End=242.910
64-0	SPK0032	Falling	64	осы	осы	linguistic			Begin=242.920
64-1	SPK0032	Falling	64	үйде	үйде	linguistic			
64-2	SPK0032	Falling	64	екен	екен	linguistic			
64-3	SPK0032	Falling	64	ғой	ғой	linguistic			
64-4	SPK0032	Falling	64	балалары.	балалары	linguistic			End=244.231
65-0	SPK0027	Falling	65	Таңертең	Таңертең	linguistic			Begin=244.520
65-1	SPK0027	Falling	65	¬Жанат	Жанат	linguistic		Anonymized=Yes	
65-2	SPK0027	Falling	65	әкеліп	әкеліп	linguistic			
65-3	SPK0027	Falling	65	тастапты	тастапты	linguistic			
65-4	SPK0027	Falling	65	дейді.	дейді	linguistic			End=246.141
66-0	SPK0032	Falling	66	М:.	М	linguistic		Prolongation=0	Begin=247.527|End=248.786
67-0	SPK0027	Rising	67	М?	М	linguistic			Begin=248.340|End=249.460
68-0	SPK0032	Rising	68	Көршің	Көршің	linguistic			Begin=249.800
68-1	SPK0032	Rising	68	бе?	бе	linguistic			End=251.220
69-0	SPK0027	Falling	69	Шал	Шал	linguistic			Begin=282.236
69-1	SPK0027	Falling	69	тауып	тауып	linguistic			
69-2	SPK0027	Falling	69	алыпты	алыпты	linguistic			
69-3	SPK0027	Falling	69	ғой	ғой	linguistic			
69-4	SPK0027	Falling	69	мынау.	мынау	linguistic			End=283.692
70-0	SPK0032	Interrupted	70	Шалмен-	Шалмен	linguistic		Interrupted=Yes	Begin=283.527|End=284.208
71-0	SPK0032	Rising	71	орыстар	орыстар	linguistic			Begin=284.230
71-1	SPK0032	Rising	71	ма?	ма	linguistic			End=285.680
72-0	SPK0027	Falling	72	Иә.	Иә	linguistic			Begin=287.350|End=288.480
73-0	SPK0027	Falling	73	Көрші:.	Көрші	linguistic		Prolongation=4	Begin=292.811|End=293.986
74-0	SPK0032	Falling	74	М:.	М	linguistic		Prolongation=0	Begin=296.740|End=297.982
75-0	SPK0032	Interrupted	75	Екеуі	Екеуі	linguistic			Begin=299.373
75-1	SPK0032	Interrupted	75	бір	бір	linguistic			
75-2	SPK0032	Interrupted	75	жерден	жерден	linguistic			
75-3	SPK0032	Interrupted	75	кел-	кел	linguistic		Interrupted=Yes	End=300.310
76-0	SPK0027	Falling	76	Қарама	Қарама	linguistic			Begin=299.437
76-1	SPK0027	Falling	76	мама.	мама	linguistic			End=300.908
77-0	SPK0032	Falling	77	А:.	А	linguistic		Prolongation=0	Begin=300.360|End=301.200
78-0	SPK0027	Falling	78	Қарама.	Қарама	linguistic			Begin=301.117|End=302.025
79-0	SPK0027	Falling	79	Ұят	Ұят	linguistic			Begin=302.783
79-1	SPK0027	Falling	79	болады.	болады	linguistic			End=303.810
80-0	SPK0027	Continuing	80	Мама	Мама	linguistic			Begin=306.580
80-1	SPK0027	Continuing	80	бүйтіп,	бүйтіп	linguistic			End=307.490
81-0	SPK0027	Continuing	81	іліп	іліп	linguistic			Begin=307.490
81-1	SPK0027	Continuing	81	алсаң	алсаң	linguistic			
81-2	SPK0027	Continuing	81	да,	да	linguistic			End=308.152
82-0	SPK0027	Falling	82	желінеді	желінеді	linguistic			Begin=308.152
82-1	SPK0027	Falling	82	ғой.	ғой	linguistic			End=308.842
83-0	SPK0032	Falling	83	Желінеді.	Желінеді	linguistic			Begin=309.780|End=310.592
84-0	SPK0027	Continuing	84	Тарыны	Тарыны	linguistic			Begin=364.020
84-1	SPK0027	Continuing	84	ұмытып	ұмытып	linguistic			
84-2	SPK0027	Continuing	84	кетіппін	кетіппін	linguistic			
84-3	SPK0027	Continuing	84	ғой,	ғой	linguistic			End=365.271
85-0	SPK0027	Falling	85	саған	саған	linguistic			Begin=365.271
85-1	SPK0027	Falling	85	бермей.	бермей	linguistic			End=365.885
86-0	SPK0032	Rising	86	Баяғыдағы	Баяғыдағы	linguistic			Begin=366.905
86-1	SPK0032	Rising	86	тарым	тарым	linguistic			
86-2	SPK0032	Rising	86	иә?	иә	linguistic			End=368.380
87-0	SPK0027	Falling	87	Мхм.	Мхм	linguistic			Begin=368.330|End=369.210
88-0	SPK0032	Continuing	88	Әлі	Әлі	linguistic			Begin=368.452
88-1	SPK0032	Continuing	88	бар,	бар	linguistic			End=369.040
89-0	SPK0032	Rising	89	сен	сен	linguistic			Begin=369.050
89-1	SPK0032	Rising	89	жемейсің	жемейсің	linguistic			
89-2	SPK0032	Rising	89	иә?	иә	linguistic			End=370.272
90-0	SPK0027	Falling	90	Анда:	Анда	linguistic		Prolongation=3	Begin=370.490
90-1	SPK0027	Falling	90	санда.	санда	linguistic			End=371.471
91-0	SPK0027	Continuing	91	Шал	Шал	linguistic			Begin=393.633
91-1	SPK0027	Continuing	91	тауып	тауып	linguistic			
91-2	SPK0027	Continuing	91	алыпты,	алыпты	linguistic			End=394.793
92-0	SPK0027	Falling	92	өзі.	өзі	linguistic			Begin=394.793|End=395.380
93-0	SPK0032	Falling	93	Ау.	Ау	linguistic			Begin=395.380|End=396.063
94-0	SPK0027	Falling	94	Шал	Шал	linguistic			Begin=396.178
94-1	SPK0027	Falling	94	тауып	тауып	linguistic			
94-2	SPK0027	Falling	94	алыпты	алыпты	linguistic			
94-3	SPK0027	Falling	94	деймін.	деймін	linguistic			End=397.574
95-0	SPK0032	Rising	95	Кемпір	Кемпір	linguistic			Begin=397.873
95-1	SPK0032	Rising	95	ме?	ме	linguistic			End=398.863
96-0	SPK0027	Falling	96	Сондай	Сондай	linguistic			Begin=404.008
96-1	SPK0027	Falling	96	кемпір	кемпір	linguistic			
96-2	SPK0027	Falling	96	емес.	емес	linguistic			End=405.778
97-0	SPK0027	Falling	97	¬Баяндар	Баяндар	linguistic		Anonymized=Yes	Begin=405.797
97-1	SPK0027	Falling	97	шамалас.	шамалас	linguistic			End=406.896
98-0	SPK0032	Falling	98	Е.	Е	linguistic			Begin=407.010|End=407.445
99-0	SPK0032	Interrupted	99	Күйеуі	Күйеуі	linguistic			Begin=407.500
99-1	SPK0032	Interrupted	99	анау	анау	linguistic			
99-2	SPK0032	Interrupted	99	күйеу-	күйеу	linguistic		Interrupted=Yes	End=408.480
100-0	SPK0032	Rising	100	шалы	шалы	linguistic			Begin=408.480
100-1	SPK0032	Rising	100	ма?	ма	linguistic			End=409.086
101-0	SPK0027	Falling	101	Солай	Солай	linguistic			Begin=409.441
101-1	SPK0027	Falling	101	ғой	ғой	linguistic			
101-2	SPK0027	Falling	101	деймін.	деймін	linguistic			End=410.180
102-0	SPK0027	Falling	102	Бұрын	Бұрын	linguistic			Begin=410.220
102-1	SPK0027	Falling	102	жоқ	жоқ	linguistic			
102-2	SPK0027	Falling	102	болатын.	болатын	linguistic			End=411.330
103-0	SPK0027	Rising	103	Картошкасы	Картошкасы	linguistic			Begin=430.870
103-1	SPK0027	Rising	103	түспеп	түспеп	linguistic			
103-2	SPK0027	Rising	103	пе	пе	linguistic			
103-3	SPK0027	Rising	103	не	не	linguistic			
103-4	SPK0027	Rising	103	саған?	саған	linguistic			End=432.386
104-0	SPK0032	Rising	104	М?	М	linguistic			Begin=433.230|End=433.990
105-0	SPK0027	Rising	105	Картошкасы	Картошкасы	linguistic			Begin=433.462
105-1	SPK0027	Rising	105	жоқ	жоқ	linguistic			
105-2	SPK0027	Rising	105	па?	па	linguistic			End=434.831
106-0	SPK0032	Falling	106	Бар.	Бар	linguistic			Begin=434.782|End=435.466
107-0	SPK0032	Continuing	107	Ет,	Ет	linguistic			Begin=435.586|End=435.905
108-0	SPK0032	Falling	108	бар.	бар	linguistic			Begin=436.027|End=436.605
109-0	SPK0027	Falling	109	Қасықпен	Қасықпен	linguistic			Begin=437.000
109-1	SPK0027	Falling	109	жей	жей	linguistic			
109-2	SPK0027	Falling	109	бер	бер	linguistic			
109-3	SPK0027	Falling	109	мама.	мама	linguistic			End=439.230
110-0	SPK0032	Continuing	110	Ананы,	Ананы	linguistic			Begin=439.340|End=440.490
111-0	SPK0032	Continuing	111	қайнатқанды,	қайнатқанды	linguistic			Begin=441.550|End=442.810
112-0	SPK0032	Rising	112	қойдың	қойдың	linguistic			Begin=442.810
112-1	SPK0032	Rising	112	ба	ба	linguistic			
112-2	SPK0032	Rising	112	енді?	енді	linguistic			End=444.179
113-0	SPK0027	Continuing	113	Қайнатамын	Қайнатамын	linguistic			Begin=444.198
113-1	SPK0027	Continuing	113	қазір,	қазір	linguistic			End=445.801
114-0	SPK0027	Continuing	114	бетінде,	бетінде	linguistic			Begin=447.050|End=447.850
115-0	SPK0027	Continuing	115	көбігі	көбігі	linguistic			Begin=447.850
115-1	SPK0027	Continuing	115	ғой	ғой	linguistic			
115-2	SPK0027	Continuing	115	деймін,	деймін	linguistic			End=448.510
116-0	SPK0027	Falling	116	анау	анау	linguistic			Begin=448.510
116-1	SPK0027	Falling	116	ұқсап	ұқсап	linguistic			
116-2	SPK0027	Falling	116	тұрған.	тұрған	linguistic			End=449.630
117-0	SPK0032	Continuing	117	Мхм,	Мхм	linguistic			Begin=449.870|End=450.400
118-0	SPK0032	Rising	118	қалың	қалың	linguistic			Begin=450.420
118-1	SPK0032	Rising	118	болып	болып	linguistic			
118-2	SPK0032	Rising	118	тұр	тұр	linguistic			
118-3	SPK0032	Rising	118	иә?	иә	linguistic			End=451.280
119-0	SPK0032	Falling	119	қаймақ	қаймақ	linguistic			Begin=451.280
119-1	SPK0032	Falling	119	ұқсап.	ұқсап	linguistic			End=452.150
120-0	SPK0027	Rising	120	Картошка	Картошка	linguistic			Begin=469.300
120-1	SPK0027	Rising	120	салып	салып	linguistic			
120-2	SPK0027	Rising	120	берейін	берейін	linguistic			
120-3	SPK0027	Rising	120	бе?	бе	linguistic			End=471.270
121-0	SPK0032	Falling	121	Болды.	Болды	linguistic			Begin=472.264|End=473.343
122-0	SPK0032	Falling	122	Картошкасы	Картошкасы	linguistic			Begin=477.034
122-1	SPK0032	Falling	122	бар.	бар	linguistic			End=478.133
123-0	SPK0027	Falling	123	Бүгін	Бүгін	linguistic			Begin=497.320
123-1	SPK0027	Falling	123	тоқыма	тоқыма	linguistic			
123-2	SPK0027	Falling	123	тоқымадың	тоқымадың	linguistic			
123-3	SPK0027	Falling	123	ғой.	ғой	linguistic			End=499.710
124-0	SPK0032	Falling	124	М.	М	linguistic			Begin=499.970|End=500.790
