token_id	speaker	iu_type	tu_id	span	form	type	modality	features	align
0-0	SPK1109	Falling	0	¬Ділнәз	Ділнәз	linguistic	_	Anonymized=Yes	Begin=0.000|End=0.530
1-0	SPK1126	Falling	1	Қарындасы	Қарындасы	linguistic	_		Begin=0.360|End=1.370
2-0	SPK1109	Continuing	2	Е:	Е	linguistic	_	Prolongation=0	Begin=1.087|End=1.516
3-0	SPK1109	Falling	3	Әйелі	Әйелі	linguistic	_		Begin=1.516
3-1	SPK1109	Falling	3	сол	сол	linguistic	_		End=2.342
4-0	SPK1126	Falling	4	Әйелі	Әйелі	linguistic	_		Begin=2.560
4-1	SPK1126	Falling	4	сол	сол	linguistic	_		End=3.230
5-0	SPK1109	Continuing	5	Е:	Е	linguistic	_	Prolongation=0	Begin=2.959|End=3.469
6-0	SPK1109	Falling	6	ое	ое	linguistic	_		Begin=3.469|End=4.342
7-0	SPK1104	Rising	7	Сүт	Сүт	linguistic	_		Begin=4.214
7-1	SPK1104	Rising	7	әкеліп	әкеліп	linguistic	_		
7-2	SPK1104	Rising	7	берейін	берейін	linguistic	_		
7-3	SPK1104	Rising	7	ба	ба	linguistic	_		End=5.395
8-0	SPK1126	Continuing	8	¬Ділнәздің	Ділнәздің	linguistic	_	Anonymized=Yes	Begin=4.290
8-1	SPK1126	Continuing	8	қарындасы	қарындасы	linguistic	_		End=5.750
9-0	SPK1126	undefined	9	ай	ай	linguistic	_		Begin=5.930
9-1	SPK1126	undefined	9	¬Ділнәздің	Ділнәздің	linguistic	_	Anonymized=Yes	
9-2	SPK1126	undefined	9	қызы	қызы	linguistic	_		End=7.220
10-0	SPK1126	Falling	10	¬Мұрат	Мұрат	linguistic	_	Anonymized=Yes	Begin=7.220
10-1	SPK1126	Falling	10	пен	пен	linguistic	_		
10-2	SPK1126	Falling	10	¬Ділнәздің	Ділнәздің	linguistic	_	Anonymized=Yes	End=8.650
11-0	SPK1109	Continuing	11	Е:	Е	linguistic	_	Prolongation=0	Begin=7.865|End=8.275
12-0	SPK1109	Falling	12	білдім	білдім	linguistic	_		Begin=8.275|End=8.872
13-0	SPK1126	undefined	13	Біз	Біз	linguistic	_		Begin=8.650
13-1	SPK1126	undefined	13	ана	ана	linguistic	_		
13-2	SPK1126	undefined	13	Қаратөбелік	Қаратөбелік	linguistic	_		End=9.791
14-0	SPK1126	undefined	14	болғаннан	болғаннан	linguistic	_		Begin=9.791
14-1	SPK1126	undefined	14	кейін	кейін	linguistic	_		
14-2	SPK1126	undefined	14	әлгі	әлгі	linguistic	_		
14-3	SPK1126	undefined	14	¬Динардың	Динардың	linguistic	_	Anonymized=Yes	End=11.234
15-0	SPK1126	Falling	15	біріншіден	біріншіден	linguistic	_		Begin=11.234
15-1	SPK1126	Falling	15	сегізіге	сегізіге	linguistic	_		
15-2	SPK1126	Falling	15	шейін	шейін	linguistic	_		
15-3	SPK1126	Falling	15	бірге	бірге	linguistic	_		
15-4	SPK1126	Falling	15	оқыған	оқыған	linguistic	_		
15-5	SPK1126	Falling	15	сабақтастары	сабақтастары	linguistic	_		End=13.523
16-0	SPK1109	Falling	16	Е:	Е	linguistic	_	Prolongation=0	Begin=13.442|End=14.161
17-0	SPK1126	undefined	17	Содан	Содан	linguistic	_		Begin=23.080
17-1	SPK1126	undefined	17	кейін	кейін	linguistic	_		End=24.240
18-0	SPK1131	Continuing	18	Иә	Иә	linguistic	_		Begin=28.503
18-1	SPK1131	Continuing	18	осы	осы	linguistic	_		
18-2	SPK1131	Continuing	18	нөмерге	нөмерге	linguistic	_		
18-3	SPK1131	Continuing	18	хабарлассаң	хабарлассаң	linguistic	_		End=30.100
19-0	SPK1126	Falling	19	Бұбиханда	Бұбиханда	linguistic	_		Begin=28.560
19-1	SPK1126	Falling	19	не	не	linguistic	_		
19-2	SPK1126	Falling	19	арман	арман	linguistic	_		
19-3	SPK1126	Falling	19	бар	бар	linguistic	_		End=30.080
20-0	SPK1126	Interrupted	20	отыз-	отыз	linguistic	_	Interrupted=Yes	Begin=30.080|End=30.840
21-0	SPK1131	undefined	21	сені	сені	linguistic	_		Begin=30.100
21-1	SPK1131	undefined	21	әуре	әуре	linguistic	_		
21-2	SPK1131	undefined	21	қылатын###	қылатын###	linguistic	_		End=31.731
