token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
0-0	SPK2001	Rising	0	0	Что	Что	linguistic	_	_	Begin=2.27
0-1	SPK2001	Rising	0	0	¬Гүлайша	Гүлайша	linguistic	_	Anonymized=Yes	_
0-2	SPK2001	Rising	0	0	бүгін	бүгін	linguistic	_	_	_
0-3	SPK2001	Rising	0	0	РДЦға	РДЦға	linguistic	_	_	_
0-4	SPK2001	Rising	0	0	бардың	бардың	linguistic	_	_	_
0-5	SPK2001	Rising	0	0	ба?	ба	linguistic	_	_	End=3.95
1-0	SPK2002	Falling	1	1	Да.	Да	linguistic	_	_	Begin=4.855|End=5.543
2-0	SPK2001	Interrupted	2	2	Нешеге-	Нешеге-	linguistic	_	Interrupted=Yes	Begin=6.161|End=6.57
3-0	SPK2001	Rising	3	2	нешеде	нешеде	linguistic	_	_	Begin=6.57
3-1	SPK2001	Rising	3	2	тұрдың	тұрдың	linguistic	_	_	_
3-2	SPK2001	Rising	3	2	сонда?	сонда	linguistic	_	_	End=7.55
4-0	SPK2001	Falling	4	3	РДЦға	РДЦға	linguistic	_	_	Begin=7.595
4-1	SPK2001	Falling	4	3	бару	бару	linguistic	_	_	_
4-2	SPK2001	Falling	4	3	үшін.	үшін	linguistic	_	_	End=8.594
5-0	SPK2002	Falling	5	4	Ой.	Ой	linguistic	_	_	Begin=9.333|End=9.831
6-0	SPK2002	Continuing	6	4	Сегізде,	Сегізде	linguistic	_	_	Begin=10.923|End=11.57
7-0	SPK2002	Continuing	7	4	қырық	қырық	linguistic	_	_	Begin=11.57
7-1	SPK2002	Continuing	7	4	бесте,	бесте	linguistic	_	_	End=12.36
8-0	SPK2002	Falling	8	4	тұрдым.	тұрдым	linguistic	_	_	Begin=12.36|End=13.101
9-0	SPK2002	Falling	9	4	Тоғызда	Тоғызда	linguistic	_	_	Begin=13.523
9-1	SPK2002	Falling	9	4	онда	онда	linguistic	_	_	_
9-2	SPK2002	Falling	9	4	сосын	сосын	linguistic	_	_	_
9-3	SPK2002	Falling	9	4	шықтым.	шықтым	linguistic	_	_	End=15.52
10-0	SPK2002	Continuing	10	5	Сосын	Сосын	linguistic	_	_	Begin=16.22
10-1	SPK2002	Continuing	10	5	тоғыз	тоғыз	linguistic	_	_	_
10-2	SPK2002	Continuing	10	5	жарымда,	жарымда	linguistic	_	_	End=17.58
11-0	SPK2002	Falling	11	5	РДЦда	РДЦда	linguistic	_	_	Begin=18.072
11-1	SPK2002	Falling	11	5	болдым.	болдым	linguistic	_	_	End=19.31
12-0	SPK2002	Falling	12	6	##.	##	unknown	_	_	Begin=19.31|End=20.011
13-0	SPK2001	Rising	13	7	А	А	linguistic	_	_	Begin=19.362
13-1	SPK2001	Rising	13	7	что	что	linguistic	_	_	_
13-2	SPK2001	Rising	13	7	мусор	мусор	linguistic	_	_	_
13-3	SPK2001	Rising	13	7	төккен	төккен	linguistic	_	_	_
13-4	SPK2001	Rising	13	7	жоқсын?	жоқсын	linguistic	_	_	End=20.47
14-0	SPK2002	undefined	14	8	(TSK)	(TSK)	click	_	_	Begin=20.663|End=21.146
15-0	SPK2002	undefined	15	9	@@@@@@	@@@@@@	linguistic	_	_	Begin=21.98|End=23.61
16-0	SPK2001	undefined	16	10	@@	@@	linguistic	_	_	Begin=22.82|End=23.995
17-0	SPK2002	Falling	17	11	Ну	Ну	linguistic	_	_	Begin=24.913
17-1	SPK2002	Falling	17	11	менің	менің	linguistic	_	_	_
17-2	SPK2002	Falling	17	11	кезегім	кезегім	linguistic	_	_	_
17-3	SPK2002	Falling	17	11	емес	емес	linguistic	_	_	_
17-4	SPK2002	Falling	17	11	деген	деген	linguistic	_	_	_
17-5	SPK2002	Falling	17	11	дейсің	дейсің	linguistic	_	_	_
17-6	SPK2002	Falling	17	11	ғой.	ғой	linguistic	_	_	End=26.52
18-0	SPK2001	undefined	18	12	@@	@@	linguistic	_	_	Begin=26.274|End=27.008
19-0	SPK2002	undefined	19	11	@@@@	@@@@	linguistic	_	_	Begin=26.52|End=28.06
20-0	SPK2001	Rising	20	13	Разве?	Разве	linguistic	_	_	Begin=27.424|End=28.07
21-0	SPK2002	Falling	21	11	Ну	Ну	linguistic	_	_	Begin=28.06
21-1	SPK2002	Falling	21	11	да.	да	linguistic	_	_	End=28.62
22-0	SPK2001	Falling	22	13	Мен	Мен	linguistic	_	_	Begin=28.07
22-1	SPK2001	Falling	22	13	кеше	кеше	linguistic	_	_	_
22-2	SPK2001	Falling	22	13	мусор	мусор	linguistic	_	_	_
22-3	SPK2001	Falling	22	13	төктім	төктім	linguistic	_	_	_
22-4	SPK2001	Falling	22	13	вообще-то.	вообще-то	linguistic	_	_	End=30.049
23-0	SPK2002	Falling	23	14	Вообще-то	Вообще-то	linguistic	_	_	Begin=30.34
23-1	SPK2002	Falling	23	14	мен	мен	linguistic	_	_	_
23-2	SPK2002	Falling	23	14	екі	екі	linguistic	_	_	_
23-3	SPK2002	Falling	23	14	рет	рет	linguistic	_	_	_
23-4	SPK2002	Falling	23	14	төктім.	төктім	linguistic	_	_	End=31.78
24-0	SPK2001	Rising	24	15	Қашан?	Қашан	linguistic	_	_	Begin=31.78|End=32.35
25-0	SPK2002	Falling	25	16	Үйде	Үйде	linguistic	_	_	Begin=32.547
25-1	SPK2002	Falling	25	16	болғанда.	болғанда	linguistic	_	_	End=33.355
26-0	SPK2001	Falling	26	17	Өтірік	Өтірік	linguistic	_	_	Begin=33.8
26-1	SPK2001	Falling	26	17	соқпашы.	соқпашы	linguistic	_	_	End=34.327
27-0	SPK2002	Interrupted	27	18	Соқ-	Соқ-	linguistic	_	Interrupted=Yes	Begin=34.35|End=34.66
28-0	SPK2002	Falling	28	18	соқпайм	соқпайм	linguistic	_	_	Begin=34.66
28-1	SPK2002	Falling	28	18	мен.	мен	linguistic	_	_	End=36.543
29-0	SPK2001	undefined	29	19	@@@@	@@@@	linguistic	_	_	Begin=35.577|End=37.121
30-0	SPK2001	Continuing	30	20	И	И	linguistic	_	_	Begin=38.426
30-1	SPK2001	Continuing	30	20	что,	что	linguistic	_	_	End=38.81
31-0	SPK2001	Rising	31	20	автобуспен	автобуспен	linguistic	_	_	Begin=38.81
31-1	SPK2001	Rising	31	20	бардың	бардың	linguistic	_	_	_
31-2	SPK2001	Rising	31	20	ба?	ба	linguistic	_	_	End=39.975
32-0	SPK2002	Interrupted	32	21	Айт-	Айт-	linguistic	_	Interrupted=Yes	Begin=40.589|End=40.87
33-0	SPK2002	undefined	33	21	@@	@@	linguistic	_	_	Begin=40.87|End=41.17
34-0	SPK2002	Falling	34	21	Айттым	Айттым	linguistic	_	_	Begin=41.17
34-1	SPK2002	Falling	34	21	ғой	ғой	linguistic	_	_	_
34-2	SPK2002	Falling	34	21	автобуспен	автобуспен	linguistic	_	_	_
34-3	SPK2002	Falling	34	21	бардым	бардым	linguistic	_	_	_
34-4	SPK2002	Falling	34	21	деп.	деп	linguistic	_	_	End=42.41
