token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
0-0	SPK6010	Continuing	0	0	(H)	(H)	inhale	_	_	Begin=0.15
0-1	SPK6010	Continuing	0	0	Да,	Да	linguistic	_	_	End=1.107
1-0	SPK6010	Continuing	1	0	сабақ,	сабақ	linguistic	_	_	Begin=1.17|End=1.659
2-0	SPK6010	Falling	2	0	сабақ	сабақ	linguistic	_	_	Begin=1.851
2-1	SPK6010	Falling	2	0	бітті	бітті	linguistic	_	_	_
2-2	SPK6010	Falling	2	0	уже.	уже	linguistic	_	_	End=2.76
3-0	SPK6010	Continuing	3	1	Че,	Че	linguistic	_	_	Begin=2.934
3-1	SPK6010	Continuing	3	1	как	как	linguistic	_	_	_
3-2	SPK6010	Continuing	3	1	курс,	курс	linguistic	_	_	End=3.633
4-0	SPK6010	Continuing	4	1	бітірдіңдер,	бітірдіңдер	linguistic	_	_	Begin=3.779|End=4.528
5-0	SPK6010	Rising	5	1	Spring-та?	Spring-та	linguistic	_	_	Begin=4.685|End=5.351
6-0	SPK6011	Falling	6	2	Керемет.	Керемет	linguistic	_	_	Begin=5.749|End=6.339
7-0	SPK6009	undefined	7	3	(???)	(???)	linguistic	_	_	Begin=6.445|End=7.039
8-0	SPK6010	undefined	8	4	QQQQ	QQQQ	linguistic	_	_	Begin=7.197|End=8.605
9-0	SPK6011	undefined	9	5	QQQ	QQQ	linguistic	_	_	Begin=7.299|End=8.169
10-0	SPK6010	Continuing	10	6	Мен	Мен	linguistic	_	_	Begin=11.207
10-1	SPK6010	Continuing	10	6	главное	главное	linguistic	_	_	_
10-2	SPK6010	Continuing	10	6	capstone-ды	capstone-ды	linguistic	_	_	_
10-3	SPK6010	Continuing	10	6	тапсырдым,	тапсырдым	linguistic	_	_	End=13.026
11-0	SPK6010	Continuing	11	6	все	все	linguistic	_	_	Begin=13.064
11-1	SPK6010	Continuing	11	6	маған,	маған	linguistic	_	_	End=13.596
12-0	SPK6010	Falling	12	6	кайф.	кайф	linguistic	_	_	Begin=13.655|End=14.348
13-0	SPK6009	Rising	13	7	Capstone-ды	Capstone-ды	linguistic	_	_	Begin=16.292
13-1	SPK6009	Rising	13	7	топпен	топпен	linguistic	_	_	_
13-2	SPK6009	Rising	13	7	жазасыңдар	жазасыңдар	linguistic	_	_	_
13-3	SPK6009	Rising	13	7	ма?	ма	linguistic	_	_	End=17.845
14-0	SPK6010	Rising	14	8	М?	М	linguistic	_	_	Begin=17.856|End=18.448
15-0	SPK6009	Rising	15	9	Capstone-ды	Capstone-ды	linguistic	_	_	Begin=18.485
15-1	SPK6009	Rising	15	9	топпен	топпен	linguistic	_	_	_
15-2	SPK6009	Rising	15	9	жазасыңдар	жазасыңдар	linguistic	_	_	_
15-3	SPK6009	Rising	15	9	ма?	ма	linguistic	_	_	End=19.782
16-0	SPK6010	Continuing	16	10	Жоқ,	Жоқ	linguistic	_	_	Begin=19.592|End=20.154
17-0	SPK6010	Falling	17	10	өзің	өзің	linguistic	_	_	Begin=21.548
17-1	SPK6010	Falling	17	10	жазасың.	жазасың	linguistic	_	_	End=22.251
18-0	SPK6010	Falling	18	11	Вообще,	Вообще	linguistic	_	_	Begin=25.565
18-1	SPK6010	Falling	18	11	лингвистика	лингвистика	linguistic	_	_	_
18-2	SPK6010	Falling	18	11	capstone	capstone	linguistic	_	_	_
18-3	SPK6010	Falling	18	11	какой-то	какой-то	linguistic	_	_	_
18-4	SPK6010	Falling	18	11	э.	э	linguistic	_	_	End=27.585
19-0	SPK6009	Rising	19	12	Неге?	Неге	linguistic	_	_	Begin=28.905|End=29.459
20-0	SPK6010	Continuing	20	13	Бір	Бір	linguistic	_	_	Begin=31.725
20-1	SPK6010	Continuing	20	13	жыл,	жыл	linguistic	_	_	End=32.451
21-0	SPK6010	Continuing	21	13	ештеңе	ештеңе	linguistic	_	_	Begin=33.786
21-1	SPK6010	Continuing	21	13	істемейсің,	істемейсің	linguistic	_	_	End=34.799
22-0	SPK6010	Falling	22	13	по	по	linguistic	_	_	Begin=35.04
22-1	SPK6010	Falling	22	13	сути.	сути	linguistic	_	_	End=35.662
23-0	SPK6010	Continuing	23	14	Не	Не	linguistic	_	_	Begin=36.756
23-1	SPK6010	Continuing	23	14	то	то	linguistic	_	_	_
23-2	SPK6010	Continuing	23	14	что	что	linguistic	_	_	_
23-3	SPK6010	Continuing	23	14	ештеңе	ештеңе	linguistic	_	_	_
23-4	SPK6010	Continuing	23	14	іс-,	іс-	linguistic	_	Interrupted=Yes	End=37.575
24-0	SPK6010	Falling	24	14	тиісе	тиісе	linguistic	_	_	Begin=37.672
24-1	SPK6010	Falling	24	14	береді	береді	linguistic	_	_	_
24-2	SPK6010	Falling	24	14	саған.	саған	linguistic	_	_	End=38.538
25-0	SPK6010	Falling	25	14	Мынаны	Мынаны	linguistic	_	_	Begin=38.856
25-1	SPK6010	Falling	25	14	істе,	істе	linguistic	_	_	_
25-2	SPK6010	Falling	25	14	мынаны	мынаны	linguistic	_	_	_
25-3	SPK6010	Falling	25	14	істе.	істе	linguistic	_	_	End=39.96
26-0	SPK6011	Falling	26	15	М.	М	linguistic	_	_	Begin=39.955|End=40.589
27-0	SPK6010	Continuing	27	16	Literature	Literature	linguistic	_	_	Begin=41.142
27-1	SPK6010	Continuing	27	16	review,	review	linguistic	_	_	End=42.06
28-0	SPK6010	Continuing	28	16	вообще,	вообще	linguistic	_	_	Begin=42.109|End=42.674
29-0	SPK6010	Falling	29	16	бесполезный	бесполезный	linguistic	_	_	Begin=43.722
29-1	SPK6010	Falling	29	16	нәрсе	нәрсе	linguistic	_	_	_
29-2	SPK6010	Falling	29	16	болған.	болған	linguistic	_	_	End=44.985
30-0	SPK6010	Falling	30	17	Вот.	Вот	linguistic	_	_	Begin=48.749|End=49.361
31-0	SPK6010	Continuing	31	17	Математикада	Математикада	linguistic	_	_	Begin=49.806
31-1	SPK6010	Continuing	31	17	күшті	күшті	linguistic	_	_	_
31-2	SPK6010	Continuing	31	17	capstone,	capstone	linguistic	_	_	End=51.458
32-0	SPK6010	Falling	32	17	бір	бір	linguistic	_	_	Begin=51.567
