token_id	speaker	iu_type	tu_id	span	form	type	modality	features	align
0-0	SPK0031	Continuing	0	#,	#	unknown			Begin=0.000|End=0.623
1-0	SPK0031	Continuing	1	әгі,	әгі	linguistic			Begin=0.623|End=1.266
2-0	SPK0031	Continuing	2	кеше	кеше	linguistic			Begin=1.266
2-1	SPK0031	Continuing	2	¬Зүләш	Зүләш	linguistic		Anonymized=Yes	
2-2	SPK0031	Continuing	2	құдағи	құдағи	linguistic			
2-3	SPK0031	Continuing	2	айтты	айтты	linguistic			
2-4	SPK0031	Continuing	2	емес	емес	linguistic			
2-5	SPK0031	Continuing	2	пе,	пе	linguistic			End=3.233
3-0	SPK0031	Continuing	3	Бірінші	Бірінші	linguistic			Begin=4.001
3-1	SPK0031	Continuing	3	баланы,	баланы	linguistic			End=4.824
4-0	SPK0031	Falling	4	енді	енді	linguistic			Begin=4.824
4-1	SPK0031	Falling	4	тапқалы	тапқалы	linguistic			
4-2	SPK0031	Falling	4	жүр	жүр	linguistic			
4-3	SPK0031	Falling	4	деп.	деп	linguistic			End=6.130
5-0	SPK0031	Falling	5	Оқу	Оқу	linguistic			Begin=6.961
5-1	SPK0031	Falling	5	оқу	оқу	linguistic			
5-2	SPK0031	Falling	5	деп	деп	linguistic			
5-3	SPK0031	Falling	5	жүрдік	жүрдік	linguistic			
5-4	SPK0031	Falling	5	деп.	деп	linguistic			End=8.502
6-0	SPK0031	Falling	6	###.	###	unknown			Begin=10.041|End=11.486
7-0	SPK0032	undefined	7	##	##	unknown			Begin=11.850|End=12.662
8-0	SPK0031	Falling	8	Иә.	Иә	linguistic			Begin=12.705|End=13.564
9-0	SPK0031	Continuing	9	#######,	#######	unknown			Begin=13.894|End=15.206
10-0	SPK0031	Continuing	10	бір	бір	linguistic			Begin=15.223
10-1	SPK0031	Continuing	10	келіншек	келіншек	linguistic			
10-2	SPK0031	Continuing	10	деді	деді	linguistic			
10-3	SPK0031	Continuing	10	емес	емес	linguistic			
10-4	SPK0031	Continuing	10	пе,	пе	linguistic			End=16.967
11-0	SPK0031	undefined	11	#	#	unknown			Begin=17.728|End=18.747
12-0	SPK0032	Falling	12	####.	####	unknown			Begin=18.904|End=20.904
13-0	SPK0031	Continuing	13	Бәле,	Бәле	linguistic			Begin=27.957|End=28.748
14-0	SPK0031	Falling	14	тағы	тағы	linguistic			Begin=28.748
14-1	SPK0031	Falling	14	жауды.	жауды	linguistic			End=29.618
15-0	SPK0031	Falling	15	сытырлап.	сытырлап	linguistic			Begin=31.403|End=32.454
16-0	SPK0031	Falling	16	Эх	Эх	linguistic			Begin=38.307
16-1	SPK0031	Falling	16	Алла.	Алла	linguistic			End=39.630
17-0	SPK0031	Continuing	17	Ой	Ой	linguistic			Begin=42.922
17-1	SPK0031	Continuing	17	әгі,	әгі	linguistic			End=43.928
18-0	SPK0031	Continuing	18	алғаш,	алғаш	linguistic			Begin=43.963|End=44.760
19-0	SPK0031	Continuing	19	бір,	бір	linguistic			Begin=44.761|End=45.466
20-0	SPK0031	Rising	20	май	май	linguistic			Begin=45.466
20-1	SPK0031	Rising	20	айында	айында	linguistic			
20-2	SPK0031	Rising	20	ма	ма	linguistic			
20-3	SPK0031	Rising	20	эй?	эй	linguistic			End=46.633
21-0	SPK0031	Rising	21	Ил–	Ил–	linguistic			Begin=46.633
21-1	SPK0031	Rising	21	июльдің	июльдің	linguistic			
21-2	SPK0031	Rising	21	басында	басында	linguistic			
21-3	SPK0031	Rising	21	ма?	ма	linguistic			End=47.675
22-0	SPK0031	Continuing	22	Ой,	Ой	linguistic			Begin=47.678|End=48.066
23-0	SPK0031	Continuing	23	күн	күн	linguistic			Begin=48.066
23-1	SPK0031	Continuing	23	шыжып,	шыжып	linguistic			End=48.820
24-0	SPK0031	Continuing	24	ойбай	ойбай	linguistic			Begin=50.008
24-1	SPK0031	Continuing	24	құрғақшылық	құрғақшылық	linguistic			
24-2	SPK0031	Continuing	24	деп,	деп	linguistic			End=51.511
25-0	SPK0031	Falling	25	шулады	шулады	linguistic			Begin=51.512
25-1	SPK0031	Falling	25	ғой	ғой	linguistic			
25-2	SPK0031	Falling	25	ел.	ел	linguistic			End=52.432
26-0	SPK0032	Continuing	26	Енді	Енді	linguistic			Begin=53.678
26-1	SPK0032	Continuing	26	құрғақшылық	құрғақшылық	linguistic			
26-2	SPK0032	Continuing	26	болмайды,	болмайды	linguistic			End=54.860
27-0	SPK0032	Rising	27	иә?	иә	linguistic			Begin=54.864|End=55.459
28-0	SPK0031	Rising	28	Қайдағы	Қайдағы	linguistic			Begin=55.475
28-1	SPK0031	Rising	28	құрғақшылық?	құрғақшылық	linguistic			End=56.433
29-0	SPK0031	Continuing	29	Міне,	Міне	linguistic			Begin=56.433|End=57.104
30-0	SPK0031	Falling	30	шөп	шөп	linguistic			Begin=57.104
30-1	SPK0031	Falling	30	шабатын.	шабатын	linguistic			End=58.418
31-0	SPK0031	Continuing	31	Осы,	Осы	linguistic			Begin=58.452|End=58.777
32-0	SPK0031	Continuing	32	осыдан	осыдан	linguistic			Begin=58.777
32-1	SPK0031	Continuing	32	кейін,	кейін	linguistic			End=59.532
33-0	SPK0031	Rising	33	шапса	шапса	linguistic			Begin=59.532
33-1	SPK0031	Rising	33	да	да	linguistic			
33-2	SPK0031	Rising	33	болады?	болады	linguistic			End=60.308
34-0	SPK0031	Continuing	34	Неге	Неге	linguistic			Begin=61.338
34-1	SPK0031	Continuing	34	барып,	барып	linguistic			End=62.306
35-0	SPK0031	Continuing	35	жауын	жауын	linguistic			Begin=62.317
35-1	SPK0031	Continuing	35	дейді,	дейді	linguistic			End=63.154
36-0	SPK0031	Continuing	36	жаңа,	жаңа	linguistic			Begin=63.157|End=64.035
37-0	SPK0031	Falling	37	¬Дархан	Дархан	linguistic		Anonymized=Yes	Begin=64.041
37-1	SPK0031	Falling	37	айтады.	айтады	linguistic			End=64.981
38-0	SPK0032	Continuing	38	Аа,	Аа	linguistic			Begin=65.158|End=65.775
39-0	SPK0032	Falling	39	Күршімде	Күршімде	linguistic			Begin=66.648
39-1	SPK0032	Falling	39	ме?.	ме	linguistic			End=67.459
40-0	SPK0031	Falling	40	Иә.	Иә	linguistic			Begin=67.493|End=67.685
41-0	SPK0031	Continuing	41	Күршімде	Күршімде	linguistic			Begin=67.687
41-1	SPK0031	Continuing	41	жауын	жауын	linguistic			
41-2	SPK0031	Continuing	41	ғой,	ғой	linguistic			End=68.979
42-0	SPK0031	Falling	42	жауып	жауып	linguistic			Begin=68.981
42-1	SPK0031	Falling	42	тұр.	тұр	linguistic			End=69.687
43-0	SPK0032	Continuing	43	Ее,	Ее	linguistic			Begin=69.737|End=70.011
44-0	SPK0032	Falling	44	жарайды.	жарайды	linguistic			Begin=70.020|End=70.819
45-0	SPK0031	Continuing	45	Анау,	Анау	linguistic			Begin=70.959|End=71.456
46-0	SPK0031	Continuing	46	¬Жарқын,	Жарқын	linguistic		Anonymized=Yes	Begin=74.944|End=75.608
47-0	SPK0031	Continuing	47	арбыз	арбыз	linguistic			Begin=77.786
47-1	SPK0031	Continuing	47	егіп	егіп	linguistic			
47-2	SPK0031	Continuing	47	жүретін	жүретін	linguistic			
47-3	SPK0031	Continuing	47	жер	жер	linguistic			
47-4	SPK0031	Continuing	47	бар	бар	linguistic			
47-5	SPK0031	Continuing	47	емес	емес	linguistic			
47-6	SPK0031	Continuing	47	пә,	пә	linguistic			End=79.670
48-0	SPK0032	Falling	48	Иә.	Иә	linguistic			Begin=79.684|End=80.831
49-0	SPK0031	Continuing	49	сол	сол	linguistic			Begin=81.325
49-1	SPK0031	Continuing	49	жерге,	жерге	linguistic			End=81.948
50-0	SPK0031	Continuing	50	барып,	барып	linguistic			Begin=81.948|End=82.264
51-0	SPK0031	Continuing	51	тасаттық	тасаттық	linguistic			Begin=82.264
51-1	SPK0031	Continuing	51	беріпті	беріпті	linguistic			
51-2	SPK0031	Continuing	51	дейді,	дейді	linguistic			End=83.358
52-0	SPK0031	Falling	52	анада.	анада	linguistic			Begin=83.362|End=84.017
53-0	SPK0032	Continuing	53	Е:,	Е	linguistic		Prolongation=0	Begin=84.200|End=84.925
54-0	SPK0031	Continuing	54	Сонан	Сонан	linguistic			Begin=84.815
54-1	SPK0031	Continuing	54	кейін,	кейін	linguistic			End=85.631
