token_id	speaker	iu_type	tu_id	span	form	type	modality	features	align
0-0	SPK3002	Falling	0	Всё	Всё	linguistic			Begin=0.831
0-1	SPK3002	Falling	0	енді	енді	linguistic			
0-2	SPK3002	Falling	0	жанды.	жанды	linguistic			End=1.690
1-0	SPK3002	Falling	1	Енді	Енді	linguistic			Begin=1.693
1-1	SPK3002	Falling	1	қызыл	қызыл	linguistic			
1-2	SPK3002	Falling	1	жанды.	жанды	linguistic			
1-3	SPK3002	Falling	1	(H)	(H)	_	_		End=2.616
2-0	SPK3001	Falling	2	Мхм.	Мхм	linguistic			Begin=1.714|End=2.285
3-0	SPK3001	Falling	3	Мхм.	Мхм	linguistic			Begin=2.597|End=3.287
4-0	SPK3002	Falling	4	Ойбай.	Ойбай	linguistic			Begin=4.714
4-1	SPK3002	Falling	4	TAKES_A_SEAT	TAKES_A_SEAT	paraverbal	_		End=5.620
5-0	SPK3002	Rising	5	Жиырма	Жиырма	linguistic			Begin=8.873
5-1	SPK3002	Rising	5	төрті?	төрті	linguistic			End=9.739
6-0	SPK3001	Falling	6	Мхм.	Мхм	linguistic			Begin=9.869|End=10.504
7-0	SPK3001	undefined	7	MOVES_THE_CHAIR	MOVES_THE_CHAIR	paraverbal	_		Begin=11.199|End=12.438
8-0	SPK3002	Falling	8	#####	#####	unknown	_		Begin=11.199|End=12.438
9-0	SPK3002	Falling	9	Жиырма	Жиырма	linguistic			Begin=12.620
9-1	SPK3002	Falling	9	сегізі.	сегізі	linguistic			End=13.998
10-0	SPK3001	Falling	10	Мхм.	Мхм	linguistic			Begin=13.964|End=14.706
11-0	SPK3002	Falling	11	Мына	Мына	linguistic			Begin=14.338
11-1	SPK3002	Falling	11	жерде	жерде	linguistic			
11-2	SPK3002	Falling	11	плюс	плюс	linguistic			
11-3	SPK3002	Falling	11	СОР-ы	СОР-ы	linguistic			
11-4	SPK3002	Falling	11	бар.	бар	linguistic			End=15.872
12-0	SPK3001	Falling	12	Мхм.	Мхм	linguistic			Begin=17.153|End=17.971
13-0	SPK3002	Falling	13	Твой	Твой	linguistic			Begin=18.422
13-1	SPK3002	Falling	13	шаг	шаг	linguistic			
13-2	SPK3002	Falling	13	в	в	linguistic			
13-3	SPK3002	Falling	13	природу.	природу	linguistic			End=20.061
14-0	SPK3001	Falling	14	Екеуі	Екеуі	linguistic			Begin=20.804
14-1	SPK3001	Falling	14	бір	бір	linguistic			
14-2	SPK3001	Falling	14	сағаттық.	сағаттық	linguistic			End=22.415
15-0	SPK3002	Continuing	15	Мынау	Мынау	linguistic			Begin=21.913
15-1	SPK3002	Continuing	15	жиырма	жиырма	linguistic			
15-2	SPK3002	Continuing	15	тоғызы,	тоғызы	linguistic			End=23.311
16-0	SPK3002	Continuing	16	жоқ,	жоқ	linguistic			Begin=23.316|End=23.661
17-0	SPK3002	Falling	17	бірікпейді.	бірікпейді	linguistic			Begin=23.661|End=24.368
18-0	SPK3001	Falling	18	Ммм.	Ммм	linguistic			Begin=23.785|End=24.128
19-0	SPK3001	undefined	19	Хм.	Хм	linguistic			Begin=24.232|End=24.505
20-0	SPK3001	Rising	20	Бірікпей	Бірікпей	linguistic			Begin=24.657
20-1	SPK3001	Rising	20	ме?	ме	linguistic			End=25.374
21-0	SPK3002	Falling	21	##	##	unknown	_		Begin=25.318|End=26.083
22-0	SPK3001	Falling	22	Мхм.	Мхм	linguistic			Begin=25.438|End=25.868
23-0	SPK3001	Falling	23	Екі	Екі	linguistic			Begin=26.181
23-1	SPK3001	Falling	23	сағат	сағат	linguistic			
23-2	SPK3001	Falling	23	бола	бола	linguistic			
23-3	SPK3001	Falling	23	ма.	ма	linguistic			End=27.027
24-0	SPK3002	Falling	24	Мхм.	Мхм	linguistic			Begin=27.075|End=27.525
25-0	SPK3002	Falling	25	Мынау	Мынау	linguistic			Begin=27.570
25-1	SPK3002	Falling	25	бірі.	бірі	linguistic			End=28.396
26-0	SPK3001	Falling	26	Аха.	Аха	linguistic			Begin=28.427|End=29.014
