token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
0-0	SPK4003	undefined	0	_	SNIFF	SNIFF	linguistic	_	_	Begin=1.29|End=1.536
1-0	SPK4003	Falling	1	_	Баклажан	Баклажан	linguistic	_	_	Begin=1.74
1-1	SPK4003	Falling	1	_	жасап	жасап	linguistic	_	_	_
1-2	SPK4003	Falling	1	_	қойдым	қойдым	linguistic	_	_	_
1-3	SPK4003	Falling	1	_	міне.	міне	linguistic	_	_	End=3.016
2-0	SPK4003	Rising	2	_	Жейсің	Жейсің	linguistic	_	_	Begin=3.82
2-1	SPK4003	Rising	2	_	ба	ба	linguistic	_	_	_
2-2	SPK4003	Rising	2	_	нанмен?	нанмен	linguistic	_	_	End=4.559
3-0	SPK4004	Continuing	3	_	Жеймін,	Жеймін	linguistic	_	_	Begin=5.74|End=6.07
4-0	SPK4004	Falling	4	_	конечно.	конечно	linguistic	_	_	Begin=6.3|End=6.8
5-0	SPK4003	Rising	5	_	Неме	Неме	linguistic	_	_	Begin=7.659
5-1	SPK4003	Rising	5	_	тамақ	тамақ	linguistic	_	_	_
5-2	SPK4003	Rising	5	_	ішесің	ішесің	linguistic	_	_	_
5-3	SPK4003	Rising	5	_	басқа?	басқа	linguistic	_	_	End=9.06
6-0	SPK4003	Rising	6	_	Суп	Суп	linguistic	_	_	Begin=9.672
6-1	SPK4003	Rising	6	_	ішесің	ішесің	linguistic	_	_	_
6-2	SPK4003	Rising	6	_	ба?	ба	linguistic	_	_	End=10.123
7-0	SPK4004	Falling	7	_	Суп	Суп	linguistic	_	_	Begin=10.002
7-1	SPK4004	Falling	7	_	ішемін.	ішемін	linguistic	_	_	End=10.505
8-0	SPK4003	Rising	8	_	Ысытайын	Ысытайын	linguistic	_	_	Begin=11.145
8-1	SPK4003	Rising	8	_	ба	ба	linguistic	_	_	_
8-2	SPK4003	Rising	8	_	супты?	супты	linguistic	_	_	End=12.001
9-0	SPK4003	Continuing	9	_	Гороховый	Гороховый	linguistic	_	_	Begin=18.585
9-1	SPK4003	Continuing	9	_	суп	суп	linguistic	_	_	_
9-2	SPK4003	Continuing	9	_	бар,	бар	linguistic	_	_	End=19.27
10-0	SPK4003	Continuing	10	_	рисовый	рисовый	linguistic	_	_	Begin=19.34
10-1	SPK4003	Continuing	10	_	суп	суп	linguistic	_	_	_
10-2	SPK4003	Continuing	10	_	бар,	бар	linguistic	_	_	End=20.22
11-0	SPK4003	undefined	11	_	###	###	unknown	_	_	Begin=20.25|End=20.58
12-0	SPK4004	Falling	12	_	Рисовый	Рисовый	linguistic	_	_	Begin=20.408
12-1	SPK4004	Falling	12	_	суп	суп	linguistic	_	_	_
12-2	SPK4004	Falling	12	_	ішем.	ішем	linguistic	_	_	End=21.373
13-0	SPK4003	undefined	13	_	Ugh	Ugh	linguistic	_	_	Begin=23.096|End=23.38
