speaker	span	translation
SPK6003	Как его звали,	What was his name, ¬Elzhan?
	¬Елжан?	
SPK6006	Бірнәрсе: Индрайвер.	Something, Indriver
SPK6004	Мен сосын,	And I then married to Tajikistan(i) (man).
	ээ,	
	Тәжікстанға күйеуге шықтым ғой.	
SPK6003	Ммм.	Mmm.
SPK6004	Тәжікстанға.	to Tajikistan(i) (man)
SPK6003	Анау ¬Ер–	Was that ¬Erzhan born in Tajikistan?
	Тәжік–	
	Тәжікстанда,	
	туған ба?	
SPK6004	Иә,	Yes, yes
	иә.	
SPK6003	Қалай тауып алдың?	How did you find him?
	@@@	@@@
SPK6004	Осы жаққа,	He came here to look for a Kazakh wife.
	Қызылордаға келген ғой жаңа неге,	
	қазақ қыз аламын деп.	
SPK6006	Ммм.	Mmm.
SPK6003	Специально.	For that specific goal.
SPK6004	Сол,	So, yes
	иә–	
	Сонымен,	In short,
	мен,	
	эээ,	
SPK6003	Неге?	Why?
SPK6004	Ау?	Come again?
SPK6003	А сол жақта қыздар ұнамады ма не?	He didn't like the girls from there?
SPK6004	Тәжіктен алма деген ғой.	They told him not to marry a Tajik woman.
	Қазақтан ал деп.	They told him to marry a Kazakh woman.
SPK6003	COUGH	
	COUGH	
	Біздің қыздар ценятся,	Our girls are valued there, aren't they?
	да?	
	@@@	
SPK6004	Иә.	Yes
	Сонымен,	Thus, my mom's sister introduced me to him. In short, so, my mom's sister introduced us to each other.
	сол,	
	маманың апасы таныстырды мені.	
SPK6003	Ммм.	Mmm.
SPK6004	Я жила в Таджикистане,	I used to live in Tajikistan
	шесть лет.	for six years.
SPK6005	Ммм.	mmm.
SPK6003	Қай қалада?	In what city?
SPK6004	Душанбенің,	In Dushanbe, a fifteen-minute drive away.
	несінде,	
	ар жағында он бес минуттік жер.	
SPK6003	Ммм.	Mmm.
SPK6006	Ммм.	Mmm.
SPK6004	Совхозында.	In the village.
	Сол жақта енді,	There brides are treated like this.
	келіндерді бүйтіп ұстайды ғой.	
	Азанда,	At four in the morning you get up, milk the cow, water the garden, sweep, a handkerchief on your head, pants on your feet.
	төртте тұрасың,	
	сиыр сауасың,	
SPK6006	Ужас.	Terrible.
SPK6004	қораға су себесің,	
