speaker	span	translation
SPK1117	Сен майонезбен жемейсің	You don't eat mayonnaise.
SPK1118	Майонезбен	With mayonnaise? I eat.
	жей беремін	
SPK1117	Кетпуп бар	adding ketchup and mayonnaise.
	майонез қосып	
	###	###
	Малика андай жіберіпті	¬Malika just sent something like that,
	жаңа	
	типа	
	ыыы	uh
	когда подругаларыңның үйіне жиналғанда	it said that when you gather at your friend's home,
	деген да	
SPK1118	Мхм	Uhm.
SPK1117	әрқайсысы андай	each of them brings something with a thing like tray,
	по-	
	поднос сияқтымен	
	бірдеңе алып келеді екен да	
SPK1118	Иә иә	Yes yes.
SPK1117	әртүрлі түспенші	with different colors,
	қызыл	
	ақ қара	(they) bring different things with red, white, black, and yellow.
	сарымен	
	әртүрлі нәрсе алып келеді екен да	
	Сөйтіп	Then
	битып жазып жібергенмін ғой @@@	I wrote like this.
	Жаңа	
	TikTok-тарды	I logged into it in order to watch TikTok.
	кіре салайыншы деп	
	кіре салғанмын ғой	
SPK1118	Ертең сен нешеде келесің	When will you come tomorrow?
SPK1117	Мен ба	Me?
	ертең	
	білмеймін	I don't know.
	Алтылар	Around six.
	Алты емес	Not six,
	бес жарым	five thirty.
	либо	Or,
	ыыы	
	бүгінгідей	like today,
	бүгін мен ерте кетіп қалдым	today I left early,
SPK1118	Бүгін ерте келдің ғой	Today you came early.
SPK1117	сабағым болмайтын шығар дедім да	I thought I would not have classes,
	төртте бір сабақ жоқ болды	one class at four was cancelled,
	Бесте онша сабақ болмайды да	there are not many classes at five,
SPK1118	Ммм	Um.
SPK1117	онша сабақ болмайды деп қоямын бір	I said there are not many classes,
	понедельник болған жоқ	there was no class on Monday,
	сосын бүгін де болмайтын шығар дедім	and I thought there would not be one today too.
	Сөйтіп	Then
	админнен сұрадым	I asked from the administrator,
	Админ деген ол	the administrator is the one who is working temporarily,
	временно болып жүрген қызшы	
SPK1118	Ыыы	Uh.
SPK1117	¬Мектептің несі екен ол	she is that of ¬Mektep (an educational center).,
	Админі екен	She is the administrator.
	Ал ол жердің админінің	And the child of the administrator of that place is ill,
	баласы ауырып жатыр екен	
	сонымен	so
	пока	
	келе алмай жүр екенші	she could not come for now,
	мен әлі көрмегенмін оны	I haven't seen her yet.
SPK1118	Мхм	Uhm.
SPK1117	Сөйтіп	That way,
	болмайтын шығар:	then I thought there would not be one (class),
	онда дедім	
	мен онда қайта берейін дедім да	and then I though  I could leave instead of doing nothing,
	құры отырмай депші	
SPK1118	Мхм	Uhm.
SPK1117	сөйтіп	then
	төртте	
	кетіп қалдым	I left at four.
SPK1118	Ммм	Um.
SPK1117	Сол сияқты	Like that, tomorrow I will also ask,
	ертең де	
	сұрaп көремін	
	типа	like,
	төрттен кейін	if no students come after four o'clock,
	оқушы келмесе	
	бестерде	(they) may not come around five,
	келмейтін шығар	
	кете беремін деп	I will tell (her) and leave.
	кетіп қала саламын	
	Либо	Or
	күтемін	I will wait.
	Уже бестен бес кетсе оқушы келмейді деген сөз ғой	If it's five o'clock, it means students will not come,
	өзі жұмыс алтыға дейін	the work itself is until six o'clock.
SPK1118	Договорға отырдың ба	Did you sign a contract?
SPK1117	CLICK	
	Ана админ келгеннен кейін отыратын шығар деп жатырмын	I am thinking that we will sign after that adminitrator comes.
	Мен	There are also one or two of those are inviring me,
	тағы бір	
	екі	
	не шақырып жатыршы	
SPK1118	Центр	Center?
SPK1117	ыыы	uh
	HeadHunter-дан	from HeadHunter
	иә	
SPK1118	Аа	Ah,
	сен HeadHunter-дан жазып қойып пе едің	did you apply from HeadHunter?
SPK1117	Жазып қойғанмын ғой	Yes, I wrote (the applications).
	иә	
	Что-то жақсы шығып oтыр	it is going well for some reasons.
SPK1118	##	
SPK1117	Білмеймін енді	I don't know.
SPK1118	қай жерде	Where?
SPK1117	Біреуі з- ы	I think one of them is ¬Zere.
	¬Зере	
	ғой деймін	
	Біреуі	
	Абай бір бәле ма сондай	Another one is something like Abai.
SPK1118	Аа	Ah,
	¬Зере	¬Zere,
	мен білемін	I know it.
	Сол жерден	A boy who works there texted me,
	бір бала маған жазған	
	сол бала	
	¬Зереде істейтін	that boy worked at ¬Zere in Astana.
	Астанада	
	@@@@@@	@@@@@@
SPK1117	@@@	@@@
	Білмеймін	I don't know,
	енді андай	it is like,
	мына жерде істеп жүрмін ғой	I think that I am already working here, and it is ok.
	нормально сияқты ғой деп жатырмын	
	Пока	For now.
SPK1118	Көр	You will see it.
	Бірақ мына жерге тезірек кір	But do that here sooner,
	нетіп алсай	
	договорға	
	тезірек отырып алсай	sign a contract sooner.
