speaker	span	translation
SPK0035	Ладно.	Well.
SPK0034	Елу минутқа дейін жеткізсек болады?	Should we do it till 50 minutes?
SPK0035	Оған просто,	She just needs to be there at 15:30. I mean, ¬Kamila will wait, nothing will happen to her, her ass won't fall off.
	общество он бес,	
	он бестен отыз кеткенде болу керек.	
	Ну ладно наверное успею.	
	Если что ¬Камила подождет.	
	Артық ешбір жері,	
	түсіп қалмайды мені күткенше,	
	құдай де.	
SPK0034	@@@@	@@@@
SPK0033	А это,	Do you get money for it?
	ақша тауып жатыр?	
SPK0035	Иә,	Yes, I do but I am not working yet. What day is it?
	ақша тауып жатырмын просто,	
	жұмыс жасап тұрған жоқпын,	
	бүгін втор-	
	бүгін қандай күн?	
	Среда?	
SPK0034	Среда.	Wednesday.
SPK0033	Ох-	Oh my God, already Wednesday?
	фигеть,	
	сегодня среда?	
SPK0034	Бүгін среда,	Yes.
	иә.	
SPK0033	Мне надо еще поехать за AirPodsами.	I also need to go and get my AirPods.
SPK0035	Менде--	I...
	менде кеше жұмыста scrum meeting болды да.	... had a scrum meeting yesterday.
SPK0033	Ол не?	What is it?
SPK0035	Scrum когда ты,	This is when you meet and say what you did over the last 2 days.
	встречаешься и говоришь,	
	что ты сделал за два дня.	
SPK0033	Ой бля.	Damn.
SPK0035	И мен такая,	"And I was like, ""Didn't do anything."""
	я ничего не делала.	
SPK0033	Сосын?	And then?
SPK0035	Ничего не сказали.	No one said anything about it. When I was on my EAP classes on Foundation program, our tutors would always check our projects and I swear, if you hadn't done anything for like 1-2 days, they would've got so pissed offf about it. My professor was also very toxic and just choking me you know.
SPK0034	Да.	I see.
	Бізде деген ЕАП-та,	When I was on my EAP classes on Foundation program, our tutors would always check our projects and I swear, if you hadn't done anything for like 1-2 days, they would've got so pissed offf about it. My professor was also very toxic and just choking me you know.
	Foundation-да,	
	күнде тексеретін еді,	
	біздің,	
	проекттарымызды,	
	типа тьюторларымыз,	
	сондай,	
	бір-екі күн жасамасаң,	
	ол уже,	
	давить ететін еді,	
	и есть же у меня же проф был такой говенный,	
SPK0035	М.	M.
SPK0034	типа,	
	душнила,	
	токсик,	
	все все все.	
SPK0033	# У меня этот,	"Mine was like, ""Have you done anything?"" And I was like no. My topic was also procrastination, funny enough."
	ты опять ничего не сделала я такая,	
	@	
	У меня короче тема еще про прокрастинацию была @	
SPK0034	Е @@@@@	Е @@@@@
SPK0035	@@@@@	@@@@@
SPK0033	Иә а я просто делаю research @	Yes, yes, I am researching you know.
SPK0034	Фаундта ма?	Was it on Foundation?
SPK0033	Да @	Yes.
SPK0034	М.	М.
SPK0035	Ты прокрастинировала.	You were already procrastinating.
SPK0033	Ну типа как,	I mean like how perfectionism affects your procrastination.
	перфекционизм влияет на прокрастинацию,	
	что-то такое.	
SPK0034	А.	А.
SPK0035	А.	А.
SPK0034	Прикольно.	Interesting.
SPK0035	@@@	@@@
SPK0034	Ужас.	Damn.
SPK0035	Синхронизация @@	You were synchronizing with your topic.
SPK0034	@@@@@	@@@@@
SPK0035	Бізде,	When we were studying offline at school, our classes started at 9 AM till 3PM.
	э,	
	бізде,	
	сабақтар,	
	тоғызда басталатын ғой азанғы,	
	и типа,	
	бізде типа,	
	просто по расписанию в школе,	
	когда оффлайн было,	
	все типа до трех,	
	часов дня же длилось,	
	и когда мы на онлайн перешли,	And we started studying online, everyone was like and how will it be? And then they shortened our classes from 90 minutes till 45.
	все такие,	
	блин,	
	как теперь учиться.	
	И уроки сократили с,	
	девяносто минут,	
	на сорок пять.	
	и тоқсан минут.	So, 90 minutes, and...
	И--	
SPK0033	Вам пары типа сделали?	Did you have like lectures like at universities? Like two classes in a row with a break?
	Типа первый второй урок?	
SPK0034	Тоқсан минут,	Won't your ass become a stone after sitting for 90 minutes.
	Онлайнда,	
	отырсаң,	
	күтің тас болып кетеді ғой?	
SPK0035	Иә.	Yes.
	А бізде короче,	So, firsly they made classes 45 minutes, not 90. Like the first class - 20 minutes, then a 5-minute break, then another 20-minute class.
	тоқсан минуттық қырық бес минут қалды и,	
	жиырма жиырма минуттан,	
