speaker	span	translation
SPK0032	Массаж жасап аламын,	This is how I get a massage done on me.
	сөйтіп.	
	Әгі әкең айтады ғой,	You know your father says...
	ат—	
SPK0027	Мама?	Mom, you do not have to undress.
	Шешпей-ақ қой.	
SPK0032	Атқа,	To the horse...
	не еткен,	...they did that thing..
	осылай отырайын ба?	Should I sit like this?
	Осылай отырайын ба.	Should I sit like this?
SPK0027	Мына жаққа қарап отыр.	Sit facing this way.
SPK0032	Е.	Okay.
	Қақалған ат ұқсап,	"[He would say:] ""what are you doing like a horse that is suffocating?"""
	немене істеп отырсың деп.	
	Мынаны шешейін иә?	I should take this off, right?
SPK0027	Шешпей-ақ қой.	Please do not.
	Или шешіп тасташы.	Or, yes, just take it off.
	Бүйтіп.	Like this.
SPK0032	Халатты,	Let me take off the robe.
	халатты шешіп тастайын.	
	Шешіп тастайын?	Let me take it off, okay?
SPK0027	Жоқ өстіп қойдым міне.	No need. I did like this.
	Мойныңа ғана жасаймын.	I will only do your neck area.
SPK3001	Әй,	You guys, why do you not close the door normally when you enter?
	есікті неге,	
	жауып,	
	кірмейсіңдер,	
	дұрыстап а.	
	Шыбын кіріп кетіпті.	Flies flew in...
	Элементарно?	Can you not simply close the door?
	Есік жаба алмайсыңдар ма.	
	###,	
	###.	
SPK0027	Кімге?	To who?
SPK3001	¬Меңсұлуға деймін.	To Mensulu.
	Медосмотрды,	I was going to go to work after finishing my medical check-up, but they said that the list had not arrived yet...the accounting department said so.
	бітіп,	
	жұмысқа барайын десем,	
	немене дейді,	
	список әкелген жоқ дейді,	
	бухгалтерия,	
	Алла.	Allah!
SPK0032	Әне біреу,	I beg you guys please do not take that little boy everywhere casually...you will get him jinxed...I mean Bakonay.
	ұлды ##,	
	көт-,	
	селтектетіп,	
	¬Беконәйді айтамын.	
	А-,	
	ауыртып алмаңдаршы өзі,	
	көздендіріп.	
SPK3001	Құдай сақтасын.	God save!
SPK0032	@	
	Олимпикасын киіп кетіпті ғой,	That little boy went out wearing his jacket... oh my little boy!
	құдай-ау сол.	
	Көтеріп.	They took him hugging.
SPK3001	Сәлеметсің,	Hello Sayan.
	¬Саян.	
	Мен медосмотрдан өтіп қойдым,	I finished my medical check-up.
	иә ертең,	Yes, tomorrow is my time to start work again.
	жұмысқа шығатын уақытым.	
	Бірақ ана,	But that...
	¬Тук мм—	
	бәрін өткізіп қойғанмын.	I submitted everything that was required...
	¬Тукаева мектеп,	Tukayeva says that the school did not send a list yet.
	список берген жоқ дейді.	
	Мұғалімдердікін.	The list of teachers...
	Сондықтан,	So that's why I will just casually go to work without my medical book.
	мен енді,	
	ертең,	
	жай бара салам жұмысыма.	
	Без,	
	санитарной книжки.	
	Бухгалтер,	I guess the accountant said she needs to submit the list or something...[for] the money.... this much...
	өткізу керек дей ме,	
	ақша:,	
	содан кейін списоктарды,	
	осыншама деп.	
SPK0027	Оплата.	Payment.
SPK0032	Ой Алла (Hx).	Oh God!
SPK3001	А.	Come again?
SPK0027	Оплата жүреді.	You meant to say that the payment will be transferred...
SPK3001	Иә.	Yes.
	Иә.	Yes.
	Ойбай.	Oh
	¬Айсара,	
	жүре берсін үйде.	Let Aisara just be home..
SPK0027	Мама,	Mom, relax it.
	бос ұста.	
SPK0032	Мен ¬Назгүл,	Nazgul.. I think I add some weight...
SPK0027	А.	Yes?
SPK0032	семіріп кеткенмін екен деймін,	
	өзім.	
	А ¬Аяжанға қарасам,	I looked at Ayazhan, and she is also big, which is good.
	толық екен?	
	Ол да жақсы.	
SPK0027	###,	
	семірген жоқсың сен.	You did not add weight.
SPK0032	А.	Come again?
SPK0027	Семірген жоқсың деймін.	I am saying you did not add any weight.
SPK0032	Қайдан білемін.	How can I possibly know...
	Соны ойлағанмын.	That's what I thought.
	Бірақ анау күні әгі,	But the other day...
	больницада жүргенде,	when I was in the hospital...
	алпыс жеті-ақ килограмм болдым?	I weighed only 67 kgs.
SPK0027	Е:.	I see.
SPK0032	Больницада өлшеді ғой әгі,	You know they weighed me when we were about to enter.
	кірерде.	
SPK0027	Иә.	Yes.
SPK0032	Өлшеп алады екен.	Apparently they weigh you there first.
	Сонда,	So they said 67...
	алпыс жеті дейді ана,	
	киіміңіз деді,	They said my clothes weighed half a kg.
	бір жарты килограмм деді.	
SPK0027	Иә.	Yes.
SPK0032	Бір әгі,	They apparently remove that.
	сол ###,	
	шығарып тастайды екен.	
SPK0027	Иә.	Yes.
SPK0032	Әгі,	In that place called reception.
	қабылдау жерде,	
	деген жерде.	
SPK0027	Иә.	Yes.
	¬Айсара?	Hey Aisara?
SPK3001	EXPRESS_AFFECTION_TO_THE_CHILD	
	####.	
	###.	
SPK0032	####.	
	Ә:,	I got fat like a bag..
	мен,	
	қаптай болып,	
	семіріп кеттім өзі.	
	Құдай сақтасын.	God save...
SPK3001	STARTS_KILLING_FLIES_IN_THE_ROOM	
SPK0027	Кім.	Who?
	Жаңа ғана,	Just now she said she is not fat but now she is saying she is fat.
	семіз емеспін деген,	
	енді семізбін дейді.	
SPK3001	Нормальный ғой.	She is just right.
	Арық емессің,	You are not underweight, mom.
	мама сен.	
	Түк те арық емессің.	You are not underweight at all.
	Нормальныйсың.	You are just right.
SPK0027	Семіз ##.	Fat..
SPK3001	Семіз де емессің.	You are not overweight either.
SPK0032	Жо:қ,	No... I mean...
SPK3001	Андағыда,	If you lose even more weight, it will be bad for you.
SPK0032	а:-,	
SPK3001	андағыдан,	
	арып кетсең,	
	жаман болып қаласың.	
SPK0032	арық,	I am not saying I am thin.
	арықпын деп,	
	отырғаным жоқ.	
SPK3001	Е.	Oh
SPK0032	Соны,	That's what I am saying... I wish I do not do that...
	семіре #,	
	сөйтіп,	
	не етпесем екенмін деймін.	
SPK3001	Немене етпесем екенмін.	Do what?
SPK0027	Семірмесем,	She is saying she wishes she does not add weight.
SPK0032	Сем—	
	Семірмесем,	I wish I do not add weight.
SPK0027	екенмін дейді.	
SPK0032	екенмін деймін.	
SPK3001	@@	
SPK0032	Мен өзім,	My bones are heavy.. but the other day whey I was being checked at the hospital I was only 67 kg.
	сүйегім ауыр,	
	бірақ анау күні әгі,	
	больницаға қабылдау,	
	онда алпыс жеті-ақ килограмм болдым.	
	Әгі гиряға салды ғой.	You know when they put me on the scales?
	Сонда қабылдауға,	When I was checked prior to being hospitalized.
	больницаға жатқанға.	
	Мен айттым,	"I said: ""Dearie, my bones are heavy and I barely can move myself."""
	қарағым,	
	мен өзі сүйегім ауыр дедім.	
