speaker	span	translation
SPK1109	¬Ділнәз	
SPK1126	Қарындасы	
SPK1109	Е:	
	Әйелі сол	
SPK1126	Әйелі сол	
SPK1109	Е:	
	ое	
SPK1104	Сүт әкеліп берейін ба	
SPK1126	¬Ділнәздің қарындасы	
	ай ¬Ділнәздің қызы	
	¬Мұрат пен ¬Ділнәздің	
SPK1109	Е:	
	білдім	
SPK1126	Біз ана Қаратөбелік	
	болғаннан кейін әлгі ¬Динардың	
	біріншіден сегізіге шейін бірге оқыған сабақтастары	
SPK1109	Е:	
SPK1126	Содан кейін	
SPK1131	Иә осы нөмерге хабарлассаң	
SPK1126	Бұбиханда не арман бар	
	отыз-	
SPK1131	сені әуре қылатын###	
SPK1109	О:	
SPK1126	отыз:	
	алтыншы жылы туылды деді ма	
SPK1131	Екілерде барамын	
	деп сөйтті ғой ана:	
SPK1126	Отыз	
SPK1131	###	
SPK1126	төртінші жылы туылды деді ма	
SPK1109	Сексен:	
SPK1131	###	
SPK1126	Отыз төрт	
SPK1109	Сексенге келіпті	
SPK1126	Жазып қойыпты	
SPK1131	###	
SPK1126	Отыз төртінші жылы туылыпты	
SPK1109	Сексен	
SPK1131	Өзі барады деп###	
SPK1109	тоқсанға келейін депті	
SPK1126	Ын	
	Тоқсанға келді деп шығарды ғой	
	Тоқсан ғой сексен үш	
SPK1109	Мммм	
SPK1126	Тоқсан	
	Жиырма үш деп айтамын деп	
	сексен үш деппін ғой	
	тоқсанға келіпті	
SPK1131	Ертеңгі тойды	
SPK1126	Мәә	
	WHISPER керемет	
	керемет жасаған	
SPK1131	қайтеміз сонда	
	Мыстағы	
SPK1126	А	
SPK1131	Мыстың тойын	
	қайтеміз	
SPK1126	Соны	
	¬Динар апарып келе ма деп	
	мен ойлағанмын	
	ертең жексенбі десем	
	¬Динар шеше жексенбі демалыс болса да мен апара алмаймын сол	
	Таңнұрымның тойы бар деді	
	Одан кейін	
SPK1131	Мм	
SPK1126	е мақұл екен десек	
	идарасы тексеру келеді деп	
	қызмет істеп жатыр	
	Идарада	
SPK1131	Ммм	
SPK1126	Бәлкім түскі шайға келіп қалады	
	Жексенбіге асхана аша ма ашпай ма	
SPK1131	Кім	
	¬Аман	
	барамын	
	дегендей қылып тұрды ғой	
SPK1104	Істейді екен	
	ертең	
SPK1131	А	
SPK1104	Істейді екен	
	А SOMETHING_FELL	
SPK1131	###	
SPK1126	Содан кейін	
	¬Фариге сөйлесіп қойғанмын енді	
	қатынас пұлымызды берейік:	
	барып келейік:	
	біздің енді:	
	жағдайымыз келмей тұр:	
	әйтпесе мына	
	жақын жер	
SPK1131	Ертең	
SPK1126	大弯 -нан аса салып	
SPK1131	демалтпай ма екен	
	әкеңдерді де	
SPK1126	¬Динар апарып келетін еді	
SPK1104	Істейтін болдық деді	
	Демаламыз деп еді	
	істейтін болдық ##	
SPK1126	Десем ¬Динар мені жолататын емес	
	маңай-шаңайына	
	Қарбалас екен	
SPK1131	Әйтеу қарбалас	
	тексеру	
SPK1126	Сол	
	қызмет	
	Әзір идарада істеп жатыр	
	таңертең ерте шайын ішіп кетті	
SPK1131	¬Аман бүгін істеп	
	ертең демаламын ба деп тұрған	
SPK1126	Тойға	
	да бара алмадым ана қыздардың деп	
SPK1131	Кім	
	қайтеді екен	
	Гүлнәр тәтемдер өздері бір машинамен барады ғой	
SPK1126	Соныменен	
	енді барып келсек болар еді	
	CREAKY ыы ұят қой енді	
	Деп ойласып отырмыз енді	
	қатынаспен болса да барып келеміз деп	
	қатынас бірдеңеге сөйлеспедік	
SPK1131	Қатынас қой көп енді	
	таңертең ерте шықсақ	
SPK1126	Қатынасқа үйімізден:	
	алып кетіп	
	қайта үйімізге әкеліп қой дейміз ғой енді ол	
	қатынас пұлын береміз ғой	
	Болмай бара жатса	
	сол сөйтеміз ба:	
SPK1109	Болмай бара жатса	
	¬Аман істесе	
	ме- маған	
	май құйыңдар деп ¬Аманның @@	
SPK1126	Құяйын	
	Құяйын	
SPK1109	Қатынасқа берген пұлдарыңды-	
SPK1126	болды мен	
SPK1131	Кімге	
	немене	
SPK1126	Ей ол қатынас бекер апармайды жаным	
SPK1131	әлгі	
	¬Ернарды	
SPK1109	Апарып келе ма	
SPK1131	Темірлікке бір	
	неменеге	
	докторға	
	соған апарамын деп жүрген	
	әйтеу	
	###	
	Сол әзір түсте келсе	
	көріп ақылдасамыз ғой	
SPK1126	Немене етсе	
SPK1131	Соны бірге ала барып кетсе	
	әлгі	
	дәрі	
	өткеннен бері ұнамай қойған	
	қышытады бірдеңе деп	
	содан кейін кеше айтып едім	
	мақұл дегендей қылды ғой	
	Соған енді бір кеткенінше жиырма күн	
	дәрі жағып біраз	
SPK1109	Мынауда соныңкі ма	
SPK1131	денесі-	
	денесі жақсы болмай тұр	
SPK1109	Құры күкірт қой ана біреусі	
SPK1131	Мынау	
	базардың дәрісі сол	
	Дәріні ананы алып	
	мынаны алып бердік	
	сол жақсы болмай тұр	
SPK1126	ой сол ғой ба-	
SPK1109	Бекер ол деген	
SPK1126	ол бекер дегенменші	
	¬Сәния	
SPK1109	М	
SPK1126	әлгі	
	жаның ауырса	
	анау ем болып қала ма анау шипа болып қала ма деп	
	ол бекеріңе де келмейді жаным	
	Жаның ауырарда не шипа болады дегенді ойлайсың	
	соның ішінде	
	ем көп	
	сәт аз деп Алла бір сәтіне салып қалса азаптығы жоқ	
	Тікенгүл жақты ма	
	Тікенгүлің де керемет дейді ғой	
	Өткенде	
	Үрімжіде бір	
	хансу кемпір айтты ғой	
SPK1131	Тікенгүлді бірдеңе жасайтын шығар	
SPK1126	Маған да күн	
	күн	
	过敏 қылады да	
	Содан кейін	
	не қылды дегеннен кейін	
	осы менің білектерім	
	бөрітіп кетті ғой деймін әлгі күнге	
	Содан кейін мен әлгі битіп	
	басқа киетін шапка битіп мұндай тартып алып	
	содан кейін айттым да	
	осы мына күннің нұры	
	қиын 过敏 қылып жатыр:	
	过敏 қылады	
	тегі бар еді 紫外线	
	десем ана сол	
	тікенгүлді	
	жағып жағып қойсаң	
	күн	
	过敏 қылмайды деп әйтеу	
	Сол хансуша талай әңгіме айтып еді мен онша	
	әлні толық хабар болмағаннан кейін	
	шала-шалпы ұқтым	
	шыны керек	
	Біздің үйде бар деді енді	
	ойбай сенің үйіңдегіні бер деп айтққанға ауыз	
	келмеді	
	мен берейін дегендей сөз айтты енді	
	оны құзап артынан түсіп	
	мен алмадым	
SPK1131	Не қылар-	
	Бұл ғой өзі	
	жүре беремін дейді ол	
	қайтып жүре береді ол	
	Үлкейіп қалды немене етсе	
SPK1109	Кім	
SPK1131	Ештеңе қылмайды деп	
	¬Ернар деймін да	
SPK1109	Ой ештеңе қылмайтын іс жоқ	
SPK1131	Ештеңе қылмайтын іс жоқ	
SPK1126	Иә көрінгені жақсы	
	Әйтеу бір енді	
	Алла	
	шипалығын берсе азаптылығы жоқ сол	
SPK1109	Қотыр арасанға бір апармады ма	
SPK1126	Апарып келген ғой ¬Жазира бір	
SPK1131	А	
SPK1109	Қотыр арасанға	
SPK1131	Апарғанбыз ғой біркезде	
SPK1126	¬Жазира бір апарып келген	
	апарып әуелі	
	皮桶 皮桶 қылып суына шейін әкеліп құйып:	
SPK1131	Қотыр арасанға он үш күн салғанбыз	
	сол бір кезде	
SPK1126	ымым	
SPK1109	Тотияйынды	
	деуші ма еді	
	Не деуші еді	
SPK1131	Ой бұл сол ұшынып пайда болған дейді сонымен әйтеу	
SPK1126	Қатты ұшықтатсаң есінен талдырып отырып	
SPK1131	Сол мына жердегі ана:	
	әлгі	
	кімге бір апарайық деп едік	
	Немене етпейді ғой	
	идеясынан өтпейді ғой сол	
	##	
SPK1126	Анау күні	
SPK1131	¬Аман айтпаса	
SPK1126	біз келгеннен кейін	
	Дарынды бір ұшықтаттық	
	қошынамыз ұйғыр апамызға	
	Шөп	
	неше	
	а жеті түрлі шөп деді ма	
	сонымен сабап отырып ұшықтады ғой	
	Егер немене етсе	
	сол апаны бір	
	әкеліп	
	ұшықтатып алып кетейік	
	Ұйғыр апа	
	Жеті түрлі шөппен	
	сабап отырып ұшықтатып	
SPK1109	Ол ең әйбат	
SPK1126	Бұрыннан сондай несі бар екен аз	
SPK1109	Ммм	
SPK1126	¬Аманның өзін де қосып сабақ жіберіп@@@	
	Айтымын ғой деймін	
	сөйтіп	
SPK1109	Өзің бір ұшықтанып ал	
SPK1131	Өткендегі әлгі	
	Бейбіттер айтып жүрген әлгі	
	##	
	Соған бір барса болушы еді сол	
	қотыр бірдеңеге де	
	неменеге де жақсы екен деп елдің бәрі	
	немене етпей жүр ғой	
SPK1126	¬Сәния	
	бір екі шыны шай ішіп кетейік мен шайыма жай қаламын	
SPK1109	Шайыме жай қаламын	
SPK1126	Кешегі ¬Әлия ұқсап	
SPK1131	Немене қылатын шығар	
	Әйем	
	Кетпейтін шығар	
	##	
SPK1126	Әйең	
	де енді ана	
	біздіңкіне барып демалып тұрсын Гаухардың андай-мұндай жұмыстарын бітіріп ал сен енді	
	Біздіңкінде	
	ешкім жоқ	
	демалып:	
SPK1131	Не жейсіңдер-ей балам	
SPK1126	Мен анан	
	шайда көп отырады ғой дейсің ба біреу	
SPK1131	Немене де жоқ екен	
SPK1126	түсте бір екі шыны шайын ішіп қана шығамыз	
	түскі демалыс ##	
	Кетейік	
	Кешегі ¬Әлия ұқсап шай тарағанда барып жүрмейін	
SPK1131	Сүт те жоқ	
SPK1126	Жаяумыз	
	Жүр	
SPK1131	Сіздің 电动车 -ыңыз қайда	
SPK1126	Бар	
	мінбедік қой ¬Сәния екеуміз болғаннан кейін	
SPK1109	Ой мен	
	мен ондайға мінгесе алмаймын	
	мен	
SPK1126	Мен әлгі	
	алып жүре алмаймын	
	¬Сәния мінгесе алмайды	
	сонымен екеуміз	
	жаяу жүре салдық	
SPK1109	Болды шай ішетін болдық па	
SPK1126	Мен сол жөндеп жатқаннан кейін	
SPK1109	(H)	
SPK1126	бір-екі шыны шай ішейік	
	дей салдым ғой	
SPK1109	BURP	
	BURP	
SPK1104	Сүт әкелейін ба	
SPK1109	BURP	
	BURP	
	Ойбай-ей	
	#####	
SPK1126	Еее	
	Одан азырақ қылып	
	қайнақ су ғана құйып	
	бір-екі ұрттасаң болды	
SPK1131	Жаңа сүт ала кір деп	
	ұмытып кетіптік қой	
SPK1126	Болды	
	көп шай ішпейміз біз де таңертеңгі шайды жаңа ғана іштік	
SPK1109	Қайнақ-	
	Маған қайнақ су #	
	Жаңа іштік	
	мен	
	Ай	
	¬Мұратбай шығар	
SPK1126	Ау балам	
SPK1109	О балаларың екен да	
SPK1126	Ау	
SPK1109	Жаңа да балаларың	
SPK1126	Әкең 广场 -да отыр екен	
	біз ана:	
	¬Гаухар ертең кетеді дегеннен кейін бір	
	аман бар деп айтып қояйық деп	
	әйең екеуміз	
	Аман ағаңдардыңкіне келгенбіз	
	Әзір менің шайым бар	
	түсте үйге келесің ба	
	Кешегі тамақ бар	
	Мен ана қошынаның шайы бар	
	Ымым	
	Ана ¬Сәрсен	
	Өзің біл енді	
	Ымым	
	Ее болады	
	Ымым	
	Ммм мақұл	
SPK1131	Қара шай болды ғой	
SPK1109	Ештеңе етпейді	
	Ойбай-ай	
SPK1126	Еее	
	拖鞋 мына жерде тұрса	
	көрмей кіріп кетіппін ғой	
SPK1131	Су шығар	
	аяғыңыз су болып кетті ма	
	Мынаның іші су	
SPK1126	Жоқ (Hx)	
	##	
	Сол идарадан іші саламын ба дейді	
	外卖 шақырта саламын ба дейді	
	өзі білсін	
	####	
	Ақыл өзіңе деп	
	(H)	
	Мен мынауымды бір	
	# берсең болады екен	
	Міне мына жерде бір	
	мына біреу жіпті көрдің ба	
SPK1109	Көрдім	
SPK1126	难受 болып тұрмын	
	тәуір@	
	қайта қайта	
	Жұлайын десем	
	бір қолыммен келмейді екен	
SPK1109	Болмайды	
	Бір жеріңді	
SPK1126	Жеңімнің	
SPK1109	жұлып тастап	
SPK1126	@@а жеңімнің	
	мына жерін ойып тұрып кесіп@@@@@	
SPK1109	@@@	
SPK1126	@@@	
SPK1109	Кетік шығарып қойып жүрме	
SPK1126	кетік шығарып@@@	
	Болды ¬Жазира	
	әкелмей ақ қойшы оның бәрін жиюдің өзі де бір	
	әурешілік болып кетеді	
	Болды	
SPK1131	Нан да желінбей әйтеу	
SPK1126	Не	
	¬Гаухардың	
SPK1131	Желінбейді	
	нан деген	
SPK1126	##	
	Бірдеме бірдеме несін салып	
	сендер енді тіршіліктеріңді-	
SPK1131	Түстен кейін	
SPK1126	Иә	
SPK1131	көшеге шығып бірдеңелерін ала ма әйтеу	
SPK1126	Керек-жараққа келгенде	
SPK1131	бітпеген істер	
SPK1126	¬Әлиялар	
	кетіп па екен	
	Хабарластың ба	
SPK1131	А	
SPK1126	Кетіп па	
	Күнеске	
SPK1131	Кеше ¬Гаухарға	
	тамақ іш деп	
	сөйтіп	
	сағат төртте барамын деп жатқан	
	Төртте машинаға	
SPK1126	Мм	
SPK1131	айтып қойдық деп жатқан ғой	
	Бізге кеше түстен кейін	
	жарым күн	
	жиын ашты әйтеу	
	###	
SPK1126	Ымым	
SPK1131	Ақсудың әнегүнгі	
SPK1126	Еее	
SPK1131	немене нандары	
	Төрт қабаттап	
SPK1126	ымым	
SPK1131	қабаттап	
	битып салып тастасақ	
SPK1109	冰箱 -ға да	
	жөнімен сыймайды екен деп	
SPK1126	@@@	
SPK1131	Сыймайды	
SPK1109	Ымым	
SPK1126	рахмет	
SPK1131	Төрт қабаттап	
	Недеген	
	қайтып пысырыпты	
SPK1109	Мына гүлі бар ма екен	
SPK1126	А	
	Е бар екен	
	Ымым бір	
SPK1109	Бір-	
SPK1126	бүйтіп ашып тұрған гүлі	
	бар екен	
	Ымым	
	Сол ресімге түсетін гүл ғой деймін	
	Ана	
	кім	
SPK1109	Ол ашып тұрған емей-ақ	
	假 гүл екен	
SPK1126	假 гүл екен	
SPK1109	Мен барғам жоқ оған	
SPK1126	Барған жоқпын мен	
SPK1109	Мен әзір мынаны оқып жатырмын	
	Жіберіп қойыпты ғой мынаны	
SPK1126	Ымым	
SPK1109	бір сабақтасым	
	Мынау	
SPK1126	Ым е сол	
	тұр	
	далада	
	Ымым	
SPK1109	Ымым	
	Соны айтып жатырмын да	
SPK1126	Ымым	
SPK1131	Шығарып тастадың ба балам	
SPK1104	Мхм	
SPK1109	Бір сабақтасым	
