speaker	span	translation
SPK2001	Что ¬Гүлайша бүгін РДЦға бардың ба?	So, ¬Gulaisha, have you gone to RDC today yet?
SPK2002	Да.	Yes.
SPK2001	Нешеге-	So what time did you wake up then? To go to the RDC.
	нешеде тұрдың сонда?	
	РДЦға бару үшін.	So what time did you wake up then? To go to the RDC.
SPK2002	Ой.	Oh, (I) woke up at 8:45, and left around at 9-10.
	Сегізде,	
	қырық бесте,	
	тұрдым.	
	Тоғызда онда сосын шықтым.	
	Сосын тоғыз жарымда,	Then at 9:30, I was at the RDC.
	РДЦда болдым.	
	##.	##.
SPK2001	А что мусор төккен жоқсын?	Why didn't you take out the garbage then?
SPK2002	(TSK)	(TSK)
	@@@@@@	@@@@@@
SPK2001	@@	@@
SPK2002	Ну менің кезегім емес деген дейсің ғой.	Say because it isn't my turn?
SPK2001	@@	@@
SPK2002	@@@@	
SPK2001	Разве?	Really? I threw away the trash yesterday by the way.
SPK2002	Ну да.	
SPK2001	Мен кеше мусор төктім вообще-то.	
SPK2002	Вообще-то мен екі рет төктім.	I have thrown away two times already.
SPK2001	Қашан?	When?
SPK2002	Үйде болғанда.	When I was at home.
SPK2001	Өтірік соқпашы.	Don't lie.
SPK2002	Соқ-	I don't lie.
	соқпайм мен.	
SPK2001	@@@@	@@@@
	И что,	So, did you go the RDC by bus?
	автобуспен бардың ба?	
SPK2002	Айт-	Yes, I have already told (you) that I went by bus.
	@@	
	Айттым ғой автобуспен бардым деп.	
SPK2001	А,	Oh, really?
SPK2002	@@	@@
SPK2001	да?	
	Не знаю менің просто ойымда мусор төгу болды @@@	I don't know, I was only thinking about that taking out the garbage thing.
	И что анда барсаң,	So, when you went there, was there a long queue?
	очередь па?	
SPK2002	Жоқ.	No, there was no queue for an ultrasound.
	УЗИге вообще,	
	очередь жоқ.	
	Поэтому мен сағат,	That is why I entered at 9-10 already.
	тоғызда онда сразу кірдім.	
SPK2001	Хотя запись сенде онда болды иә?	Even though you were registered for 10?
SPK2002	Да.	Yes.
SPK2001	Везет.	Lucky you.
SPK2002	Тс.	You say.
SPK2001	Осы мен РДЦға барсам бәленбай очередьта тұрамын.	Every time when I go to RDC, I spend a lot of time queueing there.
SPK2002	@@	@@
SPK2001	Күтемін еще пока мен анда.	I wait there until they call me.
	Күт-	
	не,	
	пока п-	
	не позовут.	
SPK2002	Хм.	I see.
	М.	
SPK2001	Лох.	Loser.
SPK2002	Лох.	Loser.
SPK2001	@@@@@@@	@@@@@@@
SPK2002	@@	@@
SPK2001	И что сен УЗИге бардың,	So you went for an ultrasound, what did tell you on the ultrasound?
	УЗИда не деді.	
SPK2002	А,	That I have pancrease deformation, something like that.
	что у меня там,	
	COUGHS	
	деформация,	
	поджелудочной,	
	железы что-ли?	
	Короче еще застой желчи.	Also I have bile stasis.
	Менде бар.	
SPK2001	COUGHS	(COUGHS)
	Әйтеуір менің айтқаным келді ме?	So, everything I said came true, right? ####
	####	
SPK2002	Ну.	Yeah. That is why I often feel sick.
	Содан ғой мен,	
	часто тошнить,	
	етіп тұрған.	
SPK2001	М.	М.
SPK2002	Каждый день.	Every day.
SPK2001	Сен сосын қа-	Then you returned home right after that?
	сразу үйге қайттың?	
SPK2002	Жоқ.	No.
	Натощак барғаннан кейін #,	I went to RDC on an empty stomach, so I was hungry.
	қарным ашты cосын одан кейін.	
	Столовыйға барып,	(I) went to a canteen and had some food.
	тамақ іштім.	
	Анда оказывается завтрактар алты жүз тенгеден.	Apparently, breakfasts start from 600 tenge there.
SPK2001	Да ладно,	Really? That cheap?
SPK2002	Да цены такие.	Yes, the prices are like that.
SPK2001	арзан ғой?	
SPK2002	Ну.	
SPK2001	Вообще.	Wow.
SPK2002	Екі жарым жұмыртқа,	2 and half eggs, 1 sausage, a salad, 2 toasts that were fried, then a butter and a cup of coffee.
	бір сосиска,	
	салат,	
	сосын екі,	
	нан.	
	Тост.	
	Жариттелген.	
	Сосын май мен,	
	кофе.	
	Соның бәрі ғана алты жүз-ақ теңге ғана төлейсің,	For all of them you pay only 600 tenge.
	вообще күшті.	Really good.
SPK2001	Блин,	That's amazing.
	күшті.	
SPK2002	Ну.	Yes.
	Вкусно.	Tasty.
SPK2001	Поэтому мен,	That is why whenever I go to the RDC I always eat there. So delicious.
	всегда РДЦға барған кезде,	
	всегда солай анда тамақ ішемін.	
	Там вкусно.	
SPK2002	Ну мен бүгін анда бірінші рет тамақ іштім.	It was my first time having a meal there today.
SPK2001	Да ну?	Really?
SPK2002	Да.	Yes.
SPK2001	Ну мен саған,	Haven't I brought you the food from there before?
	бұрын оның алдында,	
	ну этот,	
	на вынос әкеліп жүрдім ғой?	
SPK2002	Жоқ,	I mean inside the RDC's canteen.
SPK2001	Не помнишь?	Don't you remember it?
SPK2002	оның ішінде.	
	Столоваядың ішінде.	
SPK2001	М.	I see now.
	Солайда кісі көп болды ма?	Were there many people there?
SPK2002	Да.	Yes.
	Да,	Yes, a lot. There was a woman with her little child sitting at my table.
	вообще кісі көп.	
	Менің столигіма,	
	сосын,	
	бір әйел,	
	отырды ғой,	
	өзінің бітти баласымен.	
SPK2001	Да?	Yeah?
SPK2002	Потому что,	Because all other tables were filled.
	везде было занято.	
SPK2001	Да.	I see.
SPK2002	Анда еще врачтар мен медсестрылар,	Doctors and nurses also were also eating there.
	тамақ ішеді.	
SPK2001	Что еще врачи этот,	Were they wearing Crocs?
	в кроксах ходят да?	
SPK2002	Ну,	Yes, like in the TV series.
	сериалдағыдай.	
SPK2001	Ана мудрая жизнь больницадағыдай?	"Like in the ""Wise Life's"" hospital?"
SPK2002	Ақ,	Yes, (they) wear white crocs on the legs.
	қ-	
	кроксы киеді,	
	аяқтарына.	
SPK2001	Сосын не айтады,	"The whole RDC reminds me of that ""WIse LIfe's"" hospital."
	больни-	
	ну этот,	
	поликлиника,	
	больница,	
	напоминает # мудрый жизнь больницадағы,	
	ол жерде,	
	клиника.	
SPK2002	Да.	Yes.
SPK2001	Да.	
	Еще үлкен.	It is also big.
SPK2002	М.	Hm, I don't know.
	Не знаю.	
	Мен анда тек қана бірінші екі-	I was only on the first and ground floor. That's all.
	бірінші мен,	
	нулевой,	
	этажда болдым.	
	Бітті.	
	Ой,	Oh, (I) was also on the second floor in block D.
	екінші этажда тоже,	
	Д блогында ғана.	
SPK2001	(TSK)	There it is good that, for example, they have a separate pediatrics block, and what was it called? Rad...? What's the name?
	Ну там күшті то что,	
	мысалы,	
	педиатрияның өзі б-	
	ну,	
	блогы бар.	
	Там.	
	ра-	
	не # ##,	
	э,	
	типа рад-	
	рад-	
	как это называется?	
SPK2002	Радиология?	Radiology?
SPK2001	Да,	Yes, radiology. Also there is a gynecology block, an ophthalmology one. Very good.
	радиологияның өзінің блогы,	
	там.	
	Гинекология,	
	офтальмоло-	
	вот там маған офтальмологияның блогы ұнады.	I liked an ophthalmology block.
	Өте күшті.	Very good.
SPK2002	А,	Yes, the ophthalmology block is on the second floor too.
	офтальмологияның блогы,	
	екінші этажда.	
SPK2001	COUGHS_TWO_TIMES	(COUGHS_TWO_TIMES)
SPK2002	Тоже.	
	Солға бұрыласың.	(You) turn left.
	Лестницадан кейін.	After the staircase.
SPK2001	Да.	Yes, yes.
	Да.	
	Н- нет,	Wait, no?
SPK2002	Сосын.	Yes! And if you continue walking forward through the corridor over the ophthalmology, there will be this ultrasound room, right?
SPK2001	подожди.	
SPK2002	Да!	
	Офтальмологиядан сосын әрі қарай барсаң,	
	коридормен,	
	онда анда,	
	не,	
	(TSK)	
	ой,	
	немене,	
	УЗИ,	
	түсіретін жер ме?	
SPK2001	А там,	Oh, yes. Ultrasound and allergologists in one place, right?
	УЗИ түсіретін,	
	жер,	
	сосын,	
	аллерголог бар,	
	ну,	
	олар бір жерде да как?	
SPK2002	Иә.	Yes.
SPK2001	Да.	Yes, that's it.
	Ну вот.	
	Ну маған короче сол ұнайды то что,	In short, I like that it is sorted in blocks.
	анда,	
	блок блоктармен,	
	и мысалы,	And for example, one doesn't have to run from first floor to the second, from one block to another to find their room like in our Kokshetau.
	ана,	
	бірінші этаждан,	
	екінші этажға эти,	
	бір,	
	блоктан,	
	екінші блокқа,	
	біздің,	
	Көкшетаудағыдай,	
	ну,	
	жүгіріп жүрмейсің.	
	Классно.	
SPK2002	Ну.	Yes. Also, today is June 1st.
	Еще этот,	
	бүгін бірінші июнь ғой.	
	День детей.	Children's Day.
SPK2001	Мхм.	Mhm.
SPK2002	И мен бүгін,	And I randomly decided to go to the pediatry block.
	отдел педиатрияға бардым,	
	жай.	
	По приколу @@	
	И анда оказывается аниматорлар,	And it turned out there were animators playing with children.
	ну,	
	балалармен,	
	ойнап жатты.	
SPK2001	Балалар көп болды ма?	Were there many children?
SPK2002	Иә балалар,	Yes, a swarm. Some were making noise, some were crying.
	масқара көп.	
	Шулап,	
	біреулері жылап.	
SPK2001	@	@
SPK2002	Еще андай немене,	Also they were selling what there inside this block.. Oh, yes, candies.
	м,	
	(TSK) а,	
	немене,	
	э,	
	нелер сатты,	
	сол отделдың ішінде.	
	(TSK)	
	Конфеты.	
	Конфеты--	
SPK2001	Сатты?	Selling?
SPK2002	там ##.	
	Да.	
SPK2001	Ақша?	Selling?
	@@	
SPK2002	Ну да.	Yes.
SPK2001	А что бесплатно бермейді @@	Why wouldn't they give them away for free, eh.
SPK2002	Вроде сатты,	I am not sure, but they were probably selling them.
	білмеймін.	
SPK2001	Да?	Really?
