speaker	span	translation
SPK0032	Сонда өлшетсем,	So when I got measured...
	алдында білмеймін бір,	I am not sure but the other day…I ate one bitter qurt…###
	кішкене ашты құрт жедім,	
	###	
	Е бір кіти варя—	Ah, some small amount of jam…After I tasted a little of the jam made from that thingy...some bird cherry jam
	ненің вареньесінен жеп едім,	
	мойылдың бір ##	
	Әкәу сегіз де үш болып қойды.	to my surprise…[my glucose level] apparently went up to 8.3.
	Содан өтірік өлшеді ғой дедім.	Then I thought that it perhaps measured falsely.
	###	
SPK0027	Түк етпейді ол?	That is not a big deal.
	Тамақ ішкеннен кейін,	An 8.3 after meal is normal.
	сегіз де үш нормально.	
	Ол екі сағаттан кейін барып қортылады ғой.	It gets digested only after two hours, you know.
SPK0032	Тамақ ішкенім жоқ.	I did not have food [at that time].
	Түстен кей:ін,	[It was during] afternoon…at that place, when [we] were sitting outside.
	ана жерде,	
	далада отырғанда.	
	Содан кейін айттым,	Then I said that my child also has [the thing] like this and that [I will] bring that and have it measured [when I go her place].
	менің,	
	баламда да бар дедім,	
	мына сияқ-.	
	Соны алып келіп,	
	өлшетіп алам,	
	барғанда.	
SPK0027	Иә өлшетіп ал ¬Сәкенге.	Yes, have Saken measure it for you.
	Мен де өлшей аламын.	I can also measure myself. So well…
	Так,	So...
	(Hx)	Huuh!
	OPENS_LID_OF_A_BOWL	
	Балаң шаршап қалды сенің.	Your child got tried already.
	Жалқау балаң.	Your lazy child.
SPK0032	Дем алып ал,	Put this thing of yours [on the stove] and rest a little.
	кешкене мынауыңды салып қой да	
SPK0027	Ұйықтап қалайын @ба.	Shall I just go and sleep? Lying down engulfed [in a blanket].
	@@@	
	@бүркеніп @жатып @@	
	@@	
SPK0032	Анаған бұқтырасың ба?	Will you sterilize [the jars] in that one?
SPK0027	Мынаған.	In this one.
	CLOSES_THE_LID	
	SPK0027_WASHES_DISHES	
	Всегда осыған істеймін мен.	I always do in this one.
SPK0032	Менің бір ескі,	[I totally forgot about] one old coffee pot of mine. My mind was all over the place, you know.
	копейнигімді білгенім жоқ қой менің,	
	есім шығып кетті ғой.	
	¬Жанарға бере салғанмын.	I gave it away to Zhanar.
	¬Жанар сұрағаннан кейін.	After Zhanar asked for it…
	Өстіп ап-,	…in order to [prepare] jars, like this (like we are doing), with her sister.
	апайымен әгі,	
	банкі не етіп жүрейінші деп.	
	Содан кейінгі ақ шелек ол.	And then there is that white bucket [which I also forgot about (?)]
SPK0027	Сағынып отырсың ба.	Are you missing [these things/the village (?)]?
SPK0032	¬Ақмана дейді.	Apparently ¬Akmana…Apparently there are two boxes of kitchware of the entire kitchen ... and plates.
	Мұқым столовойдың,	
	екі жәшік,	
	ыдысы бар екен дейді,	
	тәрелкесі дейді.	
SPK0027	Сарғайып кеткен шығар мама.	Mom, [they] have probably gone yellow.
SPK0032	Аа.	Come again?
SPK0027	Сарғайып кеткен шығар ол.	They have probably gone yellow.
SPK0032	Ойбай ол,	Oh my, she [¬Akmana] will make sure it doesn’t go yellow.
	сарғайтпайды да.	
	Бауырының магазиніне қойып үш жүзде:н,	
	сатты дейді.	
SPK0027	Аа.	She put [them] into her brother’s shop, and [apparently sold them] for 300.
SPK0032	¬Айнар айтады.	¬Aynar says [all the above]. Also…
	Содан кейін дейді,	…those aluminum spoons……they sold them for 100 tenge each…
	мына әгі,	
	алюминиевый қасық дейді,	
	жүз теңгеден дейді.	
	¬Сайгүл алып қойды дейді ей.	¬Saigul took them all says she. Can you imagine?
SPK0027	Аа.	Oh!
SPK0032	Содан кейін деді,	Also…[Those things] called ‘for dessert’…those small...white plates that do not have flower [prints on them]. [She apparently sold] those for two hundred and for one hundred and fifty.
	десертный деген кішкене-кішкене әгі,	
SPK0027	Иә.	Yes.
SPK0032	гүлі жоқ ақ тәрелке.	
SPK0027	Мхм.	Mhm.
SPK0032	Соны,	
	екі жүзде:н,	
	жүз елуден,	
	сатты дейді.	
	Анау,	That ¬Zhalgas, [you know, works] at that thingy...at the canteen.
	¬Жалғас неде,	
	неде істеді ғой,	
	столовойда істеген ғой.	
SPK0027	Иә,	Yes.
	білемін оны.	
	Аха.	Mhm.
SPK0032	Одан кейін мына,	After that, he worked at SPTU.
	неде,	
	СПТУ-да істеген.	
	Дача алып алыпты олар.	They bought a dacha, apparently.
SPK0027	Қай жақтан.	Where?
SPK0032	Семейден.	In Semey.
SPK0027	Ол,	Who is he living with?
SPK0032	##	
SPK0027	кімдермен тұрып жатыр?	
SPK0032	¬Төремен.	With ¬Tore.
	##	
SPK0027	Жер үй алды,	[Did they buy] a house?
	жер үй.	A house.
SPK0032	Екінші әгі,	With ¬Zengi Baba.
	¬Зеңгі Бабамен,	
SPK0027	Білемін ¬Төрені.	I know ¬Tore.
SPK0032	¬Зеңгі Бабамен тұрып жатыр.	He is living with ¬Zengi Baba.
SPK0027	Неше,	How much..
	неше—	How much..?
	жер үйде тұра ма?	Do they live in a house?
SPK0032	Жоқ,	No. They apparently live on the seventh floor [of a residential building].
	жетінші этаж дейді.	
	Төрт бөлмелі үй алыпты дейді.	Apparently, he bought a 4-bedroom house.
	И үш бөлмелі ме,	Did ¬Kenesbay say it was 3 or 4 bedroooms, hmm, I don't remember.
	төрт бөлмелі дей ме,	
	¬Кеңесбай,	
	фотосын жіберді деп ағаң айтып,	Your brother...your father was saying that he sent the photos of it.
	әкең айтып отырған.	
SPK0027	Семейден?	In Semey?
SPK0032	Семейден иә.	Yes, in Semey.
	Жетінші этаж деп айтты дейді.	Apparently, they said seventh floor.
SPK0027	Мхм.	Mhm.
SPK0032	Аналар үйін,	¬Tore and his family sold their appartment.
	сатып,	
	¬Төрелер.	
	¬Төреде үй де жоқ қой.	¬Tore never had a house.
SPK0027	А.	А?
SPK0032	¬Төре де сол	¬Tore just lived in a one-bedroom appartment.
	бір бөлмелі үйде тұрған.	
	Үйін сатып жібер-,	They two sold their home and went to live under ¬Tore's care.
	екеуі ¬Төренің қолына барыпты.	
	¬Төренің.	
SPK0027	Аа.	Oh.
	Бір комнаталықта тұрып па?	Did Tore live in a one-bedroom appartment?
SPK0032	А.	Come again?
SPK0027	¬Төреде үй болмап па еді?	Didn't ¬Tore have a house?
SPK0032	Болған жоқ дейді.	Apparently, they never had one. They both lived in a one-bedroom appartment, apparently.
	Екеуі де,	
	бір бөлмелі үйде тұрыпты дейді.	
	Қайдан білейін әкәм.	How can I know after all?
	Содан анау,	So, his son got married, and now his daughter...
	ұлы үйленгеннен кейін,	
	енді қызы—	
SPK0027	Мама осы ¬Төре біздің ¬Жарасқа келген жоқ иә?	Mom, ¬Tore did not come to our ¬Zharas  ['s funeral], right?
SPK0032	Келген жоқ.	No, he didn't.
	¬Өркен де келген жоқ.	¬Orken did not come either.
SPK0027	¬Өркен де келген жоқ па?	Did Orken also not come?
SPK0032	¬Өркен де келген жоқ.	¬Orken did not come either.
	Әгі ¬Жанасылдың боқтайтыны сол ғой.	That is why ¬Zhanasyl swears about them:
	Әкеңнің аузын сігейіндер,	"""You, who fuck your fathers' mouth,..."""
	неменеге не етесің сен осы,	"""Why do you do this?"""
	біреуі де келген жоқ солардың,	"""None of them came""."
	##	
SPK0027	Аа.	Oh.
	Недеген оңбаған ей?	They are so disrespectful, aren't they?
	Олар вообще.	
	А.	Yeah?
	Соны ¬Сәдөк ¬Сәде-,	So, ¬Sadok... ¬Sadok, oh not, what was his name... ¬Zharkyn..
	кім еді ###	
	кім еді әгі,	
SPK0032	А.	What?
SPK0027	¬Жарқын#,	
	әкелері айтпай ма?	Don't their father tell them anything?
SPK0032	Мына ¬Жарқын,	Oh, you are calling ¬Zharkyn a human...
	адам дедің ғой.	
	салпыауыз қатын не дейді,	He does what that sluggish woman tells him to do.
	соны істейді ол.	
	Мынандай езілгені тұра берсін иә?	Let's keep these crushed ones, yes?
	Компотқа.	For kompot.
	##	
SPK0027	Иә.	Yes.
SPK0032	Мынандай тым қаттылар,	These too hard ones...we do not need them.
	керек жоқ.	
	####	
	Кейбіреуі пыспай,	Some of these got here joined to one another without having been detached properly.
	екеуі айырылмай,	
	кетіп қалған екеуі?	
	Осыны бір жауып көрші,	At least try preserving these first.
	өзі қазір бірінші рет.	
SPK0027	Жоқ андағын мен,	This one, I will just make kompot from it.
	жәй компот қайнатамын.	
SPK0032	Иә иә.	Yes, yes.
	Қайнатасың ба?	Will you boil these?
SPK0027	Жәй қайнатамын.	I will just boil them.
SPK0032	Ее?	Ok, good.
SPK0027	Ішкенге.	Just to drink.
SPK0032	Иә иә.	
	Иә,	
	жарайды,	Ok.
	ыдысқа,	To the dish.
	компотқа,	They have no harm in the form of kompots or jams. We do not drink this.
	вареньеға,	
	зияны жоқ,	
	ішпейміз.	
	Әкең ішпейді,	You father doesn't, neither do I.
	мен ішпеймін.	
	Балалар ішеді.	The children do.
	Мен ендеше,	So, I thought that elderly woman... that her appartment is the one which is behind your door.
	мына сенің үйің#,	
	есіктеріңнің артындағы есік солардікі екен деп,	
	мен ана кемпірді.	
	##	
