speaker	span	translation
SPK0036	Ее,	Well, this is how it is going for you.
	солай де жағдай.	
SPK0027	Мхм.	Yes.
	Қуырдақ ысытып жібірейін бе ей.	Do you want me to heat up some kuyrdak?
SPK0036	Өй жоқ ей тұра берсін.	Oh, no, no need.
	###.	
SPK0027	Соны айтамын,	I am saying this.
	ысытып жіберейін бе деймін.	I am saying whether I shall heat it up.
SPK0036	Жоқ.	No.
SPK0027	Мен ана,	I feel embarassed of that pan...
	табадан ұялып,	
	көтеріп,	
	@# @#,	
	табаның түрі старшный ###.	The pan looks terrible.
SPK0014	Ана жерді қайтадан айтып жіберіңіші.	Could you say that part again?
	Аты қалай дедіңіз?	What did you say the name was?
	Жа- Жал- Жала- Жалаңаш көл?	Was it Zhalanashkol?
SPK0027	Жалаңашкөл,	Zhalanashkol,
SPK0036	Ақсай.	Aksay
SPK0027	иә.	
	Жоқ,	No.
	Ақсай емес.	Not Aksay.
SPK0036	Ойбай.	Oh my!
SPK0027	Жалаңашкөлге дейін барады,	The train goes all the way to Zhalanashkol.
SPK0036	Ааа,	Oh.
SPK0027	пойыз.	
SPK0036	ой нені,	Oh that..
SPK0027	Өскемен-Жалаңашкөл.	Oskemen-Zhalanashkol
SPK0036	поездың:,	The train's...
	иә.	Yes.
SPK0027	Поезд.	The train...
SPK0014	Жалаңашкөл деген ол қай жақта.	Where is Zhalanashkol?
	Алакөл жақ па?	Is it in Alakol?
SPK0036	Иә Алакөл.	Yes, Alakol.
SPK0027	Иә,	Yes, but it is in East Kazakhstan.
SPK0036	###.	
SPK0027	бірақ,	
	Шығыс Қазақстан жақ ол.	
SPK0036	Cол жерге станция екен ғой,	The station is there.
	сол жерде түсу керек екен.	We need to get off there.
SPK0027	Біздің жақ район ¬Аcыл,	Asyl, it is on our side, not on Almaty's side.
	Алматы жақ емес.	Not Almaty's side.
	Уржарский район ба,	Was it Urzhar region or no... something like that.
	солай.	
SPK0036	Хотя бы екемізге билет дайындап қояйық.	Let's at least prepare two tickets for ourselves.
	Басқасы бармаса өздері біледі.	If others do not want to go, it is their decision.
SPK0027	Иә.	Yes.
	Иә деп,	"I am sitting here, bending and saying ""yes""."
	мынау қайқиып отыр дейді.	
	@@@@@@	
SPK0036	Дұрыс,	That's right.
	билет тауып алсақ одан кейін,	After we find tickets...
	ммм—	hmmm...
SPK0027	¬Балнұр отпускіде ме еді.	Is Balnur on a leave?
SPK0036	Отпускіде иә.	Yes, on a leave.
SPK0027	Түріммен ашыла салады мынау.	It opens with my face.
	POSES_ON_CAMERA деген кезде ашылады @де,	It opens when I do so.
	@	
SPK0036	Мүмкін соған ауыстырып алу керек еді.	Perhaps, I should have swapped [my phone] for the one like this.
SPK0027	Ауыстырып ал мына,	Get it swapped.
	ұлдар,	
	мен,	Boys made it so that I can open it with my finger.
	пальчикпен де ашылатын қылдырып істеп берді маған.	
SPK0036	Мен,	I...
	менікі,	mine...
	бұрыңғы,	
	телефоным,	My other phone I had before would open with my finger.
	пальчикпен ашылатұғын.	
SPK0027	Мен ұйықтап жатқанда,	When I am sleeping, someone can open it with my finger. Joking.
	палчигіммен ашып алуға болады,	
