speaker	span	translation
SPK4008	сол сендерде актовый зал-да өтті?	So did it take place in the assembly hall for you guys?
SPK4012	актовый зал	assembly hall?
SPK4009	иә	yes
	актовый зал-да болды себебі	The boys stayed behind in the classroom, actually.
	ұлдар	
	@@	
	қалады сыныпта	
SPK4008	әәә	aah
SPK4009	бірақ <lag> әәә <lag>	And, uh, as far as I remember, someone either ¬Abay or ¬Aidos said something like, “Why are they going, but we’re not?”
	менің есімде	
	¬Абай ба әлде ¬Айдос па біреу айқан маған	
	неге олар барады	
	неге біз бармаймыз	
	олай-былай	
SPK4012	¬Айдос	¬Aidos
SPK4009	<lag> әә <lag>	
SPK4012	<lag> ә <lag>	
	@	
SPK4009	иә	yes
	cосын біз келген шақта	Then when we went there, they gave us a small gift.
	бізге бір сыйлық	
	<lag> әә <lag>	
	берген	
SPK4008	иә-иә	yes yes
	түсіндім түсіндім	I get it, I get it
SPK4009	иә	yes
SPK4008	иә-иә	
SPK4009	сонын ішінде	"Among them, someone I don't know who exactly ¬Aybek or ¬Aidos said ""(They) gave a candy to ¬¬Adiya but not us. Why they didn't give us (a candy)?"", and there was an uproar at that moment."
	<lag> әә <lag>	
	¬Айбек па, ¬Айдос па білмеймін	
	біреу айтқан	
	Міне	
	¬Әдияға кәмпит берді	
	бізге берген жоқ	
SPK4008	әә @@	aah
SPK4009	неге бізге берген жоқ деп у шу болды сол кезде	
	сондай @	like this
	мхм	mhm
SPK4008	ммм	mmm
	біз актовый зал ондай болмайтын ешқашан	Our assembly hall is never like that.
	біз актовый тек концерттер болады	There used to be only concerts.
SPK4009	осындай	that's how it was
	нәрселер болды	
SPK4008	біз демааа-	Even though our school was big, there were a lot of what inside, lots of classrooms.
	бізден де	
	біздің мектеп	
	үлкен болғанымен	
	ішінде көп	
	не бар	
	көп кабинет бар ғой	
	(TSK)	
	сондықтан	That's why it used to be at one place, what place.
	әәәм	
	бізде бір	
	қай жерде болатын	
	(H)	
	бізде ол	So-called meeting hall you-
	<rush> мәжіліс зал <rush> деуге болады	
	ол сендер-	
	мүмкін сендердің актовый залдың жартысы болатын шығар	maybe a half of your assembly hall
	<lag> м <lag> мүмкін	maybe ha-
	жар-	
	ондай қатты жартысы да емес шығар	maybe not even a half of it but it was big.
	үлкен болатын	
	<lag> ә <lag>	
	сол жерде	
	бірақ біз	but we used to do based on grades
	сынып-cынып	???
	мысалы	
	тек қана он бірінші сыныптар	for example only 11th graders
	тек қана оныншы сыныптар	only 10th graders
SPK4012	күшті	cool
SPK4008	солай иа	Yeah, that's how it was.
SPK4012	мм	mm
SPK4008	иә сол	yes, so
	(TSK)	
SPK4009	та-	a-
	тағы да сұрақтар бар ма?	are there any more questions?
	мысалы	maybe
SPK4008	<lag> әәәә <lag>	
	cұрақ	question
	ә	
	###	
	оқу қалай болады	How were your studies?
	<L2 = Russian> этот	
	фолл семестрде деген (TSK)	in the fall semester
SPK4009	осы сегізінде ма	in this eigths?
SPK4008	жоқ-жоқ-жоқ	no-no-no
	универде	in the university
SPK4009	универде	in the university
SPK4008	бір- бірінші курс бітірдің?	did you finish fir- first year?
SPK4009	мен	I
	үшінші курс бітірдім	finished 3rd year
SPK4008	ә	ah
	үшінші курс бітірдің	you finished 3rd year
SPK4009	иә	yes
	халықаралық	international
	білмеймін	don't know all the rest, they say
	барлықтар айтады	
SPK4008	ага	yes
	ага	yes
SPK4009	<lag> ә <lag>	
	білмеймін	I don't know all the rest, they say
	барлықтар айтады	
	о	
	ЕНУға көшсең	It would be bad if you transferred to ENU. Why did you transfer blah-blah
	жаман болады	
	не үшін көштің	
	былай-былай	
	бірақ менің ойымша	but in my opinion to study in KazGUU is not that good as well
	КазГЮУ де оқыған онша жақсы емес	
	себебі менің	because I have a sister
	<lag> ә <lag>	
	үлкен	
	апам бар	
SPK4008	не КазГУ	not KazGU
SPK4009	ау	ah
SPK4008	не КазГУ	not KazGU?
SPK4009	КазГЮУ	KazGUU
SPK4008	а	ah
	КазГЮУ	KazGUU
SPK4009	КазГЮУ	KazGUU
	иә	
	менің үлкен апам	My oldest sister has finished her bachelor and master's at KazGUU.
	сол КазГЮУді бітірген	
	бүкіл	
	бакалавр да	
	магистратурасында да	
	а жоқ	ah no
	магистратурады Турцияда бітірген	she finished master's in Turkey but she did bachelor's in KazGUU
	ал бакалаврды ол КазГЮУда бітірген	
	және	
	оның айтауын бойынша	and according to her in that place to me
	<lag> ә <lag>	
	ол жерде маған	
	######	
SPK4008	әә	aa
SPK4012	мм	mm
SPK4009	себебі	because many teachers to you special ###
	<lag> ә <lag>	
	көп	
	мұғалімдер	
	сені	
	арнайы	
	###	
	себебі ол	because it is a money to university because of that you good ###
	универге ақша ### болады	
	сол үшін сен	
	жақсы ###	
	сосын ойлағам	Then I thought that those who got accepted to ENU are not the smartest ones.
	мен	
	ЕНУға онша	
	ақылды бала түспейді ғой	
	себебі	
	###	
	бірақ мен <lag> әәә <lag>	but since I was admitted to international studies, it was hard
	халықаралық оқуға түскен соң	
	қиын болды	
	себебі	because very hard ###, a lot of teachers specially come from other places, from other countries to teach their programs.
	өте қиын ###	
	көптеген мұғалімдер саған	
	арнайы келеді	
	басқа жақтан	
	басқа мемлекеттерден және олар	
	өздерінің программасын береді	
	және бұл	And it was wow for me
	мен үшін болды типа вау	
SPK4008	шетелден ба	from abroad?
SPK4009	иә, шетелден болған	yes, they were from abroad.
	мысалы ###	For example it/he/she (###) was for international information about distances or###
	ол	
	<lag> әә <lag>	
	халықыралық үшіндегі	
	аралар информациясы	
	немесе ###	
	иә	yes
SPK4008	политология сабақ бар ма солай #	Are there classes of Political Science?
SPK4009	политология жоқ	There is no Political Science.
	бізде болды	But we had its what, history.
	оның несі	
	<lag> мм <lag>	
	тарих	
SPK4008	(TSK) ааа	aahm
SPK4009	маған қатты ұнаған жоқ	I didn't really like it
SPK4008	да	yes
SPK4009	мхм	mhm
SPK4008	да	yes
	саясаттану өзі	Political Science is not interesting course by itself.
	қызықсыз	
	@@	
	Мен дe оқыдым ғой ба-	I too studied on-
	мен- а	
	мен басында былай болады.	It was like this in the beginning.
	мен басында	In the beginning, I was accepted to economics based on my parents' advice.
	<lag> әә <lag>	
	ата-анамның	
	кеңесі бойынша	
	неге түскем	
	экономикаға түскем	
	Ең басында енді бұндай оқушы болатынмын бар ғой	In the beginning, I was a kind of the student that listens the parents, like what they say.
	ата не-	
	мама не айтап соны істейтін	
SPK4009	иә	yes
SPK4008	мамалар дәрігерге бар дей ма?	My parents told me to become a doctor?.
	бардым	I went there
	экономикаға бар дей ма?	They told me to become an economist?
	бардым	I went
	анда бар дей ма?	Did they say to go there?
	бәріне баратынмын	I was going everywhere
	Сосын	Then I got accepted to university.
	университетке түстім	
SPK4009	мхм	mhm
SPK4008	басында фаудейшнда біз	In the beginning we were writing a project during foundation.
	жоба жазатынбыз	
	екі семестр	two semesters
	әр семестрде бір жоба жазатынбыз	we wrote one project in every semester
	бір-	fi- in the first semester  I chose one very interesting project
	бірінші семестрінде	
	қызық бір жоба тандағанмын	
	<lag> әәә <lag>	
	нелер	they are about what... what
	не туралы бір	
	нелер	
	<lag> әәә <lag>	
	Сирияда	in Syria
	Сириядан қашқан	those who left Syria Ge-
	Ге-	
SPK4012	миграц-	migrat-
SPK4008	Германияға қашқан	those who left to Germany
	<lag> әә <lag>	
	адамдар туралы	about these people
	олардың иә	their, yes about their adaptation
	<lag> әә <lag>	
	адаптациясы туралы	
	күшті	cool
	күшті маған ұнады	I really liked it
	сосын	after that
	<lag> әә <lag>	
	бірінші курсқа түстім	I got admitted to first year
	экономика пәнін тандадым	I chose major of economics
SPK4009	мхм	mhm
SPK4008	енді экономиканы	now  to declare economics you should pass this course.
	жабу үшін	
	а	
	экономика	
	<lag> әәәә <lag>	
	маманы болу үшін	
	сол сабақты жабу керек	
	маған жоқ	for me
	әрең	I barely passed
	тапсырып шықтым	
	содан кейін	After that I transferred to Political Science with this one.
	политология кеттім мынамен бірге	
	(H)	
	бұған политология ұнады	He liked Political Science.
	ал мен екінші курста әрең шықты шық-	And I barely survived until the end of the course since I didn't like the projects there at all.
	<lag> әә <lag>	
	шыдап себебі	
	ол жердегі жобалар	
	маған мүлдем ұнамады	
	себебі олар бәрін	Because all of them needs to be considered from political aspect.
	<lag> әә <lag>	
	саясат	
	саясат	
	жағынан қарау керек	
	мысалы	For example why this case, for example why this situation influenced the country this way?
	неге	
	мына жағдай мысалы	
	неге мына ситуация	
	мемлекетке осындай әсер берді дегендей	
SPK4012	иә	yes
SPK4008	мен қайдан білейін, маған адамдар туралы	How do I know? I am interested in how these situations influenced people, humans.
	қызық, маған адамның	
	неге адамға осындай әсер тигені қызықты болды, себебі	
	бір	one
	екінші курстың бірінші семестрінде	on the first semester of second year, what I was talking about, at that time I chose this subject
	<lag> әә <lag>	
	семестірінде бір	
	жаңа айт осыған деген айтып кезде бір	
	пән тандағам	
	<lag> әә <lag>	
	social science research methods деген	"called ""social science research methods"""
	сол кезде	at that time
	<lag> әә <lag>	
	бір профессорде күшті болатын, қазір қайтып қалды ол	There was one cool professor, now he/she left
	қызық пән <lag> әә <lag>	interesting subject, his classes were interesitng
	қызық өткізді сабақ осы кезде	
	сол жерде өткен жобалы	The project, the project's topics for example
	жобаның тақырыптары	
	мысалы	
	қалай	how students adapt to the university
	студенттер	
	студенттердің университетке адаптациясы өтті дегендер	
	сол	
	<lag> әә <lag>	
	жатақханада тұрған	Like the difference between those who live in the dormitory and those students who live at home
	және	
	өз үйлерінде тұрған студенттерінің	
	айырмашылығы	
	сол олардың	LIke what problems they had.
	қандай <lag> әәә <lag>	
SPK4009	қиыншықтар бар	What problems
SPK4008	қиыншықтар болды иә	
	(H)	
	сол бәрін өткеннен кейін	after having passed all of these courses, in the second semester I starting thinking whether I really need Political Science
	екінші семестрде ойланып бастадым осы маған политология керек па негізінде	
	сосын	after
	екінші семестрде тағы бір пән алғам	in the second semester I took another class
	<lag> әә <lag>	
	осы біздің кафедра	Our school, l I think you call it department
	кафедра дейді по-моему сіздерде	
SPK4009	иә иә кафедра	"yes yes, ""school"""
SPK4008	кафедраның	the school's vice dean they say
	<lag> әә <lag>	
	(TSK)	
	завкафедры дейді ма, дейді, бас кафедрасы бізде	
	head of department деп айтамыз біз оларды	"but we say ""head of department"""
	(H)	
	<lag> әә <lag>	
	сол сабағын алғам	so I took his/her subject
	күшті сабақ болды ғой	that was a cool class
	ол енді	so it was about what
	не туралы болды	
	коррупция туралы болған	it was about corruption
	осы коррупция халыққа қалай әсер етеді	How corruption influences the people
	(H) одан прямо	The class was very interesting
	сабақ өте қызық өтті	
	<lag> әә <lag>	
	мұғалім да күшті	Teacher was cool
	тақырыптары да күшті	the themes were cool too
	ол жерде көретін кинолар-	We wrote reports like work on the movies that we watched during the class.
	киноға біз	
	<lag> әә <lag> не жазамыз ғой	
	отчет жазамыз ғой	
	репорт деп	
	сол бәрінен кайф ұстадым да все кеттім мен социологияға дедім	So, I enjoyed everything there and I transferred to sociology.
	<lag> ии <lag> түсіндім	and I understood
SPK4009	сенікі ма?	it's yours?
SPK4008	###	
	ә?	ah?
SPK4009	сенікі ма?	it's yours?
SPK4008	менікі, иә	yes, it's mine
	күшті	cool
SPK4012	күшті	cool
SPK4008	ну	
	менде	My parents are all politoligists.
	ата-анам бәрі политологтар	
SPK4009	ага	yes
SPK4008	### кстати ЕНУда политологиядан береді сабақ	By the way, they teach Political Science at ENU
SPK4009	мхм	mhm
SPK4008	<lag> и <lag> олар	and they
	мама тоже міне этот	so my mum is also connected with Political Science
	политологиямен связана	
	(H)	
	и этот	and like this
	(TSK)	
	олардың сөйлегендері	I don't like the way how they talk like really.
	маған мүлдем ұнамайды	
	маған вообще ұнамайды мысалы	
	қайтейін енді министр- и жәй мен білім керек менің анда бір	What can I do if for ministries, I need education from this aspect.
	<lag> әә <lag> сауатым болу керек сол жағынан	
	жәй	Studying it (Political Science) deeply is not really for me.
	бар	
	бірақ	
	ондай терең	
	оқу ондай терең зерттеу менікі емес екен	
	маған қызық болды	
	осы мысалы (H)	For example, it was interesting for me to look how parents affect from which aspect the situation in Kazakhstan during coronavirus.
	Қазақстанда болған ситуация ата-аналар қалай әсер етеді мысалы коронавирустың нәрсе иә	
SPK4012	мхм	mhm
SPK4008	адамға қа-	
SPK4012	ал	
SPK4008	қандай жақтарда	
SPK4012	иә	yes
SPK4008	экономика жағынан емес мысалы	fNot rom aspect of economics
	социалды түрде мысалы	But for example, from the social aspect.
	<lag> әә <lag>	
	қаншама	how many families too, yes
	отбасы да, иә	
	отбасылары ажырасып жүрді осы	how many families got divorced because of this.
	тура сондай	exactly like this
	осылай өз жолыма келдім	that's how I found my way.
	###	
SPK4009	экономиканы не үшін таңдадың?	Why did you choose economics?
	иә, білемін, ата-анаң айтты	yes, I know, parents told you that.
SPK4008	иә	yes
SPK4009	не үшін айтқан олар	But why they told you it?
SPK4008	<lag> әә <lag> не деп айтты ол кезде маған	What they told me at that time?
	бізде негізі отбасымызда экономисттер көп	Well generally there are many economists in our family
	бізде бәрі мұғалімдер	everyone is a teacher.
	(TSK) (H)	
	<lag> әә <lag>	
	экон-	econ- they said somthing like you'll live better with economics
	это айтқан ғой типа	
	экономикамен сен жақсы өмір сүріп кетесің	
	(H)	
	ақшаны жақсы табасың	You will earn good money and this is like a step to your rich and successful life
	(H)	
	<lag> әә <lag> өмірін	
	бай-	
	күшті болып кетеді дегені ғой	
SPK4009	мхм	
SPK4008	жарқырап	
	кәдімгі жарқын болашаққа ө-	
	өтетіндей бір баспалдақ сияқты	
	бірақ ондай емес екен	but it is not like this
	себебі	because from the beginning when I said that I will transfer to sociology they said how I will find a job
	мен басынан	
	соци-	
	социологиясы пән-	
	<lag> әә <lag>	
	маманына	
	көшем дегенде	
	ата-анам былай	
	жұмысты қалай табасың дейді ғой @@	
	@@@ (H)	
	сондай	like this
	сол менде солай болды	it was like this with me
SPK4012	сен қандай	What kind of economics you took: microeconomics or macroeconomics?
	<lag> әә <lag>	
	экономиканы алдың: микро, макро?	
SPK4008	микро	micro
SPK4012	әә	aah
SPK4008	қызық болған жоқ	it wasn't interesting
SPK4012	иә	yes
	макро да қызық емес	macro is not interesting too
SPK4008	(H) әә иә-иә-иә-иә білемін	yes yes yes yes, I know
SPK4012	мен Диа-	I took it together with  Dia- with ¬Dilnaz and Sanzhar.
	¬Ділназ мен ¬Сұлтанмен бірге алдым	
	ну	
	¬Сұлтанға күшті болды	so Sanzhar liked it.
	біз	We were crying with ¬Dilnaz
