speaker	span	translation
SPK0014	Ішті?	He had his meal already.
	Тамақ ішті ғой.	He already did.
SPK0032	Е:?	Oh, I see, that's good.
SPK0027	Тары жейсің бе?	Do you want to have some millet?
SPK0032	Ой Алла-ау,	Oh God, it is my millet? [the one I gave you before]
	менің тарым ба мынау,	
	таңертей жеймін.	I will have it in the morning.
	Мына құрлы тамақпен қайтіп жеймін?	How am I supposed to have it on top of this much food, dearie?
	Қарғам.	
SPK0027	(Hx)	
SPK0032	Мынаны араластыра ма?	Are you supposed to mix it like this?
	Бүйтіп.	
SPK0027	Жей бер ара-	You can just mix and eat.
	Мхм.	Yes, correct.
SPK0032	Шелпекті қарашы?	Just look at this shelpek.
SPK0027	Бүйтіп ора да,	First twirl it like this, and then eat like this.
SPK0032	Мхм.	Yes.
SPK0027	бүйтіп же.	
	@@@	
SPK0032	@@@	
SPK0027	Шанши сал сөйтіп.	Just spear it like that.
	Сала сал аузыңа.	Just put it in your mouth.
SPK0032	Маған сендердің ана жақтағы үйлерің,	Just a moment ago, he was just talking to me about that house of yours [in the village].
	соны айтып жатыр.	
	Адамның үйі ыстық қой.	Oh, one's home can be very dear to them.
	Атаңды айтамын.	I mean your grandfather's place.
SPK0027	Е:.	Oh I see.
SPK0032	#####.	
	#####.	
SPK0027	Е:.	I see.
	Сорпасынан құяйын ба саған.	Shall I pour you some more soup/broth?
	Аз болып кетіпті.	It seems I didn’t serve you quite enough.
SPK0032	Жо жо жо.	No no no.
	Ана кіти ұлың,	That younger son of yours...
	үлкенің ішпей ме әгі?	... oh, I mean, isn't your older son having his meal?
SPK0027	Ішіп алған ол бағана.	He already had his meal just a while ago.
SPK0032	Ана Ташок ішті ме.	Did Tashok have his meal?
SPK0027	Ішті.	Yes, he did.
SPK0032	Е:.	I see.
	########?	
SPK0027	М?	Come again?
SPK0032	Таңертеңнен,	I mean he hasn't had anything since morning.
	тамақ ішкен жоқ деймін.	
SPK0027	Дәмі қалай екен?	How is the food?
SPK0032	Әйбәт.	Nice.
SPK0027	Жеуі қиын екен деші.	You are probably finding it hard to eat, right?
SPK0032	Сен,	You make all kinds of food.
	неше түрлі тамақ жасайсың.	
SPK0027	Мама сорпасының,	Mom, eat it together with its broth for a richer taste. Use your spoon.
SPK0032	Вер–	Just look at this vermicceli!
SPK0027	дәмімен жесеңші,	
SPK0032	вермешелін қарашы міне.	
SPK0027	қасықпен.	
	Мә ет же.	Here, have some meat.
	Тауықтың еті.	It is chicken.
	¬Алияның келіні,	Just a moment ago I saw Laura, Aliya's kelin, entering the building.
	кіріп келе жатыр екен жаңа.	
	¬Лаура.	
SPK0032	Е:.	I see.
SPK0027	Мамаң үйде ме десем,	I asked Laura if her mother was home. She said her mother is probably home with children.
	үйде,	
	балалармен отырған шығар,	
	балаларымды алып кетуге келе жатырмын дейді.	She said she was here to pick up her children.
SPK0032	Е:,	Oh, I see, so her children are here at this place.
	осы үйде екен ғой балалары.	
SPK0027	Таңертең ¬Жанат әкеліп тастапты дейді.	She said that Zhanat apparently brought them over in the morning.
SPK0032	М:.	I see.
SPK0027	М?	Oh, look.
SPK0032	Көршің бе?	Is it your neighbor?
