speaker	span	translation
SPK0031	#,	
	әгі,	Yesterday, remember that Zulyash kudagi said [they] were going to have their first baby only now [at this age], after having chased studies.
	кеше ¬Зүләш құдағи айтты емес пе,	
	Бірінші баланы,	
	енді тапқалы жүр деп.	
	Оқу оқу деп жүрдік деп.	
	###.	
SPK0032	##	
SPK0031	Иә.	Yes.
	#######,	
	бір келіншек деді емес пе,	Don't you remember, she said this about one kelinshek?
	#	
SPK0032	####.	
SPK0031	Бәле,	Unfortune! It started raining again, silently.
	тағы жауды.	
	сытырлап.	
	Эх Алла.	Oh Allah!
	Ой әгі,	"Oh, that...once, initially on the month of May or in the beginning of July, people blustered, you know, saying ""oh, there will be frought because the sun will soar""."
	алғаш,	
	бір,	
	май айында ма эй?	
	Ил– июльдің басында ма?	
	Ой,	
	күн шыжып,	
	ойбай құрғақшылық деп,	
	шулады ғой ел.	
SPK0032	Енді құрғақшылық болмайды,	From now on there won't be any drought, right?
	иә?	
SPK0031	Қайдағы құрғақшылық?	What drought are you talking about?
	Міне,	Now is the time for mowning grass.
	шөп шабатын.	
	Осы,	
	осыдан кейін,	It will become possible to mow the grass after this.
	шапса да болады?	
	Неге барып,	Darkhan went there and just now said to me that there is rain [in the village].
	жауын дейді,	
	жаңа,	
	¬Дархан айтады.	
SPK0032	Аа,	Umm, in Kurshim?
	Күршімде ме?.	
SPK0031	Иә.	Yes, in Kurshim. It is raining there.
	Күршімде жауын ғой,	
	жауып тұр.	
SPK0032	Ее,	oh, OK.
	жарайды.	
SPK0031	Анау,	You know the place where Zharkyn sows watermelons? He said he went there and gave tasattyk.
	¬Жарқын,	
	арбыз егіп жүретін жер бар емес пә,	
SPK0032	Иә.	Yes.
SPK0031	сол жерге,	
	барып,	
	тасаттық беріпті дейді,	
	анада.	
SPK0032	Е:,	Mm.
SPK0031	Сонан кейін,	After that, yes...
	иә,	
SPK0032	жарайды,	OK, OK.
	жарайды.	
SPK0031	Кеше,	So, yesterday, it happened that Zholaman spoke to me when he was at that thing...
	¬Жоламан,	
	сөйлескен,	
	сол,	
	неде жүргенде.	
SPK0032	¬Жарқында ма?.	At Zharkyn's?
SPK0031	¬Жарқында тұрмыз,	We are two at Zharkyn's with...
	кім еке—.	
SPK0032	¬Жарқыннан,	Dau said that he [Zholaman] borrowed a lot of money from Zharkyn and asked why would he do that.
	көп ақша алыпты дейді,	
	(H)	
	қарыз алды,	
	¬Жарқыннан ақша алды,	
	қарыз алғаны несі дейді.	
SPK0031	Кім.	Who?
SPK0032	Дәу айтат.	
	¬Жарқыннан қарыз ала ма?.	Does he borrow money from Zharkyn?
SPK0031	Алмайды,	He does not borrow money.
	өтірікті—.	Lie...
SPK0032	Бермейді оған,	He does not give money to Zholaman.
	¬Жоламанға ол.	
SPK0031	##,	He doesn't borrow money. He is just prattling, meh.
	алмайды,	
	шатып эй.	
SPK0032	¬Жоламанға.	To Zholaman.
	Содан айтат,	Then he says that apparently Zholaman sold his two foals, and he wondered where he spent all this money after having sold the foals. Zholaman also sold his cows, he says.
	екі құлынын сатыпты,	
	оның ақшасын бәрін қайда жіберді дейді,	
	сиыр сатты дейді.	
SPK0031	Қайда жібереді ал?	Well, where would he spend this money? Of course, he will hire someone to dig a well or do something on the land.
	Сол бірдеңе,	
	құдық қаздырады,	
	жер,	
	бірдеңе,	
	істетеді дейді.	
SPK0032	Ана бала-шағаның киім-кешегі бар.	Those children's clothes is also a concern.
SPK0031	Ой,	Gosh.
	құдай.	
	Кім екеуіміз,	He said that he and Zhomash together are at his place. He said that Zhomash was saying hi to me when we were talking.
	сонда жүрміз дейді,	
	¬Жомаш екеуіміз.	
	¬Жомаш сәлем айтып жатыр,	
	аға саған дейді,	
	менің жанымда жүр дейді,	
	сөйлесіп жатқан–.	
SPK0032	Ее ана,	Uh, at that person's, right?
	кім де ме.	
SPK0031	Иә,	Yes, Zhomash.
	о–,	
	¬Жомаш ¬Жомаш.	
SPK0032	Ол ¬Жақада жүреді.	He visits Zhaka from time to time.
SPK0031	¬Исабек.	Isabek.
SPK0032	Иә иә.	Yes, yes.
SPK0031	Апасы,	Zholaman said that his grandmother is good and that she just yesterday came to visit his place.
	а-a—,	
	апасы жақсы,	
	біздің үйге кеше келіп кеткен дейді,	
SPK0032	Иә?	Yes?
SPK0031	¬Жоламан айтады.	
SPK0032	Мен сұрадым,	I asked:
	апаң ###,	Your grandmother...
	¬Жазгүл айтқан,	Zhazgul said that yesterday [she] paid a visit.
	кеше келіп кетті деп.	
	Апам кеп тұрат,	My grandmother comes to visit regularly, says she.
	дейді.	
SPK0031	Сол,	Well, this is it. Here it is raining, and the grey clouds.
	міне жауын,	
	ала бұлт.	
	Тоқымдай болса да,	Even if the clouds are small, the rain from them falls heavily.
	жауып-жауып кетет,	
	жауып.	
SPK0032	Тағы жауып тұр әне,	There you see, it is raining again.
	терезенің бәрі сырт–,	All the outer side of the window is wet.
SPK0031	Жауып тұр,	It is raining, it is raining.
	жауып тұр.	
SPK0032	сырты су.	
	Терезенің сырты су.	The outer side of the window is wet
SPK0031	Жақсы болады,	It will be good.
	құрғақшылық болмайды,	There will no be drought in Kurshim.
	Күршімде.	
SPK0032	Болмай-ақ қойсын,	Let it not be; otherwise we will have everyone saying that there is mal [=cattle] only enough for one day.
	##	
	бір күннің малы бар деп бәрі.	
	Шөп қымбаттайды,	Grass will become more expensive [if there is drought].
	немене жақсы болады ол.	What good it will be?
	Әгі ұл қайда барамын дейді?	Where does that boy say he will he go?
SPK0031	Мына жерге бір жірге барып сөйлесіп келемін дейді.	He said he will go to this one place here to speak with somebody and will come back.
	##	
SPK0032	Ее.	I see.
SPK0031	Кино,	[He] will film a movie called kempir shal.
	кино ###,	
	кемпір-шал деген кино түсіреді.	
	Ау.	
SPK0032	Немене деп жатырсың,	What are you saying?
	кемпір-шал немене деп сөйлейсің.	Saying things like kepmir shal, why/what are you speaking of these things?
SPK0031	Кемпір-шал деген кино түсіріп жатыр емес пе,	Well, don't you see he, Akalok, is filming a movie called kempir shal?
	Ақалөк.	
	Нағашы атам мен нағашы апам дейді.	"He says: ""[these are] my maternal grandfather and maternal ganmother; one of them is 80, the other is 70, at their time when they are trembling, being filmed for a movie"""
	Олардың,	
SPK0032	Иә,	Yes.
	басым айланып кетті ғой.	I began feeling dizzy!
SPK0031	бірі сексенде,	
	бірі жетпіс бесте.	
	қылшылдап тұрған шағында деп жатыр.	
	Киноға түсіп жатыр.	
SPK0032	###	
SPK0031	Иә иә.	Yes, yes.
	Эй өмір-ай десеңші.	Oh, say, what a life it is, huh?
SPK0032	Күршім арбызы пысқан жоқ иә?	The Kurchim watermelons haven't ripenned yet, yes?
	Августе пысады ғой иә арбыз.	Watermelons actually ripen on August.
SPK0031	Жоқ арбыз жоқ деді.	[They] said there is no watermelon yet.
SPK0032	А.	
SPK0031	Арбыз пысқан жоқ деді.	[They] said watermelons have not ripened yet.
SPK0032	Жоқ эй,	No, of course.
	ертең ғой ##.	It is early now.
SPK0031	Мен айттым,	I said that Zharkyn's watermelon has not ripened yet.
	¬Жарқынның арбызы пысқан жоқ.	
SPK0032	##	
	####	
	Ана,	That.
	Августе пысады.	On August [the watermelons] ripen.
SPK0031	Оңтүстіктің арбыздары келіп қойды ғой,	The watermelons from the south, from Shymkent, have already come.
	Шымкент жақтан.	
SPK0032	Шымкент ана күні әкелді,	The other day [they] brought this Shymkent one.
	әшейін іші жаман дейді ғой.	They say its [the watermelon's] inside is bad, you know.
SPK0031	Енді олар,	Of course that is because they have ripened early!
	ерте пысқан ғой.	
SPK0032	Дәрімен пысқан деп,	Some children were bringing some that day, saying that they have been ripened using drugs.
	әнеу күні бір балалар әкеліп жүретін.	
	Понос болады,	One will have diarrhea.
	###	
	Ақшасы бар кісілер,	People who have money do not eat it.
	жемейді оны.	
	Киллограммы қанша дейді әкәм,	How much do they say one kilogram costs?
	қымбат екен өзі.	It is expensive as people say.
	Бір арбыз,	One watermelon is this big.
	мынандай,	
	###,	
SPK0031	Эй Алла,	Oh God!
SPK0032	###.	
SPK0031	құдірет сақтай көр.	Let God save (us/me)!
	Қара құлыным,	My black foal.. where is it and what is it doing I wonder!
	қайда,	
	немене істеп жүр екен.	
SPK0032	Ааа	Come again?
SPK0031	Қара ұлым,	I wonder what is my black boy doing now?
	немене ғып жүр екен.	
	#,	
	біреу,	Someone says that they work two work together in one car.
	екі-екіден істейді дейді,	
	бір мәшінде.	
SPK0032	А.	Come again?
