speaker	span	translation
SPK4003	SNIFF	
	Баклажан жасап қойдым міне.	
	Жейсің ба нанмен?	
SPK4004	Жеймін,	
	конечно.	
SPK4003	Неме тамақ ішесің басқа?	
	Суп ішесің ба?	
SPK4004	Суп ішемін.	
SPK4003	Ысытайын ба супты?	
	Гороховый суп бар,	
	рисовый суп бар,	
	###	
SPK4004	Рисовый суп ішем.	
SPK4003	Ugh	
	Рисовый суп,	
	кеше мынаған құйып қойып едім,	
	өзімше.	
	Сағат неше болды?	
SPK4004	Уже енді болып қалды.	
SPK4003	Тоғыз енді болып қалды ма?	
SPK4004	Тоғызға он бес минут қалды.	
	Он минут қалды.	
SPK4003	А	
	тоғыздан он бес кеткен кезде,	
	шығамын қазір.	
SPK4004	Сен ол кезде,	
	неше,	
	неше уақыт боласың,	
	ол жақта?	
SPK4003	Білмеймін,	
	¬Гүлжан,	
	екі сағаттай боласың деп тұр.	
SPK4004	Онда мен сені үйде тосам ба?	
SPK4005	Бір сағаттай,	
	бір жарым сағаттай болатын шығар.	
SPK4003	Бір жарым сағаттай боласың дейді.	
SPK4004	Мен үйде тосайын ба,	
	сені?	
SPK4003	Қайда барамыз?	
SPK4004	Мен,	
	шалбарыма барамын.	
	Содан,	
	дәріге барам	
SPK4003	COUGHS	
	Шалбарыңа бара берсеңші.	
	Ана дәрі керек жоқ екен.	
SPK4004	#	
	Жарайды.	
SPK4003	Бір жылдың дәрісі тұр екен.	
	Инсулин бар екен,	
	бірақ дәрі алу керек.	
SPK4004	Жоқ,	
	дәріні	
	бәрін	
	###	
SPK4003	¬Гүлжан сен неме дейсің?	
SPK4005	Түкте.	
	Кешке қауын әкеліп қойыңдаршы.	
SPK4003	Қауын?	
SPK4005	Қауын жеп жатамын,	
	а то,	
	тамақ жесем,	
	ауырады өтім.	
SPK4003	¬Гүлжан енді сен,	
	күні бойы түкте тамақ жеп жүрген жоқсың ғой,	
	көп,	
	аса.	
SPK4005	Енді сол келем,	
	тамақ ішемін,	
	жатып қаламын ғой,	
	таңертең тұрсам,	
	өтім ауырып,	
	изжога болмайды ма,	
	сразу.	
	Жеңіл #	
SPK4004	Жарайды,	
	бұйырса алып береміз.	
SPK4003	Тамақ ішпей,	
SPK4005	Көже,	
SPK4003	қауын жей салып,	
SPK4005	қауын.	
